,title,category,intro,url
491,<동네 책방으로 가다> 사소한 일상의 세밀한 기록,출판,<동네 책방으로 가다 : 사소한 일상의 세밀한 기록> 책과 일상을 담은 에세이 ,https://tumblbug.com/the8work
492,사람은 새해 다짐만으로 변하지 않는다. [일상 속의 변화],캐릭터 · 굿즈,"내일은 더 나은 사람이 되겠다는 오늘의 다짐, 이젠 일상 속에 녹여보세요.",https://tumblbug.com/betterme
493," 한 번쯤 가보고 싶은, <하늘과 물결을 연결하는 다리들>",예술,"상상하던, 가고 싶던 그 곳으로 떠나보아요. 
반짝이는 풍경들을 담은 패브릭 포스터 시리즈",https://tumblbug.com/mybridges_poster
494,삼총사와 찾아가는 장애인 스포츠세계 <우리들의 금빛 여정>,출판,귀여운 삼총사들과 함께 떠나는 장애인 스포츠 세계로 초대합니다.,https://tumblbug.com/rrrstudio
495,내몸이 솜털처럼 가벼워진다! 언제 어디서나 온몸괄사안마기!,테크 · 가전,스트레스근육을 풀어라~ 내 몸이 솜털처럼 가벼워진다! 언제 어디서나 온몸괄사안마기 하나로!,https://tumblbug.com/onmom
496,"내 맘대로 칠하는, 마음을 달래주는 컬러링 캘린더",디자인 문구,"내맘대로 칠하는 컬러링 캘린더
지친 마음을 달래주는 힐링 캘린더",https://tumblbug.com/403coloring
497,도깨비 친구들을 구슬 속에 담아보세요! : 도깨비 구슬,디지털 게임,마을 속 다양한 물건들에 깃들어 살고 있는 도깨비를 모아보세요.,https://tumblbug.com/doggaibi_marble
498,"안티라의 ""훔쳐보는 창작 에세이""",출판,"컨텐츠를 창작하여 사람들과 공유하여 영감과 재미를 전달하는 안티라의 첫번째 창작 에세이
",https://tumblbug.com/anti-la
499,2022년 신간 <중국통용수어사전> 번역 발간 출시,출판,중국의 농인과 수어 관련 대표 전문 출판사에서 펴낸 4권 분량의 중국수어사전을 번역 출판 ,https://tumblbug.com/deafland
500,'사랑'입니다만...?,영화 · 비디오,지역 문화예술 활성화와 플렛폼 구축을 위해 이번 웹드라마를 계기로 모였습니다.,https://tumblbug.com/indstream
501,홍콩여행 사진으로 만든 2022년 엽서형 달력(캘린더),디자인 문구,홍콩여행 사진으로 만든 2022년 엽서형 달력(캘린더),https://tumblbug.com/ladoucee
502,제대로 화내기 위한 내 감정 돌아보기 <화풀이 노트>,디자인 문구,2022년엔 참지말자!! 제대로 화내기 위한 내 감정 돌아보기 <화풀이 노트>,https://tumblbug.com/angrynote
503,[미니 결혼식] 결혼식을 닮은 모바일 청첩장,테크 · 가전,더 오래오래 더 자세히 들여다 볼 수 있는 결혼식을 모바일 청첩장에 담아 드려요,https://tumblbug.com/everlastingwedding
504,[crow] 나의 작품이 당신의 공간을 특별하게 채우길.,예술,방구석에서 아이패드로 그린 내 작품이 현실 당신의 공간에서 숨을 쉴수 있기를 바라는 마음로,https://tumblbug.com/crow
505,"인테리어 오브제, 'Twinkle' 아크릴 모빌 시리즈",홈 · 리빙,소중한 사람에게 빛나는 일상을 선물하세요.,https://tumblbug.com/twinklemobile
506,"자연의 힐링을 더한 물고기 모빌, 컬러 시리즈",홈 · 리빙,"인테리어 소품 시리즈, 모빌",https://tumblbug.com/gysl1222
507,일상을 그리워하는 사람에게 보내는 필름사진 엽서,사진,Miss or Not. 한국의 고요한 주변을 담은 디자인 엽서 제작 8종,https://tumblbug.com/missornot
508,"나만의 디자인만들기, 입체아크릴포스터 'Day&Night'",디자인,일러스트를 인쇄한 아크릴을 겹쳐 입체감을 더한 프로젝트입체 아크릴포스터 프로젝트,https://tumblbug.com/teinte25
509,오늘도 쇼핑을 했다,출판,"나는 오늘도 필요해서가 아닌, 내 기분에 따라서 내 기분을 좋게 만드려고 쇼핑을 했다",https://tumblbug.com/myshoppinglist
510,꿈의 회전목마 ,웹툰 리소스,회전목마 컨셉으로 한 만화 및 일러스트 소재입니다.,https://tumblbug.com/httpwwwinstagramcomexia728
511,"집사의 작은 행동이, 댕댕이 양치질로. 양치 습관 다이어리",디자인 문구,"집사는 작은 행동, 댕댕이는 양치질 ""우리두리 양치 습관 다이어리""",https://tumblbug.com/smallacttrigger
512,연애의 기술 -아낌없이 표현하라-,출판,도서출판 행복에너지의 도서 출간 프로젝트입니다,https://tumblbug.com/188
513,편안함을 사랑한게 죄니..? <머레이크 긴팔 슬리브>,의류,"편안함으로 당신을 이끌겠어요...
여유있는 오버핏으로 낭낭하게",https://tumblbug.com/mureikee
514,2022 민화 속 호냥이의 소소한 즐거움 공유 캘린더,디자인 문구,용감무쌍하게 도전하고 천진난만하게 긍정적으로 자신을 나아가고자하는 캐릭터호냥이 공유하기,https://tumblbug.com/sasujwa
515,5.18 민주화운동 애니메이션 <운동화 비행기>,영화 · 비디오,그림책 <운동화 비행기>를 원작으로 아름답고 숭고한 민주주의 정신을 담은 단편 애니메이션,https://tumblbug.com/518animation
516,대학문학상 수상 창작극 '작자 미상 수정 배포 자유',공연,"가면 뒤에는 무엇이 있나? 가면 뒤에는 이야기가 있지. 오래 전, 정말 오래 전의 이야기.",https://tumblbug.com/freelyunknown
517,사악한 주술이 가득한... 의식의 서,보드게임 · TRPG,사악한 주술이 가득한... 의식의 서,https://tumblbug.com/ritualbook
518,"한국왕실 고양이 트럼프 카드 <묘화>와 일러스트북,틴케이스",보드게임 · TRPG,여러 게임이 가능한 한국풍 왕실 모자와 머리스타일로 그린 고양이 플레잉 카드입니다. ,https://tumblbug.com/catflower
519,당신의 운명을 정하는 [YES/NO] 코인,예술,운명의 [YES/NO] 코인,https://tumblbug.com/yes-no_coin
520,새하얀 눈속에서 핀 달콤하고 황홀한 향기 - 설향딸기 향수,향수 · 뷰티,새콤달콤하고 맑은 과즙이 듬뿍! 배어 나오는 설향딸기 향수로 일상을 달콤하게 물들여보세요.,https://tumblbug.com/strawberryperfume
521,아름다움의 공감 <아칸서스 그리고 능화 실버 주얼리> ,주얼리,"VOVODAVIN 주얼리 팀의 첫 프로젝트 , 서양의 아칸서스와 동양의 능화의 만남 ",https://tumblbug.com/vovodavin
522,"명작 잉크를 구독하다, 월간 세계 문학 잉크 전집 ",디자인 문구,"색으로 읽는 문학, 세계 명작 15편을 매월 잉크로 구독하다",https://tumblbug.com/inks
523,[설 전 배송]조선클래식의 시작! 대창의 백운코트,의류,"[설 전 배송]울 100% 상의원의 손길로 만든 조선클래식의 시작, 대창의 백운코트",https://tumblbug.com/baekuncoat
524,부드럽고 따스한 스파 목욕과 스파클링 샴페인 한잔의 향기.,향수 · 뷰티,대리석고급욕조에서 즐기는 스파 호캉스! 최상의 호텔휴식을 포근하고 따스한향으로 만끽하세요!,https://tumblbug.com/seasaltspaperfume
525,<행운의 책>이 여러분 모두에게 행운을 안겨 드립니다.,출판,나 자신과 사랑하는 사람들에게 행운을 선물하세요.,https://tumblbug.com/goodluckbook
526,인생에서 가장 중요한 날은 오늘이니까!! <오늘챙김카드>,디자인 문구,"어제보다 나은 오늘을 위한 31장의 비밀 카드!!
PC/모바일 배경화면도 함께 드려요.",https://tumblbug.com/lami_rene
527,심리전 끝판왕 게임카드 [종족 전쟁] 과 일러스트 아이템.,보드게임 · TRPG,믿는 게 아니었는데..,https://tumblbug.com/vantagame
528,우리의 바램을 이뤄주는 특별한 수트,의류,"편안함과 특별함을 함께 갖춘 수트를 소개합니다.
지예의 만신 프로젝트 그 첫번째 이야기
",https://tumblbug.com/manshine_suit
529,BERFUME | 두피와 모발 건강을 위한 다용도 머리수건,홈 · 리빙,"세안밴드, 머리 묶음 기능으로 두피를 열어두고 모발을 당기지 않는 상쾌하고 편리한 머리수건",https://tumblbug.com/berfume1
530,"하늘에서 내려와 천리까지 가는 달콤상쾌한 향기, 천혜향향수",향수 · 뷰티,"기다리시던 천혜향 향수가 새롭게 돌아왔습니다!
달콤상쾌한 진짜 천혜향 향수를 만나보세요!",https://tumblbug.com/cheonhyehyangperfume
531,[한방맞춤] 나의 건강MBTI는? 그날을 위한 토탈 솔루션,푸드,"그날을 위한 나만의 한방맞춤솔루션이 궁금하지 않으세요?
자세한 내용은 프로필을 클릭하세요!",https://tumblbug.com/yejin_yakbang
532,악마의 게임이 보드게임으로! 풋볼매니저 보드게임 <일레븐>,보드게임 · TRPG,축구 팀을 운영하고 성장시켜 다른 어떤 팀보다 더 뛰어난 팀을 만들어보세요!,https://tumblbug.com/footballmanager
533,""" 댄서들은 땀을 흘려도 사람을 홀려 "" 벨망 니치향수",향수 · 뷰티,비누와 무화과의 조합 Soapy &Fig 엠버와 바닐라의 달달함Amber & Sultan ,https://tumblbug.com/dancerperfume
534,달을 잡다 : 그을린 달 < Moon ring >,주얼리,내손안의 달을잡다 :손 안의 달을 그리다,https://tumblbug.com/8140
535,"하나가 두개로 되는 마법, 분리형 텀블러 | 클레오파트라",홈 · 리빙,"세척이 편리하고, 음료 추출이 가능한 그 이상의 텀블러, 분리형 텀블러 ""클레오파트라""",https://tumblbug.com/sohnatumbler
536,[센트스톤디퓨저] 당신의 새벽은 어떤 추억이 담겨있나요?,홈 · 리빙,전문 시각장애인 조향사 '하늘샘'의 섬세한 감각으로 탄생한 센트스톤디퓨저 '새벽공기'향!,https://tumblbug.com/voib_theairofdawn
537,행운을 시험해 보세요! 누구든지 즐길 수 있는 <나나>,보드게임 · TRPG,"""우리들의 여름방학"" 작가의 신작! 여러분의 행운을 시험해 보세요! 또하나의 수작 ""나나""",https://tumblbug.com/nana_cardgame
538,따뜻함을 만들어 보는 시간 [스킬자수 키트&캔들 세트],홈 · 리빙,추억의 스킬자수 키트와 캔들을 함께 담은 패키지 입니다.,https://tumblbug.com/pj2621
539,아마도 손이 많이 가게 될 더기 백,잡화,"언제든지 그 누구와도 함꼐 할 수있고, 다양한 라이프스타일에 적합한 더기 백
",https://tumblbug.com/tumt
540,막타2 : 강력한 드래곤에게 마지막 한방을 날리는 보드게임,보드게임 · TRPG,1~3인까지 즐길 수 있는 캐주얼 전략 RPG 보드게임,https://tumblbug.com/makta2
541,[무하의 결: freedom] 천연석 & 오팔 투톤 반지 ,주얼리, 무하의 결: freedom -소중한 당신에게 선물하는 천연석&오팔 반지 시리즈입니다.,https://tumblbug.com/by-della
542,추운 겨울 내 몸과 마음을 녹여줄 따뜻한 닭고기 스프,푸드,얼어붙은 내 몸과 마음을 따뜻하게 녹여줄내 영혼의 닭고기 스프 입니다.,https://tumblbug.com/banchanddel
543,파리와 기억의 지속,향수 · 뷰티,영화 '미드나잇인 파리'의 모티브된 향기들을 저와 함께 만나보아요. ,https://tumblbug.com/markcollectionperfume2
544,숨어있는 라인을 되찾자! 새롭게 돌아온 [빨간 호박팥차],푸드,"더 풍부해진 맛과 합리적인 가격으로 돌아왔습니다. 미모를 깨우는 습관, 호박팥차 1일 1티",https://tumblbug.com/pumpkinredbeantea
545,"A3파일과 8절스케치북을 세워서 넣는 가방, A3백",잡화,과제때문에 A3파일을 들고다녀야해 만들었습니다. 미대생분들께 추천합니다. ,https://tumblbug.com/kisihi5
546,넌 언제든 징징거릴 권리가 있어. 징징받아줌러의 <징징권>,출판,당신의 징징거림이 선물이 되어 돌아옵니다. 맘껏 징징대고 당신만의 징징데이터 차트까지!,https://tumblbug.com/jingjing
547,하루만에 끝내는 키네마스터,출판,키네마스터로 유튜브 & SNS 콘텐츠 제작하기,https://tumblbug.com/kinemaster
548,인간과 세상의 본질에 대한 날카로운 통찰 <사람들 시리즈>,출판,"진화심리학, 사회학 등의 관점에서 인간과 세상의 본질을 보여주는 어른들을 위한 그림책",https://tumblbug.com/peopleseries1
549,지구를 지켜줄 마지막 방벽을 지켜라... <바리케이트> ,디지털 게임,다양한 유닛들의 시너지를 조합하여 지구의 마지막 방벽 바리케이트를 지켜라!,https://tumblbug.com/teamcodroidbarricade
550,"우리집 슬기로운 쌍화생활,다함께 즐기는 우리꽃연구소 쌍화차",푸드,"남녀노소 누구나, 언제 어디서나 티백 하나로 간편하게 데일리 쌍화차를 즐겨보세요~",https://tumblbug.com/cconlab
551,글감옥 두 번째 작품집 <글감옥 수감일지 vol.2>,출판,글을 쓰고 싶어서 스스로 감옥에 갇힌 25명의 이야기를 담았습니다.,https://tumblbug.com/writing_prison2
552,농담 좋아하세요? <농담 자투리>,출판,농담과 농담 바깥쪽의 자투리를 모아 엮어낸 에세이-농담집,https://tumblbug.com/jokeleftover
553,2022 채소혁명 [고사리 오일 파스타 소스],푸드,"채소에 담긴 혁명의 맛, 100% 국내산 고사리로 만든 오일 파스타 소스를 소개합니다. ",https://tumblbug.com/badcarrot
554,제4회 청춘모닥치기 정기공연 창작뮤지컬 '소행성',공연,"당신의 소행성은 무엇인가요?
창작뮤지컬 '소행성'을 후원해주세요:)",https://tumblbug.com/modakchigi_smallplanet
555,[퍼퓸드쌍화탕] 계란 노른자를 띄워 마시던 쌍화탕의 향기,향수 · 뷰티,추운 겨울과 더욱 잘 어울리는 만병통치약 '쌍화탕의 향기',https://tumblbug.com/ssanghwatang
556,"트로이전쟁의 씨앗, 관능을 품은 도발의 황금사과 향기.",향수 · 뷰티,"영원한 욕망의 이름, 황금사과를 둘러싼 세 여신의 심판. 그 매혹의 향기를 담았습니다.",https://tumblbug.com/applegold
557,지방의원 14명과의 인터뷰집. [나는 지방의원이다],출판,[나는 지방의원이다 - 가장 가까운 정치의 가장 몰랐던 이야기] ,https://tumblbug.com/shadowcabinet1
558,소액 도서로 성공할 수 있을까_ 디어 폴서루 세상의 끝,출판,폴서루의 세상의 끝을 읽고 쓴 리라이팅 소설입니다. 꾸준히 만나뵐 수 있기를 기원합니다.,https://tumblbug.com/dear_001
559,피부에 꽃을 피우는 크림<마리 앙투아네트가 사랑했던 향기>,향수 · 뷰티,7900% 달성으로 검증받은 여왕의 향기가 고기능성 크림과 만나 '피부에 꽃을 피웁니다',https://tumblbug.com/royalefleur_cream
560,카페인 없이 즐기는 <아프리칸 얼그레이 & 아프리칸 민트>,푸드,아프리카차로 카페인 없이 즐기는 얼그레이 & 모로칸민트,https://tumblbug.com/rooi_african
561,"환경과 동물을 생각한 지속가능한 패션, 선인장 가죽 지갑!",잡화,환경과 동물을 생각해 선인장 가죽으로 만든 친환경제품 iol 칵투스 카드지갑 입니다,https://tumblbug.com/iol_cardwallet
562,"다양하게 사용이 가능한 로판 브러쉬, 프레임, 패턴,헤일로",웹툰 리소스,"로맨스판타지를 위한 프레임, 문양, 레이스, 패턴 헤일로 후광 등 다양한 세트",https://tumblbug.com/dali2
563,남녀노소 나랏말을 많이 알기 위한 [나랏말 초성 퀴즈],보드게임 · TRPG,내 자신이 퀴즈의 출제자와 참가자가 되어 초성으로 한글 단어를 맞추는 게임!!,https://tumblbug.com/chosungquiz
564,웹툰과 일러스트를 위한 꽃브러쉬,웹툰 리소스,웹툰과 일러스트에 사용할수있는 꽃소재입니다.,https://tumblbug.com/didrkrk
565,오디오웹툰으로 만나는 <고래별_경성의 인어공주> 시즌2,웹툰 · 만화,많은 사랑을 받았던 네이버웹툰 <고래별> 오디오웹툰 펀딩이 시즌2로 돌아옵니다!,https://tumblbug.com/thewhalestar2
566,꼬마마법사 레미 공식 한정판 굿즈,영화 · 비디오,방영 20주년 기념 '꼬마마법사 레미' 공식 한정판 굿즈를 소개합니다!,https://tumblbug.com/doremi
567,"한국영화 스태프들이 묻고 답하다, <영화가 뭐라고> ",출판,각자 다른 분야에서 일하는 한국영화 스태프 32명의 업무와 고민을 담은 인터뷰집,https://tumblbug.com/secondary_project
568,만화가의 금융에세이 <자산소득으로 생활하기 프로젝트>,출판,1억1천400만원을 모으겠어! 노동탈출 금융에세이 <자산소득으로 생활하기 프로젝트> 단행본,https://tumblbug.com/financial_lifebook
569,"당신을 지켜주는 영물, '메롱해치 자수 KIT'",홈 · 리빙,메롱해치 자수 키트는 쉽게 프랑스 자수를 배울 수 있는 키트입니다.,https://tumblbug.com/hachikit
570,파댕이가 돌아와따 ! [흑우 파댕이 인형],캐릭터 · 굿즈,파댕이가 돌아와따 ! 모찌 흑우 파댕이의 입양자가 되어주세요!,https://tumblbug.com/padaengi_3
571,"코디 걱정 없이 편하게, '나봄 저고리 셔츠&허리치마'",의류,"내가 가지고 있는 일상복과도 매치하기 쉬운 한복, 나봄 저고리 셔츠&허리치마",https://tumblbug.com/nabomcharim
572,[스케치업] 로판 일러스트를 위한 평민들의 거리,웹툰 리소스,다양한 디자인으로 구성된 평민들의 거리를 제작하였습니다.,https://tumblbug.com/sk_ur02
573,죽음을 연습하는 200가지 질문 -『질문의 죽음』,출판,죽음을 연습하는 질문 200개가 수록된 질문집,https://tumblbug.com/deathofquestions
574,로맨스 판타지 웹툰에 도움이 되는 엑스트라 브러쉬,웹툰 리소스,로맨스판타지 작품에 도움이 될만한 엑스트라의 활용도를 더 높여 돌아왔습니다!,https://tumblbug.com/romanex2
575,"혼자하는 담력시험, 공포게임『Last Light』",디지털 게임,친구를 찾아 어두운 폐병원을 헤매는 공포 게임... 과연 설화는 친구를 찾을 수 있을까..,https://tumblbug.com/lastlight
576,[AAF] 50인의 아티스트가 해석한 <식물 합작 아트북>,출판,"팀 Artist Ability Family의 첫번째 텀블벅 프로젝트.
<마법의 숲 도서관>",https://tumblbug.com/aaf01
577,오스카 와일드 <행복한 왕자> 1888년 초판 복원,출판,1888년에 발표된 오스카 와일드의 <행복한 왕자> 초판을 복원하려고요!!!,https://tumblbug.com/editions_jeanmoulin15
578,변호사가 알려주는 성폭력 피해자를 위한 법률가이드,출판,성폭력 피해 직후부터 재판에 이르기까지의 과정 동안 어떻게 대응해야 할지를 알려드립니다.,https://tumblbug.com/victimlaw
579,"웹툰, 일러스트를 위한 100종류의 다양한 문양들",웹툰 리소스,100가지 종류의 다양한 문양 장식들을 준비 중 입니다. ,https://tumblbug.com/now21
580,[지갑송 장편소설] <소설 속 엑스트라 큐브 편> 애장판,출판,"지갑송 작가 퓨전 판타지 장편소설, 소설 속 엑스트라 하드커버 애장판",https://tumblbug.com/extra
581,매일 3분 라인이 살아나는 습관,출판,일상의 기록만 해도 라인이 살아나는 습관,https://tumblbug.com/yunji22_diet
582,"내 손으로 하이드를 깨우다, 지킬 투 하이드 잉크",디자인 문구,지킬 잉크에 약물을 주사하면 하이드 잉크로 변신하는 만년필/드로잉 잉크 <지킬 투 하이드>,https://tumblbug.com/jekyll
583,목격자의 진술로 사건을 해결하는 추리 게임 [미제 사건],보드게임 · TRPG,목격자 진술을 바탕으로 연쇄 살인마의 사건을 추리하세요.,https://tumblbug.com/mijesagun
584,[CachiBag]물과 햇빛 그리고 선인장으로 빚은 가치백,잡화,"물과 햇빛 그리고 선인장으로 진짜 환경을 생각하는 패션, 가치백을 소개합니다.",https://tumblbug.com/cachibag
585,시간을 담은 포스터 만화책 <MEMO> 출간,웹툰 · 만화,작가의 메모를 이미지화 시킨 포스터만화책 출간 프로젝트입니다.,https://tumblbug.com/comicstripwallart
586,"식물이 있는 우리, 타이페이식물원",출판,대만 그림여행에서 만난 타이페이식물원. 그곳을 산책하며 남긴 드로잉을 모아 독립출판합니다.,https://tumblbug.com/tbg
587,길몽 팔아서 1억을 번다고요? 한국형 판타지 소설 <옥토>,출판,조선시대부터 길몽과 흉몽을 거래해온 평창동 꿈집! 그 신비롭고 애틋한 이야기를 풀어봅니다.,https://tumblbug.com/okto
588,"우주만큼 복잡한 내 감정 찾기, 코스믹 마인드 오로라 카드",디자인,"공감과 마음챙김 명상의 기초를 위한 시각적 자료, 감정카드입니다.",https://tumblbug.com/cosmic_mind_aurora_card
589,"영롱한 펄과 함께 동화 속으로 초대할게요, 밀크웨이 입욕제",향수 · 뷰티,"저희가 만든 동화같은 작고 아름다운 공간, 한 번 만나보시겠어요?",https://tumblbug.com/milkwaybath
590,혹시 나도 탈모인가? 걱정한적 있다면! 헤막안티헤어로스샴푸,향수 · 뷰티,"두피는 건강하게, 모발은 부드럽게, 향기로운 꽃향을 담은 탈모증상완화에 도움을 주는 샴푸!",https://tumblbug.com/hemak
591,"스케치업 해안마을과 소방차, 이삿짐차",웹툰 리소스,"만화에 적합한 배경, 자연과 가까운 마을, 탁트인 전망, 다양한 구조로 만들었습니다.",https://tumblbug.com/zeze2
592,지구 멸망을 앞둔 두 여자의 사랑 소설 <멸망의 감정>,출판,"보이지 않는 것들까지 미움받는 예언가와 사랑에 빠진 여자, 그 두 사람 앞의 지구 멸망.",https://tumblbug.com/emotion-d
593,66100 2020 브라렛,의류,"더 좋은 원단, 편안한 디자인으로 다시 돌아온 66100 브라렛",https://tumblbug.com/66100bralette2020
594,30종의 비인간 존재가 되어보는 <상괭이와 춤을> 키트,보드게임 · TRPG,지구 위 모든 존재의 평화로운 삶을 꿈꾸며 사람이 아닌 존재들의 이야기를 담았습니다.,https://tumblbug.com/dancingwithmomo
595,맥베스의 향기를 찾았다 <넵튠과 아포리아>,향수 · 뷰티,맥베스와 레이디 맥베스를 향기로 가득 담았습니다.,https://tumblbug.com/neptune
596,[RE:PLA] 쓰레기도 줄여주고 플라스틱 업사이클까지??,홈 · 리빙,버려지는 플라스틱이 쓰레기를 줄이는 제품으로 돌아오다,https://tumblbug.com/repla01
597,웹툰&일러스트에 활용하기 좋은 <헤일로(후광)>소재,웹툰 리소스,웹툰&일러스트에서 심심한 뒷배경을 채울 수 있는 소재입니다!,https://tumblbug.com/halo
598,나의 졸업을 막으려는 누군가가 있다? [공포의 조별과제],보드게임 · TRPG,[100%달성]이번 학긴 A+!우리 조에 빌런이 있다구?! 빌런 피해 조별과제하는 보드게임,https://tumblbug.com/isthisteamwork
599,대체 불가한 독보적인 컬러의 아티스트 프롬 LP 발매,음악,대체불가한 독보적인 컬러의 싱어송라이터 프롬 (Fromm)의 첫 LP 발매,https://tumblbug.com/fromm_lp
600,내년의 우린 좀 더 평안하고 행복하길 <차와향 리추얼키트>,푸드,티소믈리에가 엄선한 차와 향기작가가 만든 천연향으로 오감을 힐링하는 차와 향 리추어 키트,https://tumblbug.com/teaaromakit
601,"사랑을 다룬 단편선, <기묘한 사랑에 관한 보고서>",웹툰 · 만화,인외적 존재와의 기묘한 사랑을 다룬 단편집.,https://tumblbug.com/bizarre_love
602,"강원의 겨울산 모습을 닮은 세미 커스터마이징 가방, 산산백",잡화,"겉가방 따로, 속가방 따로! 맘대로 새로운 룩을 연출할 수 있는 캔버스백을 소개합니다",https://tumblbug.com/sansanbag
603,"서사의 주인공을 맡아보세요, 짙은 여운을 머금은 북퍼품",향수 · 뷰티,"""높은 파도, 오후의 볕, 한낮의 잠, 짙은 새벽-"" 작가가 직접 조향한 프리미엄 북퍼퓸 ",https://tumblbug.com/atthismoment
604,녹차 없는 녹차는 그만! 설탕 없이 달달한 달콤 아몬드녹차,푸드,"화학첨가물과 설탕은 빼고, 건강한 달콤함과 아몬드의 고소함을 담아낸 녹차 파우더입니다.",https://tumblbug.com/teasomme2
605,따듯한 햇살의 포근함을 드려요 [ 안전한 섬유 탈취제 ],향수 · 뷰티,좋은원료로 만든 안전한 섬유 탈취제! 고민할 필요없이 선택은 필수입니다.,https://tumblbug.com/bellement02
606,폐플라스틱의 재탄생! 따뜻한 플라삭스,잡화,"[일상의 가치있는 제품]
폐플라스틱 담은 따뜻한 양말 플라삭스.",https://tumblbug.com/plasocks
607,윌리엄 모리스가 말하는 『아름다움을 만드는 일』,출판,"영국 빅토리아 시대의 대표 예술가, 윌리엄 모리스가 말하는 『아름다움을 만드는 일』",https://tumblbug.com/morris
608,서울대생이 만든 공부습관 형성 플래너 & 뉴스레터,출판,꾸준히 공부하는 데에 어려움을 겪는 학생들을 위한 공부습관 형성 프로젝트,https://tumblbug.com/plannergonggan
609,인생의 향기가 궁금할 때 <6가지 여정의 향>,향수 · 뷰티,여섯 가지 향기가 전하는 여정과 함께 해보세요. 피우미 섬유향수&룸스프레이,https://tumblbug.com/piumee_6_journey
610,극단 '공백' 2021 창작뮤지컬 [레테의 정원],공연,극단 공백 2021 창작뮤지컬 [레테의 정원],https://tumblbug.com/0back_garden_of_lethe
611,"믿을 수 있는 건 무엇인가요?, 단편영화 <침묵>",영화 · 비디오,안녕하세요. 서울예술대학교 젊은창작 지원 사업 당선작 단편영화 <침묵>입니다.,https://tumblbug.com/silencekeep
612,지구돌봄을 위한 유쾌한 탐험! 생태놀이판 <토킹어스>,보드게임 · TRPG,"보드게임을 통해 기르는 생태감수성, 생태놀이판 <토킹어스>",https://tumblbug.com/talkingearth
613,할머니 할아버지를 위한 놀이책 <월간 실버>,출판,'월간 실버'는 할머니 할아버지를 위해 만들어진 책입니다.,https://tumblbug.com/silverbook
614,"달빛을 머금은 도자기, 월백 균요",홈 · 리빙,"동양의 오래된 청자, '월백 균요'를 현대적으로 재해석한 테이블웨어로 선보입니다.",https://tumblbug.com/junware
615,연필스케치 컬러링 북 '널 위해 핀 꽃',출판,부드러운 연필 스케치로 이뤄진 감성 힐링취미 보테니컬 컬러링&엽서북 같이 색칠해요!,https://tumblbug.com/4242
616,[시간 탐험집] 나와 당신의 서른 즈음에,출판,서른은 우리의 삶을 어떻게 바꿨을까? 서른에 대한 30개의 물음과 30인의 답장.,https://tumblbug.com/30project
617,"크레용으로 그린, 따스한 공간이 담긴 2021년 패브릭달력",디자인 문구,마음이 따스해지는 크레용 그림이 담아서 2021년 패브릭/종이 달력을 만들었습니다.,https://tumblbug.com/sobal2021
618,2022 나만의 색으로 채우는 ColorFill Diary,디자인 문구,"당신의 일상을 다채로운 색으로 채워나가며 기록하고
자신만의 컬러 시스템을 구축해보세요.",https://tumblbug.com/colorfilltracker
619,Band 'WILLY' 첫 EP앨범 제작,음악,"2020년 4월 'dreamers' 발매 후, WILLY 첫번째 EP앨범 발매 프로젝트.",https://tumblbug.com/bandwilly
620,"색다른 그림책, 색 상상책 1편",출판,색 상상책은 평범한 하나의 색으로부터 특별한 이야기가 시작됩니다.,https://tumblbug.com/daj_lab
621,"미세먼지 거두고 예쁜 도시로, 보드게임 '더스트 플래닛'",보드게임 · TRPG,"미세먼지가 점령한 마을! 미세먼지를 거두고 자연과 동물, 사람이 더불어 살도록 도와주세요!",https://tumblbug.com/dustplanet
622,[스케치업] 화려하고 실용적인 로판 호텔공간9종+기차,웹툰 리소스,로판풍 호텔의 아름다운 9가지 공간과 증기기관차를 담은 웹툰배경입니다.,https://tumblbug.com/romantic_hotel
623,"물 위에 뜬 자연, 제주의 잔영(殘影)이 그린 사진집",사진,"물 위에 뜬 자연, 제주와 배우 류아벨 그들을 닮은 그림 사진집 <류의섬>",https://tumblbug.com/ryusisland
624,"우리들의 여행을 지키기 위해, TMT travel set",잡화,"'Too Much Trash!'
여행과 지구를 생각하는 [TMT travel set]",https://tumblbug.com/nodif_tmtproject
625,[보람줄] 웹툰배경#4 회사로비 & 사무실,웹툰 리소스,세련된 회사 로비와 빈티지 감성이 묻어 난 사무실 입니다.,https://tumblbug.com/02224
626,당신이 찾아 헤매던 <하이틴 디지털 스티커>,디자인,"창작자를 위한 개인적, 상업적 이용 가능한 디지털 스티커",https://tumblbug.com/17c_highteen
627,"나는 향으로 행복해질래요 , 천연 블렌딩 오일",홈 · 리빙,"힘든 시기 , 너무나 고생하고 있는 내 자신에게 행복의 향을 선물해보는건 어떨까요?",https://tumblbug.com/tkfkdbts
628,돈패닉서울의 아트워크가 영원히 기억되길 바라며 - 패닉버튼,예술,"문화예술 정기구독 서비스 패닉버튼과 
돈패닉서울의 아트웍크를 담은 대체 불가능 토큰-NFT",https://tumblbug.com/panicbuttonnft
629,"진리의 세상: 어디에나 있지만, 어디에도 없는 아트 오브제",예술,"평범한 일상에 반짝반짝 예술 한 스푼, 어디에도 없는 진리작가의 아트 오브제를 소개합니다.",https://tumblbug.com/arthere
