,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
53,이은재 만화 청춘극장 단행본,"14,139,333",706,"2,000,000",438명
54,"다이얼렉트 - 언어, 그리고 언어의 소멸에 대한 RPG","70,649,133",706,배송 완료,"1,481명"
55,언제 어디서나 수요시위! 참여패션 #ForgetNever,"28,234,260",705,"4,000,000",513명
56,"씨네 다큐멘터리 프로젝트 <나, 나> (<NA, NA>)","14,113,888",705,"2,000,000",349명
57,웹툰이 그린 스케치업-(2)판타지 웹툰 유럽마을,"7,056,000",705,"1,000,000",120명
58,자기애 프로젝트 두번째 스토리,"3,527,000",705,"500,000",226명
59,댕댕꼬의 반려견 사골 간식 '푸딩딩'과 '사골야채',"3,525,000",705,"500,000",60명
60,"여름 장마철, 젖은 우산도 가방에 쏙! ""우산백""","7,044,523",704,"1,000,000",393명
61,"패션에 대한 저항의 의미를 담은 굿즈,'UNFASHION'","2,113,000",704,"300,000",122명
62,"부적이 필요하다면, 내 몸에 지니는 수호동물 목걸이","7,041,000",704,배송 완료,173명
63,자유로운 3가지 손 모델링과 다양한 포즈집,"7,040,000",704,"1,000,000",188명
64,<환생소녀> 뱃지 시리즈 vol.1,"3,518,000",703,"500,000",156명
65,[메이크업올킬 타조알비누] 클렌징오일없이 마스카라까지 싹!,"3,517,500",703,배송 완료,176명
66,"여름과 편안함 그 사이, 3 pattern shirts","7,033,500",703,"1,000,000",182명
67,브라가 필요없는 '노브라 맨투맨',"7,033,473",703,"1,000,000",180명
68,온세상의 여신을 총망라한 '세계 여신 백과',"21,098,300",703,배송 완료,"1,284명"
69,"정식 출시, 돌아온 디카페인 콜드브루 커피 쿨쿨쿨","3,516,000",703,배송 완료,218명
70,"유자를 트렌디하게 재해석하다, 무설탕 <쿨쿨유자티>","3,514,700",702,배송 완료,150명
71,"탄수화물,설탕 제로! 저탄고지 방탄코코아!","2,108,100",702,배송 완료,78명
72,섬위에 세워진 중세 도시 #스케치업 웹툰,"7,021,000",702,"1,000,000",53명
73,"셰프들의 셰프, 마르첼라 하잔이 쓴 이탈리아 요리의 바이블","21,062,000",702,배송 완료,517명
74,장애인 인식 개선 캠패인 : WATS,"2,106,100",702,"300,000",197명
75,스케치업 웹툰배경 - 광화문 광장 일대,"21,060,000",702,"3,000,000",162명
76,"한 권에 담긴 세상의 모든 노트, <세모노트>","2,105,000",701,배송 완료,239명
77,"세상을 바꾸는 가장 작은 잼, 잼통한사람들의 '착한과채잼'","7,015,477",701,"1,000,000",301명
78,꽃 피는 밤을 만나다. '꽃잎 수채화 블랙 KIT',"21,043,700",701,"3,000,000",735명
79,천가방 제작을 위한 실무 안내서 <패브릭 패브릭>,"10,518,500",701,"1,500,000",546명
80,브라와 홈웨어의 세상편한 캐미! 예쁜가슴을 위한 투인원캐미,"7,008,000",700,"1,000,000",100명
81,[과자와생활-1] 프래그스튜디오 '과자전 미니포크',"1,400,500",700,"200,000",51명
82,[웹툰 스케치업] <<동화 판타지>> 자자 아일랜드,"7,000,000",700,"1,000,000",96명
83,<쿡클럽 감자편> 강화농부가 집으로 보내주는 감자와 레시피,"3,675,000",700,배송 완료,132명
84,행복한 다섯지혜 <2019 달력>,"833,000",700,배송 완료,41명
85,"쇼콜라띠에의 초콜릿 디저트, 글라소디 봉봉&마카롱","3,499,000",699,배송 완료,93명
86,원피스 악마의열매 크리스탈 무드등,"3,498,000",699,배송 완료,82명
87,[HOT] 여권없이 떠나는 방구석 미식여행_유럽편,"13,987,000",699,"2,000,000",285명
88,보르브의 리코타치즈 프로젝트 두번째 이야기,"2,096,000",698,"300,000",66명
89,[스케치업 배경] 한번에 끝내는 복층 원룸 패키지,"6,984,500",698,"1,000,000",102명
90,미세플라스틱FREE! 농장에서 온 진짜 천연수세미,"3,491,000",698,배송 완료,218명
91,실용성과 클래식한 멋을 갖춘 친환경 데일리 한옥에코백,"2,093,700",697,배송 완료,14명
92,평범한 식단이 나뉘는 순간 작품이 되는 Meal'lette,"3,489,000",697,"500,000",93명
93,"좋은 건 더 가까이에 두고 보세요, 데코 뱃지 프레임","6,978,000",697,"1,000,000",293명
94,"작업을 더 빠르고 화려하게, 창작자를 위한 액세서리 소재","6,972,000",697,배송 완료,138명
95,1500원 드로잉북 BLANK DRAWING BOOK,"13,943,200",697,배송 완료,646명
96,도예인을 위한 '색소지 컬러칩',"20,898,500",696,배송 완료,594명
97,"완벽한 스커트 코디를 위한 속바지, 'Y커버'","6,964,600",696,"1,000,000",197명
98,크림히어로즈 고양이 모찌 인형 & 사진집,"208,826,850",696,배송 완료,"6,975명"
99,한복처럼 여미는 한복깃 스카프! 설맞이 한복을 선물하세요,"2,778,000",694,"400,000",58명
100,"보통날도 특별해지는, 마법 같은 '아보카도 레시피'","6,944,000",694,"1,000,000",332명
101,"< 데미안 >, 그 작은 울림의 향기","5,554,500",694,배송 완료,124명
102,아린툰 - 스케치업 웹툰배경 - 버스 8종,"3,470,000",694,"500,000",146명
103,"슬로베니아 그림책 '첫사랑', 퀴어 어린이 어른이에게","6,870,000",693,배송 완료,361명
104,(유기견/장애견) 세상의 모든 슈가들을 위한 선물,"6,938,000",693,배송 완료,216명
105,"일상의 사랑스러움, 하트지갑","13,871,000",693,배송 완료,256명
106,중세 판타지 성채시리즈,"6,935,000",693,배송 완료,115명
107,[강원도산불피해동물돕기]-I'm still in here,"2,427,000",693,배송 완료,234명
108,"""질소 포장이 뭐에요?""한통 가득 달콤함으로 채우다","2,080,000",693,"300,000",96명
109,"초여름의 맛, '트로피컬 파인코코 청포오도' 아이스티베이스","3,466,300",693,배송 완료,106명
110,"한국의 판타지 세상, '묘시월드'","13,864,500",693,배송 완료,435명
111,프리랜서 매거진 <프리낫프리> 2호 - 창작하는 프리랜서,"13,862,500",693,"2,000,000",544명
112,"특별한 데일리 감성, 소가죽 플랩 미니지갑","1,386,000",693,배송 완료,36명
113,"도어락 범죄 예방, 필름 한장으로 안심하세요 '안심필름'","3,461,300",692,배송 완료,125명
114,내가필요해서 만든 틀 시리즈,"6,920,000",692,배송 완료,187명
115,멀리서 보아야 예쁘다 <엑스트라 배경>,"692,000",692,배송 완료,41명
116,[스케치업 웹툰배경] 멀티숍 H&B 스토어,"6,905,000",690,배송 완료,119명
117,과자전 LOVE&THANKS 하트 인형,"8,976,000",690,"1,300,000",313명
118,[툰툰마켓] 웹툰에 녹아드는 30평대 아파트 (스케치업),"3,450,000",690,배송 완료,86명
119,웹툰 스케치업 배경 [ 상가거리 시리즈 ],"6,900,000",690,"1,000,000",138명
120,"수국 향기를 담은 시향잉크(3종) 파랑,자주,분홍","13,794,000",689,배송 완료,303명
121,큐레이팅 분야의 고전 <큐레이팅의 주제들> 재출간,"6,891,000",689,"1,000,000",163명
122,"동물과 환경을 사랑하는 당신을 위해, 선인장가죽 클러치백","6,888,001",688,배송 완료,59명
123,약육강식의 화투판에 공룡이 온다 [공룡 화투],"6,888,000",688,배송 완료,324명
124,설날 에디션 - 까치 깃펜 '작필',"1,033,000",688,배송 완료,47명
125,일상 속 '향기 한 잔 [동백]',"4,130,000",688,"600,000",66명
126,진짜 아싸의 리얼 미연시 <러브 딜리버리>,"6,881,990",688,"1,000,000",373명
127,<언어를 타고 먼 동네로 떠나봅니다> 홈클래스 오픈,"13,758,000",687,"2,000,000",141명
128,국화에 취하는 가을밤 - 국화차와 국화주 키트,"6,874,000",687,"1,000,000",175명
129,"다채롭고 새로운 한해를 기대하며, 2022달력 '디 아치'","6,871,000",687,배송 완료,261명
130,[앵콜] 쉽고 빠르게 만드는 -웹툰 배경,"6,870,000",687,"1,000,000",170명
131,"찬란하게 빛나는 당신의 순간, 크리스탈 하트 귀걸이","2,061,000",687,배송 완료,124명
132,[오꼬프렌즈] 멸종위기 바다친구들 3종 뱃지 & 스티커!,"3,777,300",686,"550,000",321명
133,취업까지 로켓배송! 개발자 취업 가이드 [오늘부터 개발자],"6,867,000",686,배송 완료,436명
134,세상에 모든 길냥이들이 행복하길 바라는 '행복한 길냥이',"13,734,000",686,"2,000,000",537명
135,제1회 창조도시 인디게임 제작 대회!!,"2,746,000",686,"400,000",87명
136,다가오는 여름을 위한 '린넨셔츠',"6,864,000",686,배송 완료,175명
137,설레는 가을 당신을 찾아갈 이국적인 머스크 향기,"6,863,000",686,배송 완료,141명
138,"소중한 고양이를 위한 집사 핸드크림, 디어그레이코트","68,624,849",686,"10,000,000","1,862명"
139,찐찐찐찐 진~짜가 나타났다 3초 밀크티 베이스,"3,430,850",686,배송 완료,142명
140,비인간존재와 기후위기에 마음이 쓰이는 당신을 위한 잡지,"20,582,000",686,"3,000,000",435명
141,액운을 막아주는 수호신 <도깨비 문고리 스마트링>,"6,855,000",685,배송 완료,126명
142,"그 겨울 <다시, 바람과 함께 사라지다>","27,417,000",685,"4,000,000",769명
143,"조 선 의 흉 배 , 티셔츠로 입다 .","3,427,000",685,"500,000",89명
144,오랫동안 함께 할 우드의 감성이 담긴 클래식 우산,"6,854,000",685,배송 완료,117명
145,커플 손 포즈집+일상 제스처+테마별 손포즈집,"3,426,700",685,배송 완료,85명
146,하디가 알려준 물빛 립스틱밤 레시피,"6,851,392",685,"1,000,000",307명
147,90일 셀프 카운슬링 #일 #관계 #마음 by.서늘한여름밤,"23,006,600",684,배송 완료,595명
148,전국투표전도 2018: 나의 선택을 돕는 지방선거 가이드,"13,685,888",684,배송 완료,600명
149,[스케치업+클튜3D소재] 로판 티 세트&티 룸 패키지,"6,842,100",684,배송 완료,179명
150,"고양이 자수 포켓 티셔츠, POCAT","6,839,200",683,배송 완료,147명
151,바로 쓰는 북디자인 템플릿 286개와 올인원 가이드북!,"34,192,600",683,"5,000,000","1,522명"
152,천문과 실학의 만남 '간평의',"4,103,000",683,배송 완료,64명
153,웹툰 스케치업 - 02 음식/외식 편-,"6,836,000",683,배송 완료,136명
154,월광 : 달빛과 여정 금속 주사위 & 케이스,"20,506,001",683,배송 완료,218명
155,길고양이와 행복한 공존 [행복한 길냥이 season.3],"20,505,500",683,"3,000,000",599명
156,격동의 시대를 여미는 아홉빛깔 채색주화 '대동은전 노리개',"47,828,000",683,배송 완료,357명
157,"소매치기 방지! 스타일 UP! ""미토도 도난방지 가죽백""","34,160,000",683,배송 완료,487명
158,한복입은 고양이 '냥이' 뱃지,"3,416,000",683,배송 완료,28명
159,"애쉬크로프트와 NIGHT OFF의 합작, 카페인 안경","6,832,000",683,"1,000,000",69명
160,"섬유의 보석, 캐시미어 100% 스웨터 & 머플러","13,662,300",683,배송 완료,173명
161,주체적 삶을 위한 3개월의 도전! 계획 관리 학습지,"2,049,300",683,배송 완료,57명
162,여성의 그날을 다루다. 샘 걱정 NO 질 분비물 완벽 흡수,"6,824,800",682,배송 완료,74명
163,"장난감 같이 쉬운, 저가 국민 3D프린터, 토이프린터","13,633,800",681,"2,000,000",47명
164,익스플로러 키트 : 내 몸을 탐구하는 시간,"23,853,000",681,"3,500,000","1,251명"
165,겨울을 위한 따스한 '캐시미어 울 글로브',"3,407,500",681,배송 완료,101명
166,바리공주 설화를 담은 '사망여각'(After Death),"34,053,257",681,"5,000,000","1,042명"
167,"계절과 방위의 수호자, <사방신 트윌리 스카프>","6,810,000",681,배송 완료,106명
168,꾸덕 쿠키나라에 사는 쿠키들의 생일파티! 해피벌쓰데이 쿠키,"6,808,500",680,배송 완료,201명
169,배즙 가득 투명한 수련꽃 향기를 드려요 [워터 페어],"6,125,000",680,배송 완료,191명
170,세상에서 제일 친절한 포토샵,"5,441,000",680,배송 완료,193명
171,"풍미 사전 : 창의적인 요리사를 위한 조합과 레시피, 발상","13,602,500",680,"2,000,000",316명
172,"말로 된 타로카드, 말로(Malrot)","13,602,000",680,배송 완료,599명
173,❝ 매-일 2018 담음 일기장 ❞,"10,190,000",679,"1,500,000",326명
174,아름답고 당당한 여성을 위한 '피리어드 파우치 & 테슬',"3,396,000",679,배송 완료,175명
175,<'위안부' 뱃지 프로젝트 : Truth Is Alive>,"1,698,000",679,"250,000",290명
176,[툰툰마켓] #4 서브캐도 방이 필요해!,"6,790,000",679,배송 완료,197명
177,"여름, 사파이어 악세사리","339,000",678,"50,000",15명
178,"칠석, 당신의 사랑이 넘치길! 견우&직녀 별자리 뱃지","5,219,300",677,"770,000",33명
179,스케치업 웹툰배경 - 괴담과 기담의 양옥,"3,388,000",677,배송 완료,121명
180,삶과 예술을 경험하는 새로운 Ways of Curating,"6,776,000",677,배송 완료,340명
181,레바툰의 읭읭이가 보드게임으로! <고읭고읭 >,"20,327,000",677,"3,000,000",607명
182,[과자와 생활-2] 한아조의 순이비누,"1,355,000",677,배송 완료,67명
183,만화에 최적화된 현대물 엑스트라,"6,774,000",677,배송 완료,164명
184,"세상에 없던 새로운 고양이 장난감, '캣슈'","2,032,000",677,배송 완료,52명
185,"그리운 봄의 향, 데이지 향수 #RIUNS","20,314,050",677,"3,000,000",475명
186,한국 요괴 판타지 윷놀이 <묘시BackDo>,"13,531,000",676,배송 완료,392명
187,후회와 걱정 때문에 잠 못 이루는 이들에게 '마음 기록장',"3,380,000",676,배송 완료,109명
188,처음보는 '9개의 사이즈' 밀착핏 레깅스 <리벨리>,"6,757,000",675,"1,000,000",264명
189,"리얼에세이툰 <20대 어른,첫 계약부터 호갱이 되어버렸다>","3,377,000",675,배송 완료,263명
190,웹툰스케치업-판타지시골마을,"675,000",675,"100,000",27명
191,"웹툰 스케치업 배경""은행""","6,750,000",675,배송 완료,225명
192,유기토끼의 밥이 되는 2020년 달력,"3,374,000",674,배송 완료,188명
193,"[앵콜] 조선에서 건너온 신비의 서책, ""장원실록""","3,373,000",674,배송 완료,137명
194,"한나네 보호소 및 입양을 돕는 에코백과 엽서, '에빅운스'","3,371,500",674,"500,000",160명
195,웹툰 스케치업 배경 서울역 플랫폼 - 구 역사 업데이트,"3,370,000",674,"500,000",46명
196,"성서는 정말 동성애를 금지할까? <성서, 퀴어를 옹호하다>","13,477,000",673,배송 완료,451명
197,몰랑 별자리 키홀더 12종 - 당신의 별자리는??,"13,475,500",673,배송 완료,619명
198,ssonmo의 개성만점 건강 타르트,"1,078,000",673,"160,000",83명
199,일러스트레이터 나무13의 새로운 JK매거진!,"13,469,000",673,배송 완료,322명
200,[앵콜] 손으로 그린듯 배경 업그레이드! 만능 웹툰 서포터,"6,730,000",673,배송 완료,205명
201,나는마테로소이다! '복슬복슬한 마스킹테이프',"3,365,000",673,배송 완료,169명
202,숲을 담은 아날로그 감성 연필꽂이,"2,016,500",672,배송 완료,75명
203,나만의 애니메이션 세트장,"6,720,000",672,"1,000,000",48명
204,"무너진 세계의 파괴적인 관계, 『Broken Flower』","3,360,000",672,"500,000",141명
205,<웹툰 스케치업 배경> 신사동 가로수길,"3,360,000",672,배송 완료,42명
206,글 쓰는 분들 모두 주목! '에디터도 많이 틀리는 맞춤법',"20,144,000",671,"3,000,000","1,392명"
207,할머니와 함께 그리는 드로잉 안내서 <흔들리는 선>,"6,714,000",671,배송 완료,169명
208,"클래식이 필요한 그 순간, 나만의 클래식 안내서","3,671,000",671,"546,908",252명
209,레바툰 읭읭이와 신년맞이 새옷 장만! 맨투맨/후드티/에코백,"46,969,725",670,배송 완료,"1,015명"
210,당신에게 단잠을 선물하고 싶은,"10,063,000",670,배송 완료,152명
211,물개가 아니에요! 바다에서 온 <물고양이 복슬인형>,"3,354,000",670,배송 완료,82명
212,연인들을 위한 질문 카드 소울브릿지 & 바디브릿지,"13,411,500",670,배송 완료,447명
213,초기 SF영화 속 과학장치들을 모아 기록한 책 '기믹스',"20,104,000",670,배송 완료,981명
214,"구김마저 예쁜, 린넨&코튼 스커트/파우치백/귀걸이","2,010,000",670,"300,000",67명
215,[앵콜] <복숭아 주의보> 싱그러운 복숭아 향기를 드려요,"4,689,000",669,배송 완료,121명
216,"웹툰 3D 배경 스케치업 로판, 판타지 컨셉 배경","3,347,000",669,배송 완료,95명
217,구수하고 담백한 할매 입맛의 인절미 누룽지 초콜릿!,"3,345,700",669,배송 완료,126명
218,내 손 안의 작은 화원 노리개키링,"3,345,500",669,"500,000",61명
219,판타지 프로젝트 no. 01 - 판타지 왕국 패키지,"6,690,000",669,배송 완료,72명
220,"동양의 아름다움 ""신기루"" 트럼프. 가죽을 더하다.","66,885,000",668,"10,000,000","1,263명"
221,장르별(로맨스/다크/고전 판타지) 일러스트 프레임,"2,006,000",668,배송 완료,58명
222,[월간 이감각] 모꼬지 매듭 작은 가방,"3,340,500",668,배송 완료,74명
223,어느날 현관 앞으로 신비한 고양이가 찾아왔다?,"3,339,000",667,배송 완료,95명
224,인생 마지막 덕질 만화『툇마루에서 모든 게 달라졌다』,"6,677,160",667,"1,000,000",566명
225,"차곡차곡 완성해요, 위빙.","6,676,000",667,배송 완료,284명
226,스토리가 있는 방탈출 게임,"33,377,500",667,배송 완료,781명
227,반지와 시계에 담아낸 왕의 상징 '오조룡',"6,675,000",667,배송 완료,139명
228,웹툰 배경 스케치업_유럽 카페 세트,"6,675,000",667,"1,000,000",115명
229,"혼술러를 위한 ' 깊은 밤, 연못 한 잔 ' 벚꽃 에디션","6,669,500",666,배송 완료,93명
230,'세상 어디에도 없는 당신의 치자꽃 향기?',"6,667,500",666,"1,000,000",104명
231,"부드럽고 가볍게 여름까지, 코튼 린넨 자켓","3,331,000",666,배송 완료,52명
232,스케치업 웹툰 배경 - 테마 모텔,"6,660,000",666,배송 완료,124명
233,사랑스러운 브러쉬 및 소재 세트,"6,659,000",665,배송 완료,194명
234,국내 SM잡지 '백두산맥',"6,657,661",665,"1,000,000",233명
235,"만월이 차오르면 그들을 소환하라, '액막이 부적아이템'","3,325,000",665,배송 완료,112명
236,"봄, 손목위의 반짝이는 보석","1,995,000",665,"300,000",62명
237,알아두면 잘난 척하기 딱 좋은 우리 한자어사전,"6,647,000",664,배송 완료,107명
238,"혼자서도 완전할, 하'나' 를 위한: 홀로그램","6,645,000",664,"1,000,000",400명
239,도쿄를 사로잡은 천재셰프의 《365日 생각하는 빵》,"6,643,500",664,"1,000,000",375명
240,지친 당신을 100% 충전시켜줄 '생활 향수',"3,984,500",664,배송 완료,105명
241,왜 고급호텔에만 가면 꿀잠을 자게될까?,"6,640,000",664,배송 완료,185명
242,‘강아지가 되고 싶어요’ - 티컵강아지의 진실,"1,990,100",663,"300,000",279명
243,[웹툰스케치업배경]동양풍환타지무협사극-자연속의 객잔,"6,630,000",663,"1,000,000",68명
244,세계 최초) 선이 터지면 잘라서 다시 쓰는 충전 케이블,"4,637,100",662,"700,000",295명
245,새로운 컬러로 돌아온 '무염 캐시미어',"19,859,600",661,배송 완료,151명
246,"[뱃지]고요히 빛날 인어의 눈물, 찬란히 빛날 고래의 심장","1,322,300",661,"200,000",61명
247,"요정이 걸어둔 사랑스럽고 달콤한 마법, 페어리 쥬스","13,214,000",660,배송 완료,312명
248,'공포 한 스푼' <웹툰/일러스트> 상처 브러쉬,"6,607,000",660,배송 완료,197명
249,"하루만에 끝내는, 인스타 운영법 <A to Z> 노하우","3,303,000",660,배송 완료,333명
250,폐기되는 초벌 도자기로 만든 도자 귀걸이 반지 선물세트,"3,302,000",660,배송 완료,188명
251,털찐 일월호작도 미니포스터,"1,980,500",660,배송 완료,162명
252,"잠 못 이루는 사람들을 위한 차, <별 헤는 밤> 드립백","6,601,000",660,배송 완료,234명
253,저는 은행 경비원입니다,"3,300,000",660,배송 완료,144명
254,[웹툰 스케치업 배경] 도심 공원,"3,300,000",660,배송 완료,66명
255,"집으로 도자기공방을 배달해 드려요, <도캉스 키트>","3,299,000",659,배송 완료,60명
256,인디자인CC 책 한 권 뚝딱 만들기 + 편집디자인 실무,"62,681,000",659,배송 완료,"2,130명"
257,몰랑 겨울시즌 한정판 피규어 세트 - 몰랑이 월동준비 끝!,"13,195,500",659,배송 완료,495명
258,SF 텍스트 방탈출 게임 <A.I.>,"3,297,900",659,"500,000",544명
259,굴리굴리 2022 달력세트 &이토씨 굿즈,"19,780,000",659,배송 완료,513명
260,"[퍼스널브랜딩] 자기다움 찾기 프로젝트, 인사이드 마음카드","3,296,000",659,배송 완료,164명
261,악세서리에 담긴 선조들의 벽사주문,"5,272,500",659,배송 완료,200명
262,책이랑 산책하고 싶은 날엔 산'책가방',"9,883,000",658,배송 완료,221명
263,집이 없어도 소액으로 시작하는 에어비앤비 호스트!,"3,293,000",658,배송 완료,167명
264,방탈출 게임북 <이스케이프 퀘스트>,"19,757,000",658,배송 완료,738명
265,"'나다움'을 생각하는 사람들을 위한 문구, 스토리툴킷","6,585,333",658,배송 완료,103명
266,키치하고 유쾌하고 멜랑꼴리한 [배낭여행 단상집],"6,583,000",658,"1,000,000",191명
267,"""멸종위기 동물돕기 프로젝트"" 페페리코,포포리코 특대인형","13,154,000",657,"2,000,000",236명
268,모니터 밖으로 튀어나온 '디자인 툴' 세트,"9,863,370",657,"1,500,000",344명
269,본격 고양이 발도장 남기기!! 넌 내꺼다냥,"5,259,500",657,배송 완료,205명
270,[앵콜] 한국의 시인 - 초판 수제본 시집,"3,286,800",657,"500,000",65명
271,오직 물로만 클렌징 SOFF 페이셜 클렌저,"3,285,500",657,"500,000",176명
272,레진코믹스 <우리사이느은> 1권 단행본 제작,"19,712,000",657,"3,000,000",863명
273,웹툰배경 프로젝트 07.-평민의 집 15종 패키지-스케치업,"6,570,000",657,배송 완료,102명
274,스케치업 웹툰 배경 - 사이버펑크 SF 미래 도시,"6,570,000",657,"1,000,000",77명
275,서로를 알아가는 OX카운팅 카드 게임,"13,140,000",657,배송 완료,500명
276,"더 이상 가방을 뒤적거리지 마세요, 에가든 잇 파우치","3,284,300",656,배송 완료,79명
277,천연 다이아몬드와 단 하나뿐인 반지를 만들다.,"3,283,600",656,배송 완료,47명
278,"<레트로> 다양한 일상/장소를 담은 향, 구경하고 맡아봐요","3,279,000",655,배송 완료,89명
279,"고양이 다이어트에 딱, 스파이더 캣토이","3,278,600",655,배송 완료,147명
280,"[정직한 프로젝트]입술에 감성을 입히다, 그리다 감성틴트","6,557,000",655,"1,000,000",195명
281,나와 호랑이님 다키마쿠라 제작,"65,552,833",655,"10,000,000","1,218명"
282,"음치 탈출 비결, 계명창","1,311,000",655,배송 완료,51명
283,모바일 도트 수집 인디게임 마일드티니!,"6,553,001",655,"1,000,000",193명
284,코와 귀 염증까지 생각한 실리콘 티타늄 안경,"3,275,400",655,"500,000",31명
285,"아파트,원룸 실내 + 하늘,눈,비,번개 스케치업 웹툰배경","6,550,000",655,배송 완료,129명
286,"진짜 체스 실력을 원한다면, 체스의 정석 전략편&전술편","29,473,000",654,배송 완료,655명
