,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
296,과학소설의 시조 카렐 차페크의 SF 『크라카티트』출간하기,"1,903,000",190,배송 완료,82명
297,'정상 연애'라는 판타지를 타격하자! 계간홀로 8주년호,"4,757,000",190,배송 완료,360명
298,<세상에서 가장 행복한나라 핀란드> 교육문화부터 성평등까지,"1,902,000",190,"1,000,000",85명
299,"오목눈이의 나무숲 한 조각을 걸다, ""리리새 향기모빌""","951,000",190,배송 완료,15명
300,독립문예지 『영향력』 폐간호 만들기,"1,902,000",190,배송 완료,93명
301,더 당당하게 말하기 <한글로 적는 페미니즘>,"1,902,000",190,"1,000,000",227명
302,2017 <AVOCADO LOVERS> Calendar,"1,478,777",190,배송 완료,51명
303,<부산대 극회 정기공연> 연극 '유랑극단',"2,851,316",190,배송 완료,80명
304,누구도 해고당할 이유는 없다 : 크리스마스의 선물,"4,752,000",190,"2,500,000",127명
305,실험 게임 페스티벌 Out Of Index 2021,"7,603,000",190,배송 완료,114명
306,아홉개의 성물,"2,851,000",190,배송 완료,88명
307,짜릿한 손맛! 픽셀 2D 액션 RPG「언소울드」,"19,006,000",190,"10,000,000",448명
308,'포토그래퍼'라는 직업의 세계 <아이엠어 포토그래퍼>,"3,800,200",190,배송 완료,95명
309,내가 본 고양이 (필름카메라 엽서),"190,000",190,"100,000",9명
310,16인의 아티스트 온라인전시회 [Spectrum] 展,"1,140,000",190,배송 완료,40명
311,"일상을 예술로, 컨트롤 for 아티스트 뉴버전","950,000",190,"500,000",29명
312,대한민국에서 변호사로 살아가기,"950,000",190,배송 완료,31명
313,도리의 첫 개인전 [people behind you] 달력,"950,000",190,배송 완료,43명
314,"작은 나무조각의 변신, WOOD STICK AND TRAY","570,000",190,배송 완료,17명
315,10년 된 미생 배우들의 리얼리즘 생존기:배우가 가는 길,"2,280,000",190,배송 완료,39명
316,"우리섬 독도에서 강치를 볼 수 있기를, 독도강치볼펜","570,000",190,배송 완료,23명
317,The Three Fakes 첫번째 EP제작에 함께해주세요,"3,800,000",190,"2,000,000",58명
318,냥줍으로 묘생 2막 ‘우리 집 길냥이 양순’,"1,900,000",190,배송 완료,78명
319,[비전공·무소속 영화크루] 당신은 오늘 어디에서 빛나나요?,"3,800,000",190,배송 완료,72명
320,전문 통번역사 8인의 이야기 <올 어바웃 통번역사>,"2,849,200",189,배송 완료,119명
321,피크닉 잔에 금붕어 키우기,"2,564,000",189,배송 완료,82명
322,우리나라 멸종 위기종을 구하라! [아크 : 멸종 위기종],"2,279,000",189,배송 완료,108명
323,세상에서 제일 가벼운 나만의 <독서기록장>,"949,500",189,배송 완료,88명
324,출판인을 위한 인쇄용지샘플북,"37,026,000",189,배송 완료,857명
325,네버고잉홈(Never Going Home),"22,783,000",189,배송 완료,263명
326,"쉼표 25, 제주 개농장 구조견 새가족 찾아주기","1,898,500",189,배송 완료,57명
327,일상에서 우리의 것을 지키는 방법 <동해독도 자수후드티>,"7,593,500",189,배송 완료,143명
328,"유기견을 위한 약속 ""투게더 시리즈""","1,898,000",189,배송 완료,51명
329,방멘 포토에세이『발리에선 아무 일도 생기지 않았다』,"1,897,800",189,배송 완료,64명
330,독립운동가 후손들에게 힘이 되어주세요.,"5,693,000",189,배송 완료,338명
331,제주 유기견의 '견생사진'이 담긴 2022 포토 월별 달력,"1,897,000",189,배송 완료,84명
332,실용성 갑 ~~ 멀티 포켓 토트백,"1,897,000",189,배송 완료,55명
333,"시 쓰는 할머니 작가들의 책상 위, 연필세트와 엽서책","2,845,200",189,"1,500,000",145명
334,étéseoul vol.1'portugal' 엽서북과 달력,"569,000",189,배송 완료,18명
335,"내 곁의 작은 반려 식물의 집, 'DOT.ORE 돌 분'","1,896,000",189,배송 완료,35명
336,취향을 공유하는 투웨이 플로우 백,"2,844,000",189,배송 완료,51명
337,말랑말랑 궁디팡팡~ 댕댕이 마우스 패드,"1,896,000",189,배송 완료,76명
338,"★총 16가지 기능을 한 벌에!★트래블링 자켓, <컴포트>","948,000",189,"500,000",7명
339,유기동물 입양 문화를 만드는 <포인핸드 매거진> 9호,"11,374,000",189,배송 완료,676명
340,삶이 영화가 되는 순간 <영어회화극장> 9기,"3,791,000",189,배송 완료,56명
341,"편지로 받아보는 서브컬처 스티커 매거진, <심볼즈>","2,085,000",189,"1,100,000",109명
342,한국의 호랑이와 갓 [일러스트북/2022년 달력],"15,163,000",189,배송 완료,360명
343,"[MOJA]내 삶, 내 책상위를 나만의 감성으로 채워봐~!","1,895,100",189,배송 완료,62명
344,러브크래프트 앤솔로지 <프나코틱> 크툴루신화의 다양한 세계,"8,526,500",189,배송 완료,260명
345,[대한민국 민주주의] 민주열사 당신들을 기억하는 뱃지,"1,894,305",189,배송 완료,116명
346,귀여움 끝판왕! 앵콜 <치즈 & 초코 뱃지>,"1,326,000",189,배송 완료,82명
347,[스케치업 웹툰배경] 스타트업 회사를 위한 코워킹 스페이스,"1,894,000",189,"1,000,000",28명
348,"일러스트레이터 네네와, <일상 속 행복 여행>","767,000",189,배송 완료,29명
349,"벼랑 끝에 몰린 사람들, 단편영화 <끝내주는 절벽>","1,515,000",189,"800,000",41명
350,토끼에게도 백신을! 토끼뱃지,"1,136,000",189,배송 완료,74명
351,서울예술대학교 개인워크샵 <BAKCHAI>,"946,000",189,"500,000",42명
352,"환경과 사람을 생각하는, 마음을 담은 보자기","945,900",189,"500,000",23명
353,돌고래에게 자유를 2탄,"3,783,500",189,배송 완료,135명
354,"백년을 이어질 무대, 백년 라이브","2,270,000",189,"1,200,000",12명
355,"비전공자를 위한, 책 만들기 핵심 안내서 <Essence>","1,740,000",189,배송 완료,72명
356,오래 입는 밀도 높은 스트라이프 티셔츠,"1,891,000",189,"1,000,000",39명
357,"장지갑,반지갑,지퍼지갑,장점만 모은 새로운 사이즈의 지갑.","5,673,000",189,배송 완료,63명
358,<시골친구들> 나만의 리틀컨츄리 패브릭포스터&스티커 세트,"945,000",189,배송 완료,13명
359,"경험 못했던 아프리카 커피의 진한 단맛, 부룬디 콜드브루","945,000",189,배송 완료,44명
360,중세 판타지 교실,"945,000",189,배송 완료,63명
361,작은 동네분식집 막내딸의 기록 <24시 연중무휴 행운분식>,"945,000",189,배송 완료,49명
362,2020년 달력<베를린의 색감>,"1,134,000",189,배송 완료,15명
363,"피부관리의 첫 시작 ""피부야 열려라!"" 핫스팀세럼","1,890,000",189,"1,000,000",68명
364,필터 교체형 반려견 미세먼지 차단 마스크 DIY키트,"94,500",189,배송 완료,3명
365,'강아지 폼폼 KIT' 아직도 모르는 그대에 개,"945,000",189,배송 완료,45명
366,"꾸준히 전하는 감사의 마음, 'MOOOI 꽃정기구독'","1,890,000",189,"1,000,000",48명
367,쥘 베른의 소설 <녹색 광선> (1882) 2쇄 발간,"15,117,000",188,"8,000,000",483명
368,세상을 보는 '관점'에 관한 영어 그림책,"1,889,000",188,배송 완료,50명
369,-바로그찌라시-를 위한 바로그펀딩,"510,000",188,"270,000",29명
370,서른이 되어 전하는 이야기<사랑은 하지만 친하진 않아>,"1,511,111",188,배송 완료,72명
371,단편 실험예술영화 <퍼플>,"2,266,000",188,"1,200,000",61명
372,무지개빛으로 빛나는 고래-홀로그램&로즈골드 뱃지,"3,021,000",188,"1,600,000",121명
373,회색일상을 알록달록 아름답게 물들여요,"944,000",188,배송 완료,48명
374,"우리아기 입는순간 시선 올킬! ""베이비한복""","1,888,000",188,배송 완료,31명
375,내 고양이의 작은 연못,"1,888,000",188,배송 완료,57명
376,[십자수 DIY 키트] 멸종위기동물 만년달력,"944,000",188,배송 완료,20명
377,꽃다운 당신을 위한 쥬얼리,"755,000",188,배송 완료,28명
378,"내가 담는 에티오피아의 기억, 찾아가는 사진관","2,831,000",188,배송 완료,136명
379,서로 사랑하라 - love each other,"566,000",188,배송 완료,20명
380,들고먹는케이크인 특별한 케익바를 만나보세요!,"566,000",188,"300,000",26명
381,150년만의 슈퍼블루블러드문을 기념하는 한정판 보름달뱃지!,"5,658,001",188,"3,000,000",239명
382,매일 쓰는 삶 <우리는 밤마다 이야기가 되겠지>,"1,886,000",188,"1,000,000",117명
383,"""그대에게 행운과 축복을"" 자체제작 925실버목걸이","943,000",188,배송 완료,15명
384,"불안, 초조, 심란한 마음에 평안을 <민트부적>","1,131,500",188,"600,000",74명
385,잘 먹고 잘 사는 2020 달력,"942,800",188,배송 완료,34명
386,지상의 밤 창간호 <힐링HEALING>,"1,131,222",188,배송 완료,76명
387,"유기견/버려진 존재가 아닌 어루어 만져줘야할 존재 ""어루""","942,500",188,배송 완료,48명
388,"책상 한 켠에서 당신의 하루를 좀 더 의미있게, 冊; 집","3,770,000",188,배송 완료,63명
389,일당백에 꼭 필요한 스튜디오를 제작합니다,"21,860,277",188,"11,600,000",454명
390,"올바른 유기견 입양 문화 정착 프로젝트, 함께해요!","1,790,000",188,배송 완료,113명
391,"집에서 즐기는 카페감성, 홈 카페 세트","1,884,000",188,배송 완료,36명
392,자연을 그대로 마시다,"5,652,000",188,"3,000,000",118명
393,1쪽짜리 책을 읽어요!,"3,767,973",188,배송 완료,160명
394,길고양이에게도 봄이 올까요?,"565,000",188,배송 완료,38명
395,수제 버터 카라멜이 들어간 다크 초콜릿 스틱,"565,000",188,"300,000",36명
396,"내마음을 접었다 폈다, 크리스마스 카드","282,500",188,배송 완료,17명
397,"흔들리고 아름다웠던 날들, 시집 <한 모금 젊음과 복숭아>","1,130,000",188,배송 완료,51명
398,멍하니 : 여행에서 만난 식물 <엽서북>,"941,500",188,배송 완료,37명
399,30일간 매일 글쓰기! <작심삼십일-커리어편>,"5,648,500",188,"3,000,000",269명
400,미리 준비하는 어버이날 선물 : 카드지갑,"2,824,111",188,"1,500,000",279명
401,"레오,크리미,베리베리,엔나,바나의 재미있는 신발이야기","1,506,000",188,"800,000",22명
402,"조선의 도검&이상한 공장의 앨리스 [엽서,일러스트북]","16,938,845",188,배송 완료,465명
403,"가방 정리를 도와주는 베이직무드, 가죽 플랩파우치","188,200",188,배송 완료,13명
404,우리의 한글을 지켜주세요 - '아름다운 한글',"941,000",188,"500,000",74명
405,한글 타이포그래피 전문지 2350 ISSUE #1,"2,070,000",188,배송 완료,183명
406,wonder : 안면기형이 있는 분들을 응원해주세요,"2,258,000",188,배송 완료,187명
407,'시대가 험할진대 나 홀로 걸을쏘냐'- 유관순 열사 피규어,"4,704,000",188,배송 완료,31명
408,"대학 밖 청년 잡지, <프로젝트 등> 창간호","1,881,000",188,배송 완료,77명
409,"2020년 에코달력, 착한 지구인의 한해살이 가이드!","1,881,000",188,배송 완료,55명
410,뱁새 한 젓가락 뱃지,"940,500",188,배송 완료,94명
411,Today-s Paper cup by Snowcat,"15,047,000",188,"8,000,000",275명
412,인디 작가의 프랑스 출간 프로젝트 <미노의 집>,"2,821,000",188,배송 완료,83명
413,"특별한 날은 내가 만든다, 2017 달력 <다양력>","5,641,660",188,"3,000,000",209명
414,"장편 다큐멘터리 영화 ""RESET""","3,760,991",188,"2,000,000",29명
415,매일 들 수 있는 실용성을 갖춘 3way 예쁜 가방,"940,100",188,배송 완료,20명
416,"잠을 담은 향, 향으로 쓴 밤 편지 : 굿나잇 카드 디퓨저","376,000",188,배송 완료,12명
417,"신비로운 색감, 은은한 분위기의 담수진주 귀걸이.","940,000",188,"500,000",43명
418,레디메이드 인생이 비로소 겨우 임자를 만나 팔리었구나.,"940,000",188,"500,000",26명
419,은하!-151화,"94,000",188,"50,000",12명
420,"기타리스트 박창곤 새앨범 ""ESCALADE""","10,151,000",187,"5,400,000",193명
421,컴피랩팬츠 (Comfy Wrap Pants),"11,840,000",187,배송 완료,209명
422,깨어난 장미 인형들,"2,819,000",187,"1,500,000",93명
423,오일 디퓨저는 처음이지? 네 곁에 작은 폭포를 가져왔어.,"939,500",187,배송 완료,26명
424,"나를 찾는 방법, 결혼하기 전에 한번은 혼자 살아보고 싶어","2,817,630",187,배송 완료,175명
425,가챠 캔디 머신 금속 뱃지 +◆˙,"939,000",187,배송 완료,91명
426,지식 구독 서비스 날로 먹는 <날리지>,"3,756,000",187,"2,000,000",159명
427,"나만의 방을 꿈꾸는 이를 위한 그림책, <노란 의자>","939,000",187,"500,000",34명
428,차꽃에 취하는 겨울날 - 녹차꽃차와 유자차꽃주 키트,"1,878,000",187,배송 완료,33명
429,"바다 건너 함께 부르는 노래, 섬 아리랑","9,390,000",187,"5,000,000",85명
430,"오늘같은 날, 미술관 어때요?","1,878,000",187,배송 완료,126명
431,음악으로 온기를 나누는 고슴도치 이야기,"938,777",187,배송 완료,41명
432,"pixelive vol.1 BUSAN ""픽셀라이브 부산""","3,755,000",187,"2,000,000",105명
433,"20대 프리랜서, ""첫 직업부터 프리랜서입니다""","2,815,850",187,배송 완료,120명
434,고등학생 단편영화 '종이학',"657,000",187,배송 완료,40명
435,데이트폭력이 아닌 사랑을 원해요 - WannaLuv,"938,500",187,"500,000",123명
436,어떤 룩에도 찰떡! 아이폰보다 가벼운 비건레더 무오백,"8,895,000",187,"4,740,000",107명
437,쌀귀리와 연근의 건강한 콜라보! 구수한 풍미의 블랜딩차,"1,875,800",187,배송 완료,45명
438,업사이클 케틀벨 키링으로 지구가 건강해지는 환경운동 하자!,"1,500,500",187,배송 완료,88명
439,메세지와 따뜻함을 전하는 AA만의 <도자기 브로치 엽서>,"375,000",187,배송 완료,19명
440,화이트데이 실패없는 여심저격 사랑봉봉 로쉐초콜릿!,"375,000",187,"200,000",10명
441,그녀에게 : 다가올 봄에 만나는 일곱 명의 철학자,"3,033,199",187,"1,618,000",79명
442,동물을 위한 '마음': 한예종 길고양이를 위한 귀여운 굿즈,"2,811,600",187,"1,500,000",123명
443,"시각장애인을 위한 점자스티커 캠페인, '팀 혜안 티셔츠'","1,874,000",187,배송 완료,64명
444,"아이들의 장애가 아닌, 아이들의 능력을 봐주세요","937,000",187,배송 완료,54명
445,"Votes For Women, Again!","4,683,000",187,배송 완료,158명
446,<나태주 시인의 풀꽃 굿즈 스토리>,"1,872,600",187,"1,000,000",33명
447,"국내 유일 아동 재활 병원, 푸르메어린이재활병원","749,000",187,"400,000",55명
448,"추동엽 창작음악회 _ ""내 인생의 OST""","4,681,000",187,"2,500,000",65명
449,잇선 - 모지리 묶음2 만화책 제작,"18,721,945",187,"10,000,000","1,054명"
450,다 빼고 만들었다 2탄! 비건 글루텐 프리 대왕쿠키5종!,"935,800",187,"500,000",27명
451,"자연과 공상이 어우러진 2019 캘린더, ririrhim","1,310,000",187,배송 완료,54명
452,웹툰 스케치업 - 05 하이힐과 백 -,"1,870,500",187,배송 완료,83명
453,2019년 여성독립운동가 달력,"3,741,000",187,"2,000,000",184명
454,"두려울 때면 걷자, '용기의 숲'","2,244,321",187,"1,200,000",63명
455,완벽한 편안함! 향기 유목민을 위한 종결템 향수-가이아로즈,"4,675,300",187,배송 완료,81명
456,일상의 책갈피가 될 사진문장집 『간지럽게 물드는 계절』,"3,740,000",187,배송 완료,62명
457,테헤란로 기분전환 콘서트,"1,870,000",187,배송 완료,9명
458,"모바일 게임 '프로젝트 섬', 어드벤처의 부활을 꿈꾸다","6,170,999",186,"3,300,000",302명
459,제로웨이스트가 궁금한 복합장르물 <쏘행성에는 수달이 산다>,"1,308,600",186,배송 완료,68명
460,<무료 글꼴 디자인 노트> 세 번째 에디션,"7,476,000",186,배송 완료,154명
461,Fairy tales Badges,"1,869,000",186,"1,000,000",50명
462,"수박의 달콤함 그대로, 과즙 수박향수","1,868,900",186,배송 완료,79명
463,"지구의 내일과 오늘의 나를 위한 특별한 선택,BANNERS","1,868,500",186,배송 완료,40명
464,[공식] 더 작은 돌의 정령이 나타났담!,"11,771,037",186,"6,300,000",471명
465,"별처럼 찬란히 빛나는 당신에게, 어린 왕자가 건네는 말","3,736,000",186,배송 완료,130명
466,"어느손가락에 착용할까? ""Message Ring""","1,868,000",186,배송 완료,43명
467,"반려견, 반려묘 수제간식 : 네모네모 큐브","934,000",186,"500,000",35명
468,무궁화의 2018 소소한 행복 달력,"5,603,000",186,배송 완료,266명
469,항공잡지계의 새 물결 ㅣ <월간비행>,"1,494,004",186,"800,000",86명
470,"동네를 경험하는 새로운 기준, 매거진<아는동네 아는을지로>","2,801,000",186,"1,500,000",101명
471,2021창작뮤지컬 <메리 애닝 (MARY ANNING)>,"2,800,000",186,"1,500,000",145명
472,"[뱃지] 당신의 하늘에 선물할게요, ' 플라잉 웨일 '","2,800,000",186,"1,500,000",180명
473,내가 네편이 되어줄게! 감성 메세지 팔찌 목걸이,"560,000",186,"300,000",19명
474,째폴보&프렌즈 고양이 버찌 엽서책 (겨울/봄) & 에코백,"9,332,000",186,배송 완료,333명
475,"꽃길을 선물하세요, <천마 드림캐쳐&키링&뱃지>","5,599,000",186,배송 완료,204명
476,MELTPRESSO_멜트프레소,"9,330,000",186,"5,000,000",73명
477,고양이가 머무는 책방 '묘한 서점'으로 당신을 초대합니다,"1,866,000",186,배송 완료,75명
478,부부개발자의 도전작! <용사학교>,"18,650,111",186,"10,000,000",284명
479,[고퀄리티 2D배경 No.3] 시대별 건물(이미지+브러쉬),"1,865,000",186,배송 완료,25명
480,The Lord (더로드),"1,865,000",186,배송 완료,53명
481,"작은 행복을 전하는 일러스트 북 - 그래,그런거야","373,000",186,배송 완료,14명
482,"사랑스러운 내 뱃지들을 위한 보금자리, <뱃지홈>","2,797,233",186,"1,500,000",164명
483,"PPT 디자이너의 실무 노하우를 담은, <파파타 템플릿>","1,864,500",186,배송 완료,81명
484,그림책 [ 우미 이야기 ] - 듣는 존재에 대하여.,"4,661,000",186,"2,500,000",198명
485,"달빛이 굳은 천연석 문스톤, 유니콘 목걸이","932,100",186,"500,000",30명
486,가랑비 장면집 <언젠가 머물렀고 어느 틈에 놓쳐버린>,"3,355,559",186,"1,800,000",95명
487,전시 <비명횡사 : 사라지는 것들> 의 기념초와 도록 제작,"1,864,000",186,"1,000,000",44명
488,"자연이 주는 작은 위로, 컬러테라피 하바리움 조명","932,000",186,배송 완료,27명
489,브레이크매거진 24호 <BREAK>,"932,000",186,배송 완료,73명
490,캘리그라피 시집 <어련히 어른이 되는건 아니더라>,"932,000",186,배송 완료,44명
491,클립형 실리콘 담수진주 귀걸이,"932,000",186,배송 완료,55명
492,ARCHI 1호,"1,864,000",186,배송 완료,82명
493,작은 상자 속의 큰 연대; 정혈대 공유함 <정혀리의 모험>,"2,422,969",186,"1,300,000",143명
494,"바람을 위한 바람, 아이들의 문화생활을 지원해주세요.","1,118,000",186,"600,000",67명
495,베이직 레이어드 팔찌 BL Basic Bracelet,"559,000",186,"300,000",26명
496,제주 귀덕리 문화발전소 <민수민수>,"1,863,333",186,"1,000,000",8명
497,한번사면 평생쓰는 스마트폰/태블릿거치대,"931,600",186,배송 완료,29명
498,"나의 밥상을 사랑할 용기 "" 食食한 밥상""","1,024,700",186,배송 완료,49명
499,"달, 그리고 고래","2,049,000",186,배송 완료,190명
500,단편영화 <Sally>,"1,396,777",186,"750,000",26명
501,플라스틱 한 팩으로 담아낸 잡지 한 권,"1,862,222",186,배송 완료,95명
502,산뜻한 도예 디자인을 일상으로 : 도자백과 다용도 손수건,"1,862,200",186,"1,000,000",21명
503,"[태국]아이들의 미래를 품는, 학교물품지원캠페인","1,862,000",186,"1,000,000",72명
504,크래커에 끼인 냥이 <치즈 & 초코 뱃지>,"2,793,000",186,배송 완료,172명
505,2021 드로잉데이 '산책달력',"2,420,500",186,배송 완료,94명
506,항공잡지계의 새 물결 ㅣ <월간비(非)행>,"391,000",186,배송 완료,47명
507,"창작집단 항해의 첫 출항, 연극 <옛날 요즘 적에>","1,861,777",186,배송 완료,53명
508,"너에게 들려줄, <사랑보다 좋은 말 - 아미 인터뷰집>","3,723,000",186,배송 완료,169명
509,"열등감을 가진 모두의 이야기, 단편X여성 영화 <오디션>","1,396,001",186,배송 완료,48명
510,"Boundary Talk: 정현태 개인전, 굿즈로 감상하기","1,861,200",186,배송 완료,37명
511,[아티&치치] 나쁜 바이러스로부터 우리가 지켜줄게!,"1,861,200",186,"1,000,000",43명
512,"한국 자수의 멋을 입힌 '난새'만의 이야기, 난새 후드티","1,861,000",186,배송 완료,26명
513,비거니즘 잡지 <물결> 창간호,"13,026,000",186,배송 완료,476명
514,[수산시대]바다를 드립니다 수산시대 전복장/새우장/소라장,"930,300",186,배송 완료,26명
515,"눈을 되찾기 위한 모험, <장막소녀>","1,395,300",186,"750,000",83명
516,"1cm 캔버스, 네일잼과 함께 발랄한 셀프 네일의 세계로!","5,580,400",186,배송 완료,112명
517,프로 뒹굴러도 쉽게 쓸 수 있는 일기장 <핸드 로그>,"9,300,000",186,"5,000,000",256명
518,일상에 향기로운 환타지를.. [향기를 품은 펜던트],"930,000",186,배송 완료,22명
519,삶과 죽음에 관한 이야기 <하루밖에 남지 않은 나라>,"3,720,000",186,배송 완료,111명
520,"언제, 어디서나 들고 다니는 종이","372,000",186,배송 완료,21명
521,"웹툰 스케치업 악기(동양,서양)","930,000",186,배송 완료,38명
522,세계 곳곳 찰나의 순간들,"558,000",186,배송 완료,34명
523,"라비디저트샵 첫번째 인형, 츤데레식빵고양이 <빵냥>","2,232,000",186,배송 완료,77명
524,성냥팔이 소녀가 파티시에가 되어 아이들을 돕고 있어요,"1,860,000",186,"1,000,000",77명
525,아직도 갈피를 잡지 못한 너에게 '책갈피'를 선물할게,"930,000",186,배송 완료,15명
526,더 나은 회사 생활을 희망하는 <OUT OF OFFICE>,"465,000",186,배송 완료,58명
527,오로라스팅 정규1집 앨범제작! [오로라카바레]함께해주세요!,"2,790,000",186,"1,500,000",53명
528,바이러스 하우스 2화,"186,000",186,"100,000",17명
529,우리 동네 맥주축제 '운니비어페스티벌',"1,860,000",186,배송 완료,50명
530,5월 카네이션 디퓨져 & 카네이션 컵케익 비누,"558,000",186,배송 완료,16명
531,"대보름, 특별한 인간에게만 보이는 신화주식회사로 초대합니다","929,600",185,배송 완료,50명
532,제주 토종 푸른콩으로 만든 건강 간식 <프로틴 넛츠앤칩>,"1,859,100",185,배송 완료,40명
533,고양이와 함께하는 열두 달,"1,859,100",185,"1,000,000",84명
534,'가면을 쓰고 살아가는 사람들' <짐승>,"1,859,100",185,"1,000,000",61명
535,제2회 서울여성독립영화제,"14,872,000",185,배송 완료,542명
536,<같이 살래?> 4컷으로 보는 리얼 동거툰!,"1,580,000",185,"850,000",78명
537,"아트봉투, 작은 그림이 고급 봉투안에-설날 용돈 봉투 선물","557,600",185,배송 완료,17명
538,옥상마켓,"650,321",185,"350,000",37명
539,"서른 살 여자 22명이 직조한 현실, <계란 깨는 여자들>","3,716,000",185,"2,000,000",157명
540,"포토북 콜렉션 시리즈 1, '5인의 사진작가'를 만나다.","3,716,000",185,배송 완료,58명
541,<아무것도 할 수 있는> 4쇄 발간,"4,644,000",185,배송 완료,233명
542,이제 팔찌 채워달라고 부탁하지 마세요!,"743,000",185,배송 완료,26명
543,"사계절 내내 예술과 함께, <명화 큐레이션 북>","5,572,000",185,배송 완료,102명
544,여성퀴어 일러스트 에세이「나도 결혼하고 싶어」,"2,043,000",185,배송 완료,108명
545,"시원한 여름의 시작, 린넨 생활한복 3종 SET","1,300,000",185,배송 완료,37명
546,“나의 정체성은 누구의 것인가.” 단편영화 <육식 토끼>,"1,300,000",185,배송 완료,55명
547,이번 생이 망했다고 생각하는 당신을 위한 불교 에세이,"928,500",185,배송 완료,52명
