,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
59,<어린이날 선물세트> 동그란 웃음을 위한 문구키트,"1,960,000",196,"1,000,000",52명
60,타로상담에서 가장 많이 받는 질문을 위한 책,"1,176,000",196,"600,000",54명
61,"평일, 현실에 지친 당신의 얼굴은? Weekdayface","980,000",196,배송 완료,43명
62,퇴근 후 개운하게 '책맥' 어때요?,"1,959,100",195,"1,000,000",39명
63,"제11회 여성인권영화제 ‘지금, 당신의 속도로’","3,917,000",195,"2,000,000",182명
64,"비추어 이루다. 내가보는 각인목걸이.""거울목걸이""","1,958,000",195,배송 완료,32명
65,평범한 일상에 작은 일렁임을 주는 365 챌린지 다이어리,"979,000",195,"500,000",39명
66,"진한 맛과 향으로 더위를 잊게해줄 , 케냐 카라티나 피베리","979,000",195,배송 완료,42명
67,<BBBBBirds...!> 50종류의 새 일러스트북,"3,915,500",195,배송 완료,134명
68,감염병 시대 생존수칙 <가늘게 길게 애틋하게>,"3,915,000",195,배송 완료,194명
69,꿈꾸는 발달장애인 작가 발굴 프로젝트 후드&맨투맨,"2,739,900",195,배송 완료,54명
70,놀이 운동 교구 내친구 쭉쭉이(부산여행),"1,957,000",195,배송 완료,29명
71,단편단평 : 동시대 한국단편소설 비평,"2,446,000",195,"1,250,000",56명
72,봄을 부르는 마법같은 이야기 ; 꽃담은 젤캔들 DIY 키트,"587,000",195,배송 완료,16명
73,"[;Me. You. Us] 평등하게, 모두를 위한 점자셔츠","587,000",195,배송 완료,12명
74,"자연을 담은 우드 액세서리 [스마트톡,책갈피,마그넷 자석]","978,000",195,"500,000",31명
75,[디지독]웹툰배경세트 - 시골에서 도심까지 패키지,"1,956,000",195,배송 완료,28명
76,"미니멀 오리가미 키트 , Origaminimal","2,934,000",195,"1,500,000",100명
77,프리미엄 울과 캐시미어 블랜드의 유니섹스 스웨터,"1,956,000",195,배송 완료,24명
78,"어떠한 룩도 완성시킬 에코백, 플로우백","2,347,100",195,배송 완료,62명
79,"할머니, 우리 꽃길만 걸어요!","782,000",195,"400,000",62명
80,"불완전한 그들의 이야기, 단편영화 <사이렌 : Siren>","2,932,000",195,"1,500,000",43명
81,<쥬게르 몽골> 엽서북 - 처음 만나는 몽골,"1,954,000",195,배송 완료,38명
82,마음을 가꾸는 영국 감성 매거진 <브리드> 한국어판 4호,"1,954,000",195,배송 완료,64명
83,그림 에세이 『제법 빵빵한 날들』,"977,000",195,배송 완료,32명
84,치킨집 - 비정기 간행물 인생잡지,"3,907,000",195,배송 완료,107명
85,"황제와 왕들, 복식부터 로맨스까지. '제왕도감 - 유럽편'","11,720,000",195,"6,000,000",580명
86,초코를 잊은 그대에게 : 플랜트랩 하이카카오 초코파우더,"1,953,000",195,"1,000,000",69명
87,스펙트럼 라이브 2017,"5,857,201",195,"3,000,000",127명
88,힐링 DIY 토이키트 - 당신의 고양이에 색을 입혀주세요!,"2,928,000",195,"1,500,000",100명
89,작은얼룩물새를아세요? 보들보들 넓적부리가 귀여운 넙츄,"1,366,000",195,배송 완료,9명
90,"A NEW DAY HAS BEGUN ""우리 같이 살자냥~""","1,951,000",195,배송 완료,38명
91,"당신에게 필요한 무해구역, ""무트로"" ㅡ 2021 창간호","2,731,000",195,"1,400,000",117명
92,"작가 덕질 아카이빙 잡지 [글리프] 3호, 김금희 편","3,901,000",195,배송 완료,208명
93,"나만의 영원한 반려동물, 청화백자 동물오브제","975,000",195,배송 완료,15명
94,"독립출판, 네번째 드로잉북 <무엇으로 채울까>","1,560,000",195,"800,000",47명
95,“귀여움에 실용이 웬말인가” 홀리데이 엽서팩! 스티커팩!,"253,500",195,배송 완료,13명
96,"이야기 드로잉 북 <어느 날, 동물원>","585,000",195,"300,000",19명
97,[웹툰 스케치업 배경] 나무 위의 오두막,"195,000",195,배송 완료,13명
98,항공잡지계의 새 물결 ㅣ <월간비(非)행>,"429,000",195,배송 완료,49명
99,"향기로 전하는 감사한 마음, 카네이션 디퓨저","585,000",195,배송 완료,15명
100,단편영화 <루스터> 제작,"1,170,000",195,"600,000",24명
101,"그때 그날, 우리의 독립","6,044,035",194,"3,100,000",68명
102,"은은하게 빛나는 감사한 마음, 나전칠기 테이블웨어","2,533,000",194,"1,300,000",23명
103,"일상에 평안함을 더해주는 힐링 풍경, 무니무니 한 폭 커튼","1,948,000",194,배송 완료,42명
104,꽃과 고양이 자수팔찌,"974,000",194,"500,000",55명
105,매거진 <무비 페미니즘> 창간호 재발간 | 무한대의 여자,"7,791,000",194,배송 완료,312명
106,세상에서 하나 뿐인 커스터마이징 청바지와 셔츠(자켓),"5,843,000",194,배송 완료,84명
107,정말로 '같이 살 수 있을까'에 대한 이야기들,"5,842,500",194,"3,000,000",155명
108,[튤립머그]:나만의 홈카페를 위한 유니크한 디자인.,"1,363,000",194,배송 완료,22명
109,따뜻한 위로 한마디 <어쩌면 위로가 되지 않을까 해서>,"1,947,000",194,"1,000,000",60명
110,언텍트 시대에 KOREA 드로잉 투어 북으로 메모리 남기기,"5,841,000",194,배송 완료,85명
111,아이슬란드 여행기 3권 발간,"1,362,611",194,"700,000",54명
112,낭만적인 향수실험 월간 퍼퓸라이퍼 5월 메리고라운드 EDP,"1,946,200",194,배송 완료,49명
113,비거니즘 미니 포스터 <What did you eat?>,"973,000",194,배송 완료,34명
114,"CANVAS ON AIR 나오미, 아캔을 만나다","973,000",194,"500,000",37명
115,지친 두뇌를 설레게 할 온라인 추리게임 ‘페어리마피아’,"972,736",194,배송 완료,46명
116,교양 무크지 더킷(duckit) 3호 - 난지도 특집,"428,000",194,배송 완료,18명
117,[페미니즘 잡지 사심] Vol.4 나는 나만의 것,"8,753,000",194,"4,500,000",323명
118,오말찬 시리즈 『찬양이 노래라고 생각하는 당신에게』2쇄!!,"2,489,600",194,배송 완료,92명
119,"""사랑은 혐오보다 강하다""","972,500",194,"500,000",110명
120,이너보이스,"5,834,600",194,"3,000,000",86명
121,기억의 유통기한을 길게 적을래 <변하지 않는 건 있더라고>,"1,944,500",194,배송 완료,73명
122,조용한 명현의 인생에 날아든 <파랑새 소리가 들리면>,"4,471,445",194,"2,300,000",84명
123,소녀에게 위로를 미니블럭 & 위안부 앱,"1,944,000",194,"1,000,000",92명
124,영화잡지 [anno.] 3호 「미장센」,"1,944,000",194,"1,000,000",100명
125,"오늘 하루, 휴식 ‘당첨 (糖添)’ - 식기세트","972,000",194,배송 완료,6명
126,미루는 삶에 대한 에세이 <미루리 미루리라> 이진송X곽민지,"9,716,000",194,배송 완료,367명
127,[페미니스트의 편지] 너의 존재 자체가 용기이고 희망이야.,"1,943,000",194,배송 완료,186명
128,"[식탁위의 즐거움] 비싼 양갈비, 이젠 집에서 즐기자!","1,942,800",194,배송 완료,42명
129,"마음기록 인터뷰집, '만나는 사람'","2,913,000",194,배송 완료,83명
130,박영훈의 잃어버린 수학을 찾아서,"1,942,000",194,배송 완료,43명
131,"한복에 관심이 많은 그대, 한복스타트스쿨","3,883,000",194,배송 완료,35명
132,"안냥탕, 매주 수요일 휴무","1,941,000",194,배송 완료,61명
133,Camera+Donation= 카네이션,"1,164,555",194,"600,000",26명
134,퀴어영화 뷰티풀,"3,881,000",194,"2,000,000",55명
135,[앵콜] 거북목 방지 우드데스크에 스틸 거치대까지,"5,821,000",194,"3,000,000",90명
136,"2주마다 편지로 받아보는 소설, <슬픔의 언저리>","1,940,000",194,배송 완료,72명
137,따뜻한 마음 따뜻한'혜윰' 머그컵,"776,000",194,배송 완료,34명
138,99film 독립영화제작소 - 퀴어단편 프로젝트 '20 & 백합',"3,879,900",193,"2,000,000",79명
139,<어버이날>부모님이 원하시는 선물은 무엇일까요?,"3,491,000",193,"1,800,000",137명
140,"디자이너, 서른","3,491,000",193,"1,800,000",180명
141,마찌롱 단행본 제작,"9,695,000",193,배송 완료,279명
142,핑케치업 동물원,"1,939,000",193,배송 완료,35명
143,페미니즘 매거진 허들(Her:dle) Vol. 2 구멍,"1,939,000",193,배송 완료,72명
144,clode. x Olga Korneeva 플라워 티셔츠,"1,939,000",193,배송 완료,36명
145,우리 모두의 이야기 ‘가게일기’,"3,877,334",193,"2,000,000",116명
146,함께 메리크리스마스-저소득층 아이들에게 크리스마스 선물을,"1,357,000",193,"700,000",67명
147,정튠 Ep앨범 [GAME OVER] 제작,"3,877,000",193,"2,000,000",92명
148,고궁 엽서북 <시간의 궤적>,"969,000",193,배송 완료,57명
149,당신의 우아한 아름다움에 가치 한스푼 [위브링],"969,000",193,"500,000",8명
150,별처럼 반짝이는 일상의 새로운 기준,"969,000",193,"500,000",20명
151,프리즈머스 패션 매거진 [PRISM vol.6 ],"969,000",193,"500,000",53명
152,"동서양이 카드로 만났다, '민화 트럼프 카드'","1,938,000",193,"1,000,000",89명
153,「나는 보통의 삶을 사는 조금 특별한 사람이길 바랐다」,"3,876,000",193,배송 완료,105명
154,"가장 단순한 다이어리, '커터의 이공이공 다이어리'","4,650,000",193,배송 완료,165명
155,누가 만들어 주지 않아 직접 만든 라이카 뱃지,"1,937,000",193,배송 완료,95명
156,"운동중에도 나만의 개성을,ONE & ONLY 컬러 바람막이","1,937,000",193,배송 완료,11명
157,마음을 전하는 레터링 주얼리,"1,937,000",193,배송 완료,17명
158,"올 여름, 트로피칼 그림과 시원한 휴식을 즐겨보세요.","430,000",193,배송 완료,22명
159,추석을 맞이하는 건강한 머랭쿠키 선물세트,"581,000",193,배송 완료,19명
160,"PAIIEK의 첫 정규앨범, Le Regard","2,129,733",193,"1,100,000",56명
161,"꿈이 있다고 해서 행복하다 할 수 있을까, <불가사리>","2,904,000",193,"1,500,000",44명
162,"아름다운 전통 직물 티매트, '꽃을 엮다'","968,000",193,"500,000",11명
163,일상의 선택을 포크하는 <매거진 포크> 창간호,"1,548,500",193,배송 완료,57명
164,Typo Cutting Mat,"3,871,000",193,배송 완료,102명
165,7인의 그래픽 디자이너들의 할로윈 자수패치 만들기,"2,902,799",193,"1,500,000",61명
166,독립출판 - 드로잉북 <그림 그리는 여행 - 제주편>,"1,354,000",193,"700,000",54명
167,고양이발자국의 두번째 선물 '부산 고양이 여행',"1,934,000",193,배송 완료,39명
168,[스케치업 웹툰 배경] 리조트와 목욕탕,"580,000",193,배송 완료,12명
169,"삶이 여행이 되길 바라며, 『트래쁠』매거진","3,865,743",193,배송 완료,155명
170,cafe.우간다 2호점,"2,319,000",193,"1,200,000",80명
171,'철인 캉타우' 애장판 복간!,"8,695,000",193,"4,500,000",175명
172,4월25일은 펭귄의 날!긍정펭귄 제품으로 환경보호 실천하기,"1,932,000",193,배송 완료,40명
173,"여행지 속 따스함을 전해주는 사진엽서, <People>","966,000",193,배송 완료,31명
174,매일 보는 달력 편하게 <2020년 쉬운 달력>,"1,931,000",193,배송 완료,50명
175,"'사이','오홀리데이'단행본제작 박수봉xTillurillu","11,585,000",193,"6,000,000",368명
176,나만의 홈카페를 완성 시켜줄 우드트레이 by. 통영목수,"5,791,300",193,배송 완료,73명
177,즐겁고 깊이 있는 성경 읽기 - 《거룩하지 않은 독서》,"4,826,000",193,배송 완료,156명
178,독립X단편X공포영화 <The Lost Child>,"5,791,000",193,배송 완료,107명
179,"강아지공장 유기견을 위한 ""똥꼬발랄 에코백""","386,000",193,배송 완료,23명
180,사랑스런 봄을 알리는 우리 꽃! 지지 않는 벚꽃 악세사리,"579,000",193,"300,000",23명
181,"단편영화 '꿈을 사는 가게' , 오늘의 나는 행복한가요?","2,895,000",193,배송 완료,42명
182,F1레이싱카툰 -일요과속극장- 34화,"193,000",193,"100,000",27명
183,"가장 작은 미술관, 사선액자 : 양이응展","1,929,500",192,배송 완료,32명
184,관찰남-개똥이굿즈 똥컵,"9,647,111",192,배송 완료,692명
185,2019 황금돼지 해를 위한 <복주머니 땡지> 뱃지와 달력,"2,894,000",192,"1,500,000",45명
186,상체리 아마추어 웹툰 ' 1억받고 고백하기 - 외전 - ',"3,858,537",192,"2,000,000",84명
187,다큐멘터리 애니메이션 <금정굴 이야기>,"15,434,000",192,배송 완료,103명
188,70년대 감성을 품은 레트로 안경 [ RADIO CITY],"964,584",192,배송 완료,15명
189,단편영화 <별거 없는 하루>,"1,543,220",192,배송 완료,74명
190,생초콜릿스틱 프리미엄 수제빼빼로!,"964,500",192,배송 완료,23명
191,한국의 해산물맛 과자에 대한 아카이빙북,"2,893,300",192,배송 완료,140명
192,2020 맛있는 달력 & 굿즈,"1,273,000",192,배송 완료,49명
193,"유영하는 계절의 풍경, 2018 사춘기 달력","5,786,000",192,배송 완료,226명
194,"일러스트 시집 < 오늘의 꽃, 밤의 편지 >","3,857,000",192,배송 완료,101명
195,헬리오스 굿즈,"4,821,000",192,"2,500,000",87명
196,달의흐름을 통해 2022년 행복과 행운이 함께하는 다이어리,"14,077,100",192,"7,300,000",317명
197,술과 족발과 케이크,"1,542,527",192,"800,000",41명
198,가장 겉에 걸치는 옷. 타이로켄 코트,"3,856,100",192,배송 완료,34명
199,[타로해설서]마음을 읽어주는 힐링타로 오쇼젠,"2,699,000",192,배송 완료,72명
200,<탐식남 도쿄편> 도쿄의 일식 이야기,"5,783,500",192,배송 완료,269명
201,"영원하고 싶은 마음으로, 에버앤에버 편지지 세트","963,000",192,배송 완료,61명
202,"햇살에 비치는 전통 도자기, 쉬폰 소재의 <도자기 에코백>","963,000",192,배송 완료,28명
203,6900 가성비 엑스트라소스,"963,000",192,배송 완료,42명
204,나의 이니셜로 만드는 엔틱 코인 주얼리,"963,000",192,배송 완료,25명
205,미니 와일드 [ mini wild ],"4,812,999",192,"2,500,000",279명
206,맛있는 꽃이 피었습니다: 플라워 컵케이크,"385,000",192,배송 완료,18명
207,"대시 액션 플랫포머, 'Everslash(에버슬래시)'","3,849,555",192,배송 완료,179명
208,심리학 그리고 사람을 연결하다. HumansOfPsyche,"1,058,500",192,"550,000",47명
209,잃어버린 환상:illusion fantasy,"577,333",192,배송 완료,27명
210,시발점 : 여러분은 자신의 시작을 되돌아본 적이 있나요?,"962,000",192,배송 완료,25명
211,"누구에게나 멋짐을, 사천왕&노리개 타투스티커","962,000",192,배송 완료,41명
212,"[봄,패션]당신의 데일리 최애템! “메리백” 베리굿!","1,924,000",192,배송 완료,55명
213,<죽은 민영이의 장례식 그리고 49재> 전시 도록,"962,000",192,배송 완료,44명
214,일상의 편리함을 더해주는 미니멀한 가죽 월렛,"1,924,000",192,배송 완료,38명
215,"[DIY KIT] 세상에 하나뿐인 선물, 마스크 스트랩","577,100",192,배송 완료,25명
216,< FREESCOOP > 첫 번째 EP앨범 & 쇼케이스,"2,885,000",192,배송 완료,50명
217,단편 영화 <애조로>,"3,845,001",192,"2,000,000",74명
218,"유명인의 집 말고, 우리들의 솔직한 전월셋집 <우리!>","1,922,000",192,"1,000,000",62명
219,"우리, 추억을 소환해봐요 <커피와 디저트>","3,844,000",192,배송 완료,81명
220,IRON OPENER - 티타늄 보틀 오프너,"2,306,000",192,"1,200,000",60명
221,스프롤: 사이버펑크 RPG,"23,059,600",192,"12,000,000",400명
222,멸종위기종 하늘다람쥐 프로젝트 <숲의 요정 나리>,"2,498,000",192,배송 완료,98명
223,미누시그 드로잉 서비스,"3,843,000",192,"2,000,000",104명
224,<북극곰을 지켜라!> 아기 북극곰 리틀모보 모찌인형,"672,500",192,"350,000",20명
225,재건축 예정인 강남아파트에 관한 젊은 예술가들의 전시회,"5,764,000",192,"3,000,000",165명
226,YI SOON SHIN : FALLEN AVENGER #4,"19,210,000",192,"10,000,000",442명
227,"송아람 작가의 솔직 담백 자전 만화, '두 여자 이야기'","5,762,000",192,배송 완료,266명
228,실패는 무언가를 선사한다 [그리고 일기가 남았다],"4,801,004",192,"2,500,000",121명
229,로맨스판타지를 위한 클립스튜디오 브러쉬 세트,"576,100",192,배송 완료,59명
230,웹툰이 그린 스케치업-(1)판타지 웹툰 마을,"5,761,000",192,"3,000,000",126명
231,하루 10분은 나도 영화 속 주인공 <스크린 영어회화>,"960,000",192,배송 완료,33명
232,동양풍 남성 머리장식,"1,920,000",192,배송 완료,32명
233,머리 악세사리 브러쉬 모음,"960,000",192,배송 완료,52명
234,잊혀져가는 도시에 활력을 불어넣어주세요![스마트톡&거치대],"960,000",192,배송 완료,28명
235,NOO_한국적 디자인에 향을 담다.,"960,000",192,배송 완료,16명
236,스케치업 웹툰 배경 [돈드로우 6월 패키지 6종],"1,920,000",192,배송 완료,24명
237,"책에 색을 입혀요, 아홉가지 테마 책갈피","192,000",192,배송 완료,9명
238,‘자유로운 인간 조르바’의 이야기가 담긴 콜드 브루,"959,777",191,배송 완료,60명
239,"행운을 찾아줄게요, LUCKY GHOST 후드티","1,439,000",191,"750,000",21명
240,삶이 영화가 되는 순간 <영어회화극장> 10기,"3,837,000",191,배송 완료,57명
241,유기견을 구해주세요. RESCUE ME!,"3,836,900",191,"2,000,000",311명
242,당신에게 광고는 어떤 의미인가요?,"1,918,191",191,배송 완료,56명
243,"[요즘 어떤가요?] 감성 가득한 여름 휴가, 함께 준비해요","959,000",191,배송 완료,31명
244,"숨겨진 한국 여성위인 이야기, '이제서야'","2,877,000",191,"1,500,000",125명
245,"모든 도망자들의 은신처가 되어줄, 하이드어웨이 매거진 2호","1,918,000",191,배송 완료,65명
246,리미티드 핑크마블 초콜릿,"383,500",191,"200,000",13명
247,비전략적 문학동인 전략3팀의 문학 앤솔로지 전략집1호,"1,150,300",191,배송 완료,57명
248,"향긋한 콜드브루와 달콤한 생초코릿, 너무 좋은 꿀 조합!","958,000",191,배송 완료,41명
249,"누구나 편하게 입는 한복, 허리치마와 철릭원피스","958,000",191,배송 완료,11명
250,2021 얼렁뚱땅 그림일기 캘린더,"957,900",191,배송 완료,42명
251,<EVER AFTER: 무령왕릉> 전시 굿즈를 소개합니다!,"1,915,777",191,배송 완료,55명
252,하양지 작가의 장편 만화 [우리는 시간문제] 단행본 제작,"28,732,000",191,배송 완료,716명
253,"조선의 건강양생 비법을 담은 백과사전, 임원경제지 보양지","1,915,000",191,배송 완료,20명
254,윤도경 정규 1집 <Wonder Fool Life>제작,"3,830,000",191,"2,000,000",104명
255,"영원히 빛을 잃지 않는 우리의 전통 칠보,'오_칠 팬던트'","1,914,810",191,배송 완료,46명
256,장난감에 얽힌 어떤 이야기들 「장난감 수집가의 음울한 삶」,"574,400",191,"300,000",29명
257,유기동물 입양 문화를 만드는 <포인핸드 매거진> 8호,"11,483,000",191,배송 완료,701명
258,[앵콜] 428g 슬림 라이트 백팩 with 이사라 작가,"956,800",191,배송 완료,16명
259,식물이 있는 풍경: 여행과 고양이 사진 엽서,"1,913,000",191,"1,000,000",54명
260,"바다를 구하기 위한 한 걸음, 유리빨대","1,912,000",191,배송 완료,71명
261,단편영화 '되감기',"1,912,000",191,배송 완료,36명
262,절망의 바다에 띄우는 희망의 분홍종이배 시즌2,"956,000",191,"500,000",111명
263,보드게임으로도 ㅇㅇ할 수 있습니다. '흔들어봐 헬프요정',"5,734,300",191,배송 완료,204명
264,"사람이 떠난 자리에 홀로 남겨진 작은 천사, 용문동 고양이","1,911,000",191,"1,000,000",64명
265,좌충우돌 물렁씨의 회사생활 뱃지,"573,000",191,"300,000",32명
266,부산 대표 잡지 <다시부산> 창간준비호를 시작합니다.,"3,820,000",191,"2,000,000",188명
267,영화잡지 [anno.] 4호 「배우」,"1,910,000",191,"1,000,000",120명
268,"우리집 막내, 반려동물과 함께하는 커플 목걸이","954,950",190,배송 완료,17명
269,"기존과는 다른 무질서하고 비상식한 영화잡지, '무비'","763,500",190,"400,000",57명
270,공포와 오컬트 그리고 잡지 '호러즈' 3호,"6,298,500",190,배송 완료,237명
271,소규모 자영업자를 위한 작은 간판 ‘사인박스’,"5,724,000",190,"3,000,000",58명
272,[취미살롱] :8cm 몽실이[토리와 반디]입양하기,"1,908,000",190,배송 완료,38명
273,"부드럽고 화사한 꽃 향미 콜드브루, 아리차 (Aricha)","954,000",190,배송 완료,34명
274,2018 4번째 프로젝트 원석 목걸이 반지 :SUCCESS,"954,000",190,배송 완료,38명
275,행운을 지니는 탄생석 목걸이,"1,908,000",190,"1,000,000",54명
276,곤지곤지잼잼이 만들어 드리는 맛있는 설날선물,"1,908,000",190,배송 완료,51명
277,"나와 당신이 좋아하는 <내가 좋아하는 것들, 제주>","3,815,600",190,배송 완료,106명
278,세상에 없어서 내가 입으려고 만든 왁스코팅 트렌치코트,"7,631,000",190,"4,000,000",89명
279,혼자의 시간과 마주하기《소중한 것들이 가만가만 말을 건다》,"1,907,000",190,배송 완료,71명
280,캣독스토리의 메시지 티셔츠&에코백 :자신의시간을사는당신에게,"3,814,000",190,배송 완료,28명
281,엔터테인먼트 워크북 <여자들은 같이 미래로 간다>,"9,534,000",190,배송 완료,434명
282,"열 두 그루, 2021년 캘린더","572,000",190,배송 완료,30명
283,"당신의 감성을 자극할 달콤한 라이브, ""초코 라이브""","5,720,000",190,"3,000,000",84명
284,"지구를 지키는 겸손한 고양이 책갈피, '무지개 고양이'","610,000",190,배송 완료,45명
285,"생각의 여름 X 강아솔 X 재수 ""손과 손"" M/V와 공연","2,859,000",190,배송 완료,89명
286,만화 <남미 요양기> 집순이가 남미로 여행을 떠났다.,"2,859,000",190,배송 완료,127명
287,"달님을 위한 어른들의 동화,《달과 경찰》제2쇄여요!","3,812,000",190,배송 완료,221명
288,"널 잊지 않을게, ""도그자기"" 반려동물 유골함","1,906,000",190,"1,000,000",56명
289,고양이처럼 여유롭게 ˘◡˘ 비치타올,"1,172,000",190,배송 완료,31명
290,[뱃지] 입양을 도울 따뜻한 손길,"1,333,000",190,"700,000",121명
291,KLOSET의 두 번째 페이퍼 매거진 - HOME,"952,000",190,"500,000",52명
292,전자회로가 책 속으로? Working Paper–LIGHT,"5,711,000",190,배송 완료,129명
293,"널 사랑하는 내가, 날 사랑하는 너에게 ""반려동물 목걸이""","951,700",190,배송 완료,19명
294,페미니스트의 눈으로 바라본세상 <어디에도없고 어디에나있는>,"5,710,000",190,배송 완료,228명
295,6가지 갑옷을 입어라!! [아머] 전신갑주의 귀환,"1,903,000",190,배송 완료,85명
