,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
133,스케치업 느와르풍 웹툰배경 4 아파트,"4,965,600",993,"16,335,000",107명
134,"젖은 우산에서 두 손을 자유롭게, 친자연 우산 ""텀브렐라""","9,931,000",993,"16,335,000",347명
135,"아직도, 여전히 고통받고 있는 농장견들의 삶 - <실습견>","17,851,000",991,"16,335,000","1,289명"
136,나만을 위한 연주 Klang ver.2+,"49,574,000",991,"16,335,000",193명
137,중국 한나라 설정집: 삼국지포켓북 두 권,"10,898,300",990,"16,335,000",370명
138,멸종을 기다릴 수만은 없다 '하찮은 공룡들 2019 달력',"9,906,966",990,"16,335,000",437명
139,"스케치업 배경 NO.1_ 아파트, 복도식, 오피스텔, 원룸","9,895,000",989,"16,335,000",99명
140,웹툰 배경 프로젝트 06.-주거 공간 모음 4종- 스케치업,"9,894,000",989,"16,335,000",128명
141,소스를 부으면 떠오르는 뭉게구름 이젠 소스도 예쁘게 먹어요,"2,964,600",988,"16,335,000",115명
142,한번쯤은 살만한 원룸 5종 세트!,"4,940,000",988,"16,335,000",272명
143,웹툰 배경 스케치업_로판 고급 상점,"9,879,000",987,"16,335,000",111명
144,우주를 여행하는 <2022 스페이스 오디세이 달력>,"4,907,000",981,"16,335,000",206명
145,<겨울의 힐링여행>가슴까지 따뜻해지는 향기 '알자스 퍼퓸',"4,923,500",984,"16,335,000",94명
146,스케치업 웹툰배경 _ 1960's 동네 거리,"9,840,000",984,"16,335,000",146명
147,여행툰 에세이스트 갯강구 작가의 <서른 살에 스페인>,"9,832,500",983,"16,335,000",443명
148,"한국적 상상력의 집대성, <한국 판타지 대사전>","49,157,600",983,"16,335,000","2,461명"
149,<메로옹>은 찰떡같이 사랑이지옹,"9,819,000",981,"16,335,000",309명
150,"<페미니즘을 다짐하다> 지금 나, 겁먹지 않는 페미니스트","11,781,000",981,"16,335,000",786명
151,다크슈톨렌과 초콜릿살라미로 크리스마스감성 즐겨요~~!,"4,902,400",980,"16,335,000",126명
152,"모두가 탐낸 향, 당신의 벨리스 향수","4,901,000",980,"16,335,000",127명
153,"스케치업 웹툰 배경 ""국립미술관""","9,794,000",979,"16,335,000",166명
154,차세대 카드RPG 큐라레: 마법도서관! 공식 OST 제작!,"39,171,234",979,"16,335,000",803명
155,즐겁고 싶다면 와라! 야매행복 에세이 '1cm 다이빙',"4,892,000",978,"16,335,000",270명
156,음악 여행 그림일기 <뮤직 드로잉>,"4,887,000",977,"16,335,000",126명
157,스케치업 웹툰배경 학교,"4,885,600",977,"16,335,000",197명
158,긴 여행을 꿈꾸는 당신의 이야기-보통의 우리가 여행하는 법,"9,769,000",976,"16,335,000",180명
159,"세레노 정규 3집, 겨울 밤의 이야기","58,566,300",976,"16,335,000","1,014명"
160,"함께 떠나요, 유럽으로! : 여섯 도시의 여섯 개의 맛","8,303,704",975,"16,335,000",182명
161,"간편하게 즐기는 진짜 리얼 커피, 리얼 에스프레소 샷!","9,749,200",974,"16,335,000",207명
162,"어서오세요, 오늘의 고택에. 책 <오늘의 고택>","48,822,000",976,"16,335,000","1,616명"
163,뱃지 콜렉터를 위한 뱃지 포스터,"14,620,100",974,"16,335,000",658명
164,"(슈톨렌) 꽃과 다과, 우리집 테이블 위의 작은 크리스마스","4,873,000",974,"16,335,000",126명
165,ITALY BLUE STUDIO 콜라보레이션한 실크 스카프,"4,871,000",974,"16,335,000",55명
166,가족들과 함께했던 따뜻한 겨울이 그리워요,"9,724,000",972,"16,335,000",352명
167,"절대적 힘의 상징, 블랙 다이아몬드를 담은 반지","4,860,900",972,"16,335,000",67명
168,찰나의 감정을 기록으로 the dreamer 영화다이어리,"4,857,000",971,"16,335,000",203명
169,한국에도 서평전문지가 필요하다 『서울리뷰오브북스』,"29,142,000",971,"16,335,000",868명
170,내 방에서 만나는 취미 클래스 : hobbyful,"19,423,000",971,"16,335,000",730명
171,편집 디자이너를 위한 <디자인 레시피_표지디자인>편,"14,567,000",971,"16,335,000",839명
172,"웹툰, 일러스트 손 포즈집","9,711,000",971,"16,335,000",392명
173,봄 맞이 행복자수팔찌,"485,000",969,"16,335,000",31명
174,<마시는카카오>토종박하 민트초코 원액 & SUBACO전용잔,"9,697,000",969,"16,335,000",323명
175,두개의 끈으로 한층 더 다양한 '린넨원피스',"9,696,500",969,"16,335,000",203명
176,스케치업 웹툰 배경 - 서울 고속버스 터미널 + 버스,"9,690,000",969,"16,335,000",230명
177,못먹어요? 먹어봐요 !,"1,937,000",968,"16,335,000",120명
178,머리부터 꼬리까지 생선을 대하는 새로운 방식 <피시 쿡북>,"14,513,400",967,"16,335,000",406명
179,"여성청결제와 바디워시를 하나로, 나로부터 시작되는 웰니스","9,664,400",966,"16,335,000",146명
180,앗! 드로잉북 커피 한 잔 보다 싸다! 블랭크 드로잉북,"48,302,800",966,"16,335,000","2,110명"
181,디자인을 위한 피니싱북,"96,551,000",965,"16,335,000","3,278명"
182,[광복74주년] '제주해녀항일운동'을 담은 에코백과 뱃지,"24,137,200",965,"16,335,000",924명
183,길고양이들의 반짝이는 삶을 소망하며 [꿈꾸는냥이잔],"9,654,000",965,"16,335,000",281명
184,"세상에 단 하나뿐인,나만의 반지","4,826,000",965,"16,335,000",197명
185,"으아아아!《잠의 땅, 꿈의 나라》가 곧 2쇄에 들어가요!!","9,648,000",964,"16,335,000",338명
186,내손으로 만드는 'DIY 심폐소생술 교육 키트',"4,823,000",964,"16,335,000",69명
187,빈 공간을 매다 : 라움 여백 [cross],"9,638,000",963,"16,335,000",206명
188,MAKF 판타지 문자 폰트 4,"7,709,000",963,"16,335,000",233명
189,정말 쉬운 비건 레시피 그림북 <채식하면 뭐 먹어?>,"6,745,300",963,"16,335,000",372명
190,웹툰 속 자연스러운 테마별 엑스트라 모음,"9,627,000",962,"16,335,000",124명
191,"꺾고 싶어했던 우리의 가치, 잃어버린 조선의 부적들","9,625,000",962,"16,335,000",599명
192,스케치업 웹툰 배경 - 음식점 시리즈,"9,625,000",962,"16,335,000",229명
193,단단하고 오래가는 종이빨대 + 파우치,"4,812,000",962,"16,335,000",408명
194,[연말선물] 효도폰은 있는데 효도케이스는 왜 없나요?,"4,811,800",962,"16,335,000",71명
195,양념치킨 스케치업 웹툰배경_포장마차/무궁화호,"9,620,000",961,"16,335,000",200명
196,"훈제 향기 가득한 수제 베이컨, 햄 공방 '소금집'","19,233,000",961,"16,335,000",312명
197,'들고먹는 케이크' 웜이의 케익바를 만나보세요.,"1,298,000",961,"16,335,000",116명
198,로판풍 보석 소재와 악세사리 브러쉬,"9,590,000",959,"16,335,000",325명
199,4계절 내내 함께할 240g의 가벼움,"9,589,000",958,"16,335,000",86명
200,<어버이날>나만의 메세지를 담아 감사의 마음을 전해요.,"2,876,000",958,"16,335,000",65명
201,[앵콜] 아이 귀찮아~ 요일티셔츠나 입어야지~!,"9,585,000",958,"16,335,000",212명
202,스케치업/웹툰배경 [마법사들의 성과 천체관측실],"4,785,000",957,"16,335,000",88명
203,좋은 디자인을 위한 레이아웃카드100,"28,702,050",956,"16,335,000","1,383명"
204,진짜 맛있는케익을 만날시간(feat.포크꺼낼시간도아깝대요),"4,782,000",956,"16,335,000",176명
205,일 좀 한다는 MZ세대들의 <요즘 마케팅>,"9,558,500",955,"16,335,000",673명
206,우유에 부어주기만 하면 코코넛라떼가 완성되는 마법베이스2,"3,148,000",953,"16,335,000",135명
207,"[스케치업 웹툰배경] ""개인병원 + 약국"" 배경","28,556,000",951,"16,335,000",484명
208,나를 만나는 500개의 계단 ( Q&A 형식의 책 ),"6,662,300",951,"16,335,000",366명
209,메이플스토리 아케인리버 마우스패드,"9,516,000",951,"16,335,000",289명
210,다이아몬드의 진실을 아신다면 '페이크 다이아 쥬얼리',"9,512,000",951,"16,335,000",108명
211,"동화의 뒤편 혹은 우리가 마주한 정면, <흑설공주 이야기>","4,752,000",950,"16,335,000",57명
212,캐릭터를 빛내줄 꽃풀브러쉬3,"9,504,000",950,"16,335,000",288명
213,글꼴 보기집 Command F,"19,005,000",950,"16,335,000",806명
214,오!바다브러쉬,"9,500,680",950,"16,335,000",229명
215,"어린 왕자와 함께 너를 표현해 봐, ""어린 왕자의 별""","4,747,600",949,"16,335,000",129명
216,추억의 달동네,"9,495,000",949,"16,335,000",113명
217,3D 모델링 리소스 [ 동동이 조각상 패키지 ],"9,495,000",949,"16,335,000",97명
218,어썸한 여름을 부탁해,"3,322,600",949,"16,335,000",91명
219,"키크니의 첫 공식굿즈, 2022년 일력 <우리는 고급일력>","142,307,776",948,"16,335,000","3,418명"
220,스케치업 웹툰 배경_연남동 연트럴파크,"9,487,000",948,"16,335,000",134명
221,<프루스트 컬렉션> 오 쁘렝땅을 거니는 수트의 그녀,"9,481,001",948,"16,335,000",133명
222,여왕을 위하여/스타크로스드,"47,379,000",947,"16,335,000","1,040명"
223,청사과와 청포도의 싱그러운 만남 <애플머스캣> 그린 퍼퓸,"9,474,000",947,"16,335,000",286명
224,메탈 코인 프로젝트: 퀄리티 높은 다용도 금속동전!,"18,944,500",947,"16,335,000",328명
225,"지금, '나' 퀴어&페미 티셔츠","14,202,009",946,"16,335,000",632명
226,<트램웨이즈 : 부산 확장>,"946,300",946,"16,335,000",119명
227,웹툰 배경 스케치업_중세 마을 도시,"9,460,000",946,"16,335,000",70명
228,"[유기견] 미미야, 이번 겨울은 따뜻할거야!","9,458,500",945,"16,335,000",524명
229,[월간편지서비스] 당신께 보내는 작가의 편지 - '감정'편,"9,458,100",945,"16,335,000",223명
230,지치고 힘든 당신을 위한 <셀프 심리치료 동화>,"4,726,000",945,"16,335,000",171명
231,기타가 쉬워져요 <전무진의 말랑기타>,"9,451,450",945,"16,335,000",515명
232,사랑을 전하세요,"945,000",944,"16,335,000",27명
233,홈리스의 자립을 응원하는 빅이슈 스마트폰 굿즈,"6,604,500",943,"16,335,000",335명
234,"발끝에서 먼저 만나는 봄, 양말 패키지","6,604,000",943,"16,335,000",321명
235,ZEZE의 스케치업 버스와 3D엑스트라,"9,430,000",943,"16,335,000",117명
236,"도밍의 < 인어테마: '어떤,기록' 다이어리와 달력 >","66,004,000",942,"16,335,000","1,617명"
237,"월간커피, 색동 같은 다채로운 맛의 유기농 콜드브루 커피","4,711,000",942,"16,335,000",261명
238,좋은 가격으로 만나는 세가지 색상의 울90 핸드메이드 코트,"9,418,000",941,"16,335,000",64명
239,바닐라 머스크와 무화과 밀크티의 달콤함을 담은 향수,"6,626,000",946,"16,335,000",138명
240,‘원마일 웨어’ 룩으로 집에서도 밖에서도 로맨틱하게!,"4,704,000",940,"16,335,000",65명
241,맵 메이킹 브러쉬,"6,580,000",940,"16,335,000",510명
242,겨울 배경 슥삭 브러쉬 20세트,"2,817,000",939,"16,335,000",153명
243,'담케이크'의 달콤달콤 러블리한 크리스마스 선물,"2,817,000",939,"16,335,000",107명
244,[ 익명이 ] 스위트 드림 피규어 시리즈- 천사 vs 악마,"18,769,000",938,"16,335,000",421명
245,<떡국누나> 말랑말랑 프렌즈 랜덤 미니 피규어 Vol.1,"9,381,000",938,"16,335,000",193명
246,다채로운 대화를 만드는 카드게임 Pick Your Card,"9,378,500",937,"16,335,000",310명
247,스케치업 웹툰배경 - 로판 다용도 실내배경과 중세도시,"9,376,000",937,"16,335,000",132명
248,책/다이어리에 자석으로 착! 펜꽂이까지 가능한 가죽책갈피,"14,062,400",937,"16,335,000",507명
249,"여름날의 감동을 담은 비주얼노벨, '여름의 끝에 피는 꽃'","14,054,910",936,"16,335,000",258명
250,허니 소믈리에가 만드는 [스페셜티 허니 라벤더 티백],"9,359,500",935,"16,335,000",335명
251,"가벼운 리사이클링 소재와 힙한 감성, <페인팅백>","4,677,000",935,"16,335,000",74명
252,"일년플랜, 한장으로 관리하자! 2020년 포스터 캘린더","4,675,500",935,"16,335,000",562명
253,가장 가위다운 가위 'Chef's',"9,344,000",934,"16,335,000",61명
254,스마트폰 RPG만들기 'RPG스토어',"4,668,999",933,"16,335,000",59명
255,진짜 하루만에 끝내는 프리미어,"28,000,200",933,"16,335,000","1,268명"
256,헤모글로빈의 시인 <타란티노 : 시네마 아트북>,"23,314,000",932,"16,335,000",501명
257,"위스키의 맛과 멋, <초보 드링커를 위한 위스키 안내서>","27,976,000",932,"16,335,000",834명
258,플레지르 크리스마스 홀리데이 미니 쿠키!,"4,653,000",930,"16,335,000",145명
259,버려진 흙이 주는 일상 속 선물 [리바이브],"4,652,000",930,"16,335,000",48명
260,"나이트런 10주년 헌정 모바일 게임 ""나이트런:레콘키스타""","186,044,700",930,"16,335,000","1,951명"
261,마법같은 일상의 판타지 <오우드 레인>,"13,952,800",930,"16,335,000",191명
262,(투닥토닥) 스케치업 프로젝트 No.3 _ 화분,"9,300,000",930,"16,335,000",309명
263,혈액순환이 되는 엉덩이를 만드는 SOFF5cm라텍스방석,"1,859,600",929,"16,335,000",44명
264,"신비하고 아름다운 투명물고기 ""골격염색표본""","4,644,000",928,"16,335,000",165명
265,"앨리스가 남긴 두 번째 책, <거울 나라 가이드북>","27,854,611",928,"16,335,000",737명
266,"데이트폭력방지법, 왜 통과가 안 되는지 아시나요?","9,281,869",928,"16,335,000",669명
267,특별한 여행길을 위한 메이플스토리 몬스터 캐리어,"4,640,000",927,"16,335,000",38명
268,"스케치업 웹툰 배경""회사""","9,261,000",926,"16,335,000",147명
269,상큼함 & 포근함 < 블루베리 > 퍼플 퍼퓸,"9,259,400",925,"16,335,000",220명
270,한 번 배워 평생쓰는 디자인 스킬 모음집,"9,532,000",925,"16,335,000",532명
271,돼지고기특수부위와 양념젓갈의 첫 만남,"4,623,800",924,"16,335,000",152명
272,"머리 위로 펼쳐지는 조선의 하늘, 천상열차분야지도 우산","13,868,000",924,"16,335,000",179명
273,능숙한 타로카드 해석을 위한 실전 활용서,"27,712,000",923,"16,335,000",716명
274,"""우리의 사계절"" 2021 달력 with 슬로우어스","9,236,000",923,"16,335,000",404명
275,로판풍 종합 장식 브러쉬,"9,230,000",923,"16,335,000",287명
276,로판 및 각종 웹툰 속 어두운 연출을 위한 [시든꽃브러쉬],"4,615,000",923,"16,335,000",158명
