,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
75,"프로이직러의 퇴사&입사 스토리<3번의 퇴사, 4번의 입사>","3,160,500",316,"1,000,000",125명
76,"월 화 수 목 금 토 일 , 매일 매일 요일티셔츠!","3,160,500",316,배송 완료,80명
77,"[구움과자]우리의 특별한 연말, 마티네 베이크 휘낭시에","1,580,000",316,배송 완료,41명
78,싱숭싱숭 내 마음을 위로해 줄 글쓰기 [오늘마음쓰다],"3,160,000",316,배송 완료,126명
79,애쉬크로프트의 라운드 앤 스퀘어 <펑션&렉타> 안경,"3,160,000",316,"1,000,000",40명
80,"소중한 너를 위한 ""모든 생명은 소중해"" 2021캘린더","3,159,200",315,"1,000,000",61명
81,못다 핀 꽃 한 송이의 평범한 일상을 담은 파우치,"3,159,000",315,"1,000,000",57명
82,"일상을 선물해준 그들의 오늘을 담은 ""파우치&원목클립보드""","3,159,000",315,"1,000,000",75명
83,12월의 함께나누는 촉촉한 파운드케이크,"947,500",315,배송 완료,31명
84,"몸,애무,섹스. 남녀의 숨겨진 속마음을 묻다 <솔직백답>","2,526,000",315,배송 완료,137명
85,개남 PUPPYBOY 1st 굿즈,"15,786,700",315,배송 완료,338명
86,꼬메잼잼 - 여름에는 논카페인 허브티로 상큼한 하루 만들기,"2,209,500",315,"700,000",61명
87,"담백하게 즐기는, 모두를 위한 '속편한 빵'","1,577,300",315,배송 완료,52명
88,15번째 시간을 기록합니다,"9,463,000",315,배송 완료,256명
89,"일상으로 이어지는 여행의 추억, 수원 화성 참기름과 들기름","3,154,100",315,배송 완료,25명
90,"내 손 안의 자연, 필름사진 그립톡","946,225",315,배송 완료,51명
91,나만의 공간을 밝혀줄 원피스 LED 무드등,"3,153,000",315,배송 완료,64명
92,지구를 살리는 희망의 지도 <세계 생태마을 네트워크>,"6,305,000",315,배송 완료,208명
93,놀이공원 세트- [스케치업 웹툰 배경],"3,151,000",315,배송 완료,71명
94,"매일의 기록이 부담스러운, 모든 이를 위한 <EASY 록>","2,520,600",315,배송 완료,93명
95,나의 작은 식물원 2021년 캘린더,"2,834,500",314,배송 완료,125명
96,MAKF 악필 폰트,"2,519,000",314,배송 완료,77명
97,선인장 가죽을 만난 한복 가방을 일상으로,"6,296,000",314,배송 완료,87명
98,오컬트 생존 추리 어드벤처 '노베나 디아볼로스',"15,736,900",314,"5,000,000",467명
99,"요리가 싫은 우리를 위한 레시피북, '요리 싫어 요리책'","3,146,000",314,배송 완료,90명
100,음악 그리고 여성 <두 개의 목소리>,"9,435,500",314,"3,000,000",412명
101,웹툰 스케치업 - 물류센터,"6,290,000",314,배송 완료,50명
102,열려라 참깨! 유기농 참기름으로 우리 가족 건강 열기!,"31,450,000",314,배송 완료,"1,381명"
103,"[언블백] 가치있는 소비, 속이 '꽉'찬 친환경 데일리백","1,571,900",314,배송 완료,31명
104,"집에서 편하게 받아보는 플라워 클래스, 플라낭","1,571,900",314,"500,000",17명
105,목 긴 천사들과 고장난 기계들과 칠흑의 산: <1x4>,"220,000",314,배송 완료,17명
106,"우리가 사랑하는 마음의 모양 ""Heart Ring""","1,571,000",314,배송 완료,35명
107,"어린 시절을 추억 하며, BITTER SWEETS!","4,712,000",314,"1,500,000",198명
108,"<한국, 여성, 그래픽 디자이너 11>","18,844,222",314,"6,000,000",718명
109,[스케치업] 무협 사극 세트,"3,140,000",314,배송 완료,54명
110,"'2022 제주' 포스터북 달력, 아트 포스터","1,570,000",314,배송 완료,32명
111,2018 2.5번째 프로젝트 원석 귀걸이 : SAVOR,"942,000",314,"300,000",44명
112,청심국제중고등학교 영자신문 'The Quill',"1,256,000",314,"400,000",29명
113,"우리와 닮아있는 공장의 세상, 견성로 168번길","5,274,590",313,"1,680,000",100명
114,<세상에서 땅끝으로> 로마에서 산티아고 3018km 순례길,"3,139,000",313,배송 완료,77명
115,"그들을 기억하며, 돋을볕뱃지와 지새는달뱃지","2,196,500",313,"700,000",172명
116,사전처럼 쏙쏙 뽑아 쓰는 유용한 엑셀 함수 85선(PDF),"941,000",313,배송 완료,89명
117,MZ세대를 위한 부동산 공부,"3,136,000",313,배송 완료,159명
118,'LESS'가 'WREATH'가 되도록,"1,097,500",313,배송 완료,54명
119,[스케치업 웹툰배경] 동양풍 일본 마을 배경,"3,135,000",313,"1,000,000",55명
120,사지 않고 입양하는 문화를 만드는 '포인핸드 매거진' 2호,"12,538,200",313,배송 완료,694명
121,"꼭 필요한 데일리백, 바리백","6,268,200",313,배송 완료,120명
122,"도시괴담 소설집 vol 2. <괴이, 도시>","9,401,000",313,배송 완료,248명
123,[스케치업]한강대교/한강철교/올림픽대로/강변북로/노들로,"4,700,000",313,배송 완료,47명
124,웹툰 스케치업 - 주거지역 빌라촌,"1,253,000",313,배송 완료,32명
125,세계최초! 메이크업&클렌징 TOOL - 젤잇 실리콘퍼프,"15,657,900",313,배송 완료,728명
126,마음이 소복소복 고양이 일러스트 2022년 캘린더,"2,129,420",313,"680,000",61명
127,"책상 위의 작은 텃밭, 텃밭 가드니와 얏채!","3,131,000",313,배송 완료,48명
128,한 송이의 꽃을 위한 '우드 인 콘크리트 화병',"1,565,333",313,배송 완료,40명
129,한복 미인도 일러스트 엽서&굿즈,"313,000",313,"100,000",13명
130,"버려지는 수입맥주병에 제주의 향을 담다, <맥주병캔들>","3,130,000",313,"1,000,000",70명
131,"작가 덕질 아카이빙 잡지 [글리프] 2호, 구병모 편","7,825,000",313,배송 완료,430명
132,Edmond -Juliette Binet,"4,693,000",312,배송 완료,126명
133,"이별에서 찾은 다정함을 그린 그림책 <안녕, 나나>","10,839,500",312,"3,465,503",303명
134,"PeTree와 함께하개!-반려견, 인식표 달기 캠페인","688,000",312,"220,000",71명
135,세계 아동들에게 교육의 기회를 선물해주는 “목걸이”,"938,000",312,배송 완료,60명
136,제주 바다에서 온 나무들로 만드는 <비치코밍 나무펜>,"3,126,000",312,배송 완료,67명
137,"쇼콜라띠에가 제안하는 가나슈, 그 두번째 이야기","1,406,000",312,배송 완료,43명
138,정신과 보호병동 입원기 <살아있는 게 기특한 사람>,"2,499,000",312,배송 완료,167명
139,"야심 차지만, 세상 게으른 <웅크린 선인장> 와이어 인형","9,371,000",312,배송 완료,252명
140,미혼모일시보호쉼터 지원을 위한 목화 뱃지,"3,123,500",312,"1,000,000",228명
141,[앵콜]가방 속을 깔끔하게 정리하는 에가든 '잇 파우치',"1,561,600",312,배송 완료,38명
142,웨스턴 카잇 정규 2집 [ultraviolet!] 발매,"6,246,000",312,"2,000,000",117명
143,지상에서의 무호흡. 만화 <하이폭식 트레이닝>,"2,186,000",312,"700,000",74명
144,래디컬 페미니스트를 위한 잡지 <RADish> 4호,"15,601,500",312,배송 완료,621명
145,웹툰 스케치업 '한옥' 배경,"31,200,000",312,"10,000,000",112명
146,바누코와 함께 반려동물에게 당신의 사랑을 전하세요!,"3,119,600",311,배송 완료,38명
147,스카프에 UFO가? 스카프가 키치함을 만났을 때.,"2,183,700",311,"700,000",56명
148,조각 조각 리스본 꾸러미,"2,027,500",311,배송 완료,64명
149,겨울용 브러쉬 총 집합!,"1,559,000",311,배송 완료,73명
150,김지훈 시집<아버지도 나를 슬퍼했다>,"1,559,000",311,"500,000",83명
151,"1950년대 항구의 라이프 스타일을 담은 캔버스화, 캐치볼","31,167,400",311,"10,000,000",311명
152,활자모—모바일 환경을 고려한 본문 활자《아티클》,"9,350,000",311,"3,000,000",160명
153,웹툰 오브젝트_밀리터리 시리즈,"935,000",311,배송 완료,33명
154,천용성 2021년 신작 - 분하고 더러운 팝 [수몰],"12,464,000",311,배송 완료,248명
155,실제 부산 맛집 이야기를 담은 만화 <탐식보도>,"3,116,000",311,배송 완료,105명
156,"SNU DESIGN WEEK, 서울대 디자인전공 졸업주간","3,116,000",311,배송 완료,87명
157,"2018 하나달 캘린더, 스쳐왔던 작은 꿈을 응원해요.","1,869,222",311,배송 완료,46명
158,"가축,동물들","3,115,000",311,배송 완료,42명
159,[나침반 주얼리]흔들려도 괜찮다. 우리는,"1,557,000",311,배송 완료,63명
160,『 용! 』내가 만나본 몇몇 용들에 대한 기록집,"9,342,000",311,"3,000,000",330명
161,소방관 눈물 닦아주기 법 응원을 위한 시민들의 GO 챌린지,"3,114,000",311,"1,000,000",339명
162,"2019년 달력 [리스본, 그 거리에서]","1,557,000",311,배송 완료,62명
163,반짝이는 일상을 담아내는 어른이를 위한 '그림일기장',"622,555",311,배송 완료,23명
164,몰랑이 대형 피규어저금통 5종,"9,336,000",311,배송 완료,324명
165,창작집단 시파티만99번째의 창작뮤지컬<JUST ALICE>,"622,000",311,"200,000",50명
166,6가지 맛의 마카롱 (x서울디저트페어),"311,000",311,"100,000",23명
167,밥도둑-짜지않고 깔끔하게 맛있는 '새우장·연어장' 입니다!,"2,176,000",310,배송 완료,34명
168,시간은 동글동글 2020 캘린더,"621,456",310,배송 완료,40명
169,"<독도의 수호신, 강치를 기억해 2탄>","3,106,500",310,배송 완료,278명
170,커플들의 걱정 고민 덜어주는 르셍치약,"6,213,000",310,배송 완료,94명
171,"여성 트렁크, 가을로 물들다. 'UNDERPANTS_A'","11,490,000",310,배송 완료,260명
172,흐르는 시간을 담은 모래시계 '메멘토 모리',"4,658,000",310,배송 완료,91명
173,코로나 때문에 여행 못가 슬퍼서 만든 트로피컬 화투,"7,763,000",310,"2,500,000",413명
174,페미니즘 인문학 강좌 “여성역사 발굴단”,"1,552,440",310,"500,000",27명
175,쉽게 쓸 수 있다! 업종 및 문항별 합격자소서 모음집,"620,800",310,배송 완료,54명
176,[앵콜] 요리에 자신감이 생기는 '원 페이지 요리책',"1,551,800",310,배송 완료,129명
177,소장하고 싶은 토이 캔들. 캔디캔들&사과베어캔들.,"931,000",310,배송 완료,32명
178,"모먼트시리즈의 2022 달력, 정조가 사랑한 책가도 모먼트","2,948,000",310,배송 완료,112명
179,고로 X 멍청새 콜라보 [따뜻한 겨울나기],"9,309,100",310,"3,000,000",185명
180,인생은 파노라마. 2020다이어리,"3,103,000",310,"1,000,000",147명
181,"디자인은 미니멀, 수납은 맥시멀! [그리드백]","1,551,500",310,"500,000",17명
182,"화려함이 깃든, 특별한 당신을 위한 엔틱 이어링.","211,000",310,"68,000",5명
183,<중국복식-남성편> 한푸의 무궁무진한 매력,"12,403,000",310,배송 완료,427명
184,[스케치업 웹툰 배경] 프로야구 2군 야구장,"310,000",310,배송 완료,31명
185,"말라위 책 없는 슬럼가 아이들을 위해 ""매니를 찾아서""","1,550,000",310,배송 완료,53명
186,"모두가 만들어가는 공연, LOVE FESTA!","1,860,000",310,배송 완료,79명
187,성대 연기예술학과 2015년 졸업공연 <바냐아저씨>,"1,240,000",310,"400,000",21명
188,"2020년, 모두의 워라벨을 위한 '다반향초 향로와 선향'","6,199,000",309,배송 완료,125명
189,""" 매-일 2022 담음 일기장 ""","3,099,000",309,배송 완료,103명
190,[웹툰 스케치업] 연못 정원과 누각,"3,099,000",309,배송 완료,53명
191,"대한민국, 새로운 아웃핏 컬처가 되길 : KOR 후디","5,578,000",309,배송 완료,81명
192,"1인 출판 올인원 가이드, 책 제작과 출판코칭 80 QnA","2,169,000",309,배송 완료,169명
193,꾸덕쫀득!죄책감없이 먹자! 채식 두부 브라우니 시리즈!,"1,549,100",309,배송 완료,49명
194,마음을 전하세요 HEART MUG 하트머그,"1,548,800",309,배송 완료,37명
195,"웹툰, 일러스트에 디테일을 더해주는 자수 브러쉬 세트","2,478,000",309,배송 완료,118명
196,방금 떠올린 프로포즈의 말을 너에게 바칠게.,"9,292,000",309,배송 완료,268명
197,"갱쥬쿠키 , 경주에 으뜸가는 신라의 향기","1,548,500",309,배송 완료,51명
198,"동화 같은 연주앨범, '이야기의 시작'","7,742,000",309,배송 완료,81명
199,중년 여성 주인공 액션 판타지 만화 <청소부>,"6,192,000",309,"2,000,000",193명
200,썸머비치 랑그드샤! 바다를 디자인하다.,"2,167,000",309,배송 완료,76명
201,뱃지 프레임. 내 뱃지를 더욱 특별하고 반짝이게 합니다.,"6,191,000",309,"2,000,000",236명
202,IRIR(일렁일렁) : 우리의 물결 / 커스터마이징 케이스,"681,000",309,배송 완료,31명
203,억압없는 pure한 강아지 세상을 위해 ‘똥꼬발랄 에코백’,"619,000",309,"200,000",31명
204,요즘 브랜드: 당신이라는 브랜드에게,"6,189,386",309,배송 완료,290명
205,환경을 위한 더 easy한 습관 : 우산파우치,"2,166,100",309,"700,000",240명
206,고양이의 마음 : 수의사가 알려주는 고양이 행동학,"928,000",309,"300,000",140명
207,11도의 첫 EP앨범 'Dive into Sea',"4,640,000",309,배송 완료,117명
208,"답답해서 내가 쓴 <유럽, 교환학생>","4,949,000",309,배송 완료,265명
209,[시원한 물에도 OK] 건강한 일주일을 위한 아코 가루차,"1,546,000",309,배송 완료,52명
210,계절을 지나는 동물들을 그린 '이 달의 동물들' 포스터,"1,545,950",309,배송 완료,44명
211,"#문단_내_성폭력, 우리가 쓰기 시작했다","61,831,507",309,배송 완료,"2,321명"
212,90가지 궁중복식 포즈(용포 / 당의),"3,091,000",309,배송 완료,19명
213,롤플레잉 추리 게임 <이프>,"9,272,500",309,배송 완료,390명
214,소녀 아로마디퓨저가습기,"15,453,000",309,"5,000,000",177명
215,사계절이 지나도록 편지만 들춰보다가(에세이),"927,000",309,"300,000",38명
216,"밀가루가 들어가지 않은 디저트, ""노밀가루퍼지""","618,000",309,배송 완료,20명
217,새로운 학교폭력의 실태 공표! 영화<그림자>,"617,886",308,배송 완료,21명
218,퀴어페미니스트매거진 | 펢 | 3호,"9,267,200",308,배송 완료,346명
219,"아침햇살이 스며들어오는 침실, 그 공간의 향[선샤인]","1,544,500",308,"500,000",90명
220,수집 좋아하시나요? <계절의 수집품> 엽서책과 2021달력,"1,544,500",308,배송 완료,53명
221,나와 우리의 이야기 <부에노스아이레스> 단행본,"3,088,500",308,배송 완료,115명
222,밤하늘이 펼쳐지는 뽀짜툰 3단 우산 & 모찌 방석 등,"15,440,800",308,"5,000,000",309명
223,"최고의 투잡, 팔리는 전자책 작성법 <A to Z> 노하우","1,544,000",308,배송 완료,162명
224,그 대학은 안전하지 않다.,"3,088,000",308,배송 완료,183명
225,"당신의 다정 앞에 도착한 시, 집 『무주택자』","2,470,000",308,"800,000",64명
226,본격 kbo 프로야구 보드게임..전설을 만나다.,"12,350,000",308,배송 완료,292명
227,"마음이 쉬어가는 곳, 그림책 <오아시스 갤러리>","4,631,000",308,배송 완료,110명
228,"""Ari는 고양이 내가 주인"" 깨무는 모찌 인형","30,872,486",308,배송 완료,767명
229,심리치료 일기 [이제 그만 우울을 놓아주고 싶다],"3,087,000",308,"1,000,000",146명
230,F1레이싱카툰-일요과속극장-45화,"463,000",308,"150,000",55명
231,세계를 복구시키기 위한 여정 '크로노 아크',"20,060,000",308,"6,500,000",386명
232,"[나의 목적지] : ""476 VENTURE 링, 반지""","1,543,000",308,배송 완료,30명
233,마음건강을 위한 힙합팀의 첫번째 이야기,"1,200,400",308,"389,000",43명
234,"프리랜서 매거진 <Free, not free> 창간호","3,085,000",308,"1,000,000",139명
235,우리 커플링 할까?,"2,159,400",308,배송 완료,16명
236,60마리 유기묘를 모시는 집사의 하루 [그루밍 편],"6,169,000",308,"2,000,000",165명
237,기상천외한 코뮤니즘 실험,"6,168,871",308,배송 완료,335명
238,TypeScript Korea Meetup 2018-1,"1,542,001",308,배송 완료,159명
239,"세계일주, 그 후의 이야기<꿈을 살아내든지, 꿈만 꾸든지>","3,083,640",308,배송 완료,82명
240,내가 당신에게 입국할 차례 <우리가 서로를>,"9,250,199",308,배송 완료,312명
241,73세 엄마가 첫 책을 썼습니다 <강원도의 맛>,"6,165,000",308,"2,000,000",240명
242,"전기 없이도 빛나는, 야광 전구 뱃지","2,311,500",308,배송 완료,235명
243,"그 날, 우리의 마음에 내릴 겨울비 라이브","7,700,252",308,배송 완료,76명
244,로판 고급 빌리지,"3,080,000",308,배송 완료,28명
245,"""소중한 당신""을 위한 탄생석 귀걸이","924,000",308,배송 완료,41명
246,[스튜디오 질풍] 웹툰 스케치업 3D배경 <제3차>,"3,080,000",308,"1,000,000",38명
247,"옷깃에 사랑을. 어버이날, 스승의날 카네이션 브로치","924,000",308,"300,000",51명
248,네가 떠난 빈자리. 떠난 아이와 남은 나를 위한 시간,"924,000",308,배송 완료,45명
249,바삭바삭 크런치바크 VS 새콤달콤 과일바크,"616,000",308,배송 완료,19명
250,1930 모단걸뱃지,"5,542,500",307,배송 완료,214명
251,스케치업 웹툰 배경[ 판타지 마법의 성 ],"3,079,000",307,배송 완료,43명
252,"“여자를 배척하는 조선 남성들에게 고함”, 소설가 지하련","3,047,900",307,배송 완료,271명
253,"최저시급으로 읽는 주간지, <수습시민>","1,377,470",307,배송 완료,47명
254,"취향공유 플랫폼 Nerd의 7번째 잡지, Explore","1,539,000",307,배송 완료,83명
255,웹툰 <굿바이 프로젝트> 단행본 출간!,"15,390,000",307,배송 완료,390명
256,<서른아홉 행복가능보고서> 아빠들을 위한 삶문집,"1,539,000",307,배송 완료,65명
257,검은머리 파뿌리되도록 나로살기위해<희망을버려 그리고힘내>,"3,077,000",307,"1,000,000",124명
258,약초의 이로움과 농부의 정직함을 2g에 담다,"6,154,000",307,배송 완료,56명
259,보이지 않는 당신의 노력을 응원합니다 // 바이애슬론 볼캡,"1,538,500",307,"500,000",107명
260,서울에 페미니즘 광고하기 : 우리는 멈추지 않을 것입니다,"6,150,080",307,"2,000,000",253명
261,동인 앨범 「우리는 마치 새벽 4시 17분과 같이」,"9,222,001",307,"3,000,000",201명
262,하루 10분! 몸의 균형을 잡아주는 바른자세 허리 벨트,"3,074,000",307,배송 완료,64명
263,헬로좀비_2부(+1부),"30,735,000",307,배송 완료,694명
264,1쪽짜리 책을 읽어요,"3,072,345",307,배송 완료,170명
265,"어둠에서 빛을 찾아 떠나는 여행, 「투구: 심해의 모험가」","1,536,111",307,배송 완료,48명
266,매일이 안전해서 든든한 집 <부모님을 위한 집수리 안내서>,"3,071,500",307,"1,000,000",177명
267,내 책상 위 작은 오브제 : Magnet Holder,"2,149,000",307,배송 완료,71명
268,프로N잡러가 택한 최후의 직업<사모님! 청소하러 왔습니다>,"2,149,000",307,배송 완료,57명
269,오랫동안 준비한 이야기 :: 괴물을 부르는 방법,"1,842,000",307,배송 완료,50명
270,"선정리 달인, 잘라쓰는 '롤 벨크로' 맞춤길이 4종","920,800",306,배송 완료,92명
271,내면의 평화를 위한 플레이리스트 가이드북 <뮤직포이너피스>,"12,275,777",306,"4,000,000",606명
272,"맥주냥, 맥주토끼","6,137,000",306,배송 완료,278명
273,페미니스트 저널 이프 1997 창간호 소장판,"12,269,000",306,배송 완료,600명
274,[뱃지] 지구는 인간만의 것이 아닙니다.,"3,066,000",306,"1,000,000",309명
275,"몸도 마음도 낭낭한 고양이들, '낭낭이들 뱃지와 엽서'","3,065,500",306,배송 완료,126명
276,"1년 열두 달 매일매일, 2019 애뽈 숲소녀 달력","9,194,000",306,배송 완료,292명
277,"멸종위기동물 돕기 프로젝트, ""당신의 관심이 없다면""","6,127,400",306,"2,000,000",155명
278,'한글조각'이 만들어 내는 따뜻한 메세지,"3,061,000",306,배송 완료,54명
279,"야매요리만 모은 요리책, <듣도 보도 못한 레시피>","3,060,000",306,배송 완료,206명
280,"장미의 정원 속으로 연결하는 여왕의 향 ""레지나데로즈""","1,530,000",306,배송 완료,45명
281,스케치업 한국 악기,"1,530,000",306,배송 완료,51명
282,조금은 특별한 사진 <2017 포토 포스터 캘린더>,"3,058,700",305,"1,000,000",91명
283,어느 여름날 만난 마법 같은 이야기 <별이 내린 여름날>,"1,529,000",305,"500,000",88명
284,"[이펙트 뱃지] 불, 물 원소 뱃지","1,528,000",305,배송 완료,76명
285,키덜트리포트 2017년 탁상달력,"6,111,000",305,"2,000,000",411명
286,"당신을 위한 감성 단어 사전, <언어 문>","6,721,500",305,배송 완료,343명
287,"가장 부산다운 잡지, <다시부산> 7호","6,110,000",305,배송 완료,261명
288,"3인 3색, 스펙 부자 선배들이 알려주는 대학생활 가이드!","1,008,000",305,배송 완료,150명
289,화가 나니? 불안하니? 나를 뿌려봐 _ 아로마 스프레이,"3,053,200",305,"1,000,000",66명
290,"나의 식물생활 메이트, 소셜플랜츠클럽","1,526,400",305,배송 완료,56명
291,몰랑 랜덤 피규어 12종 (3탄) - 잠자는 몰랑 친구들,"6,105,000",305,배송 완료,157명
292,"고요하고 서늘한 겨울밤의 향 ""Neige""","3,052,000",305,배송 완료,78명
293,고태관의 유고 시집 <네가 빌었던 소원이 나였으면>,"3,052,000",305,배송 완료,121명
