,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
93,깊은 밤 그리고 '행성 책갈피',"356,000",178,배송 완료,12명
94,내리쬐는 태양 아래 꿈의 퍼즐을 맞추는 두 사람 <세닛>,"3,560,000",178,배송 완료,121명
95,생태전환사회와 지속가능한 환경교육을 위한 <환경 사전>,"3,560,000",178,"2,000,000",67명
96,듀엣북 <삼월의 섬>,"6,230,000",178,"3,500,000",134명
97,"삼반수 끝에 교사가 되어 쓴,<일찍 실패해서 참 다행이야>","356,000",178,배송 완료,24명
98,"나에게 해주고 싶은 말 ""필로소피 팔찌""","1,513,000",178,배송 완료,49명
99,"스물아홉, 결혼 말고 독립일기 <당신도 혼자 살고 있나요>","1,779,800",177,배송 완료,83명
100,품격있는 주얼리 아름다움을 선사하다-천연보석 목걸이,"1,779,500",177,"1,000,000",60명
101,[발렌타인데이/설날] 무궁화 마카롱이 피었습니카롱?!♥,"1,779,500",177,배송 완료,78명
102,"어둠 속 포근한 이야기, <할아버지의 시계>","7,114,000",177,배송 완료,240명
103,556km 도보 에세이 <띄엄띄엄 산티아고 순례길>,"1,067,000",177,배송 완료,45명
104,서양풍의 고급스런 동물 스탬프 브러쉬 시리즈,"889,000",177,"500,000",43명
105,그리움을 찾아 떠나는 모험 동화책 ‘해피’,"1,778,000",177,배송 완료,94명
106,"내가 만든 꽃을, 나를 만든 당신께.","889,000",177,배송 완료,31명
107,다방의 첫 미니 앨범 제작에 함께 해주세요!,"4,976,555",177,"2,800,000",104명
108,어서오세요. 바게트호텔 입니다.,"5,332,000",177,배송 완료,171명
109,"엉덩이가 정직한 나는, 슬픈 쾌락주의자","5,332,000",177,"3,000,000",254명
110,조금은 느리게 그러나 함께 : 경계선 아동의 일러스트 굿즈,"1,421,600",177,"800,000",59명
111,프로활동러가 만든 건강한 나를 위한 겨울 아웃도어 팬츠,"6,219,000",177,배송 완료,53명
112,"나를 안아주고 싶은 날, 허그미 애플티","1,776,800",177,배송 완료,70명
113,엠피리얼 vs 픽셀 택틱스,"1,776,800",177,배송 완료,360명
114,우리다 블렌딩티: 발달장애인의 꿈을 우리다,"1,776,800",177,"1,000,000",81명
115,"나를 가장 빛나게 해줄, 하나뿐인 작약꽃 향수 '러브포미'","2,664,000",177,배송 완료,46명
116,"싱글도 프리랜서도 괜찮아, 『꽁꽁 숨고 싶을 때, 강릉』","1,776,000",177,배송 완료,65명
117,"베틀로 짠 직물세트, '트윌 컵받침'","888,000",177,배송 완료,12명
118,우리가 만드는 장밋빛 대한민국,"1,776,000",177,배송 완료,123명
119,"접어서 안전하게, 걸어서 간편하게! ‘키퍼링’","887,982",177,배송 완료,59명
120,"마음의 문이 열리는 시간, '메리노크'보드게임","3,551,000",177,배송 완료,86명
121,식물 액자 뱃지 <Tropics in the frame>,"3,550,000",177,"2,000,000",164명
122,[상상토끼 옛글씨 폰트 프로젝트] 세종대왕님 만세 시리즈,"1,775,000",177,"1,000,000",172명
123,[소:통] 프로젝트 | 청각장애 인식개선 캠페인,"532,500",177,배송 완료,38명
124,"차 한 잔의 시간, 실 한 가닥의 공간. <헤링본 티매트>","1,775,000",177,배송 완료,15명
125,필름카메라로 담은 <Summer in Barcelona>,"2,662,486",177,배송 완료,68명
126,"동물 착취 없는 리얼 레더, 친환경 식물성 가죽 크로스백","2,538,000",177,"1,430,000",33명
127,연못의 연꽃과 모과의 달콤함이 감도는 <로터스퀸스>,"3,549,000",177,배송 완료,80명
128,무료글꼴로 베스트셀러 뚝딱 만들기 인디자인 템플릿 100개,"6,210,000",177,"3,500,000",252명
129,"추리 어드벤처 게임 <무연>, PC판 출시","3,016,000",177,"1,700,000",156명
130,올해 마지막 여름을 담다 < 반려동물 털 악세사리>,"887,000",177,배송 완료,23명
131,MYTHOS 신화 속 2019캘린터 &일러북,"887,000",177,배송 완료,41명
132,"삐뚤빼뚤, 완벽하지 않아도 괜찮아! 지로의 굿즈 소개","887,000",177,"500,000",28명
133,"독립을 바란 두 친구, 동토의 꿈","7,095,500",177,"4,000,000",170명
134,아트워크 갈아엎고 재탄생한 '암호화폐와 투자자들',"2,306,000",177,"1,300,000",50명
135,"[봄, 패션]착화감이 좋은 스니커즈 '에어 라텍스 슬립온'","17,736,000",177,배송 완료,149명
136,"브라우니와 케이크의 사이, 촉촉 파운드 케이크","886,800",177,"500,000",35명
137,"올 가을, 피그미라쿤이 당신을 찾아갑니다. [매듭가방세트]","1,507,000",177,배송 완료,47명
138,물러터진 마음으로 까칠한 세상을 산다는 건 <물컹한 영혼>,"1,418,000",177,"800,000",64명
139,2021 성균관대학교 의상학과 졸업패션필름,"886,000",177,배송 완료,42명
140,"컨셉 일러스트 시집, 『107』","974,555",177,"550,000",77명
141,"광고마케팅 잡지, 콤마매거진 2019 봄호 <플랫폼> 발간","1,506,000",177,배송 완료,129명
142,하드보일드 사이킥 액션 <웨어와일드>,"8,858,000",177,"5,000,000",152명
143,"[섬 컴퍼니]제주 자연을 담아 낸 아이패드, 노트북 파우치","14,169,000",177,"8,000,000",271명
144,"서울의 디자인을 담은 <산책, 서울의 글자들>","14,168,000",177,배송 완료,328명
145,역사알리기 프로젝트 2탄 : 도산 안창호 자수티셔츠,"1,771,000",177,배송 완료,57명
146,스마트폰이 나를 뛰게 한다고? <VRFit 런닝머신 센서>,"5,312,000",177,배송 완료,41명
147,숭실대학교 사진예술연구회 빛누리 44회 정기전시회,"1,080,000",177,배송 완료,35명
148,모바일 비주얼노벨 :: <꿈꾸는 별빛의 플레이아데스>,"5,311,111",177,"3,000,000",98명
149,"유기견들을 향한 포근함을 담은 '폰케이스', '스마트톡'","885,000",177,"500,000",45명
150,"'널 지켜줄게' 따뜻한 겨울나기, 오가닉 캐주얼 데일리웨어","2,655,000",177,"1,500,000",17명
151,청춘 코미디 연극 <청춘 라이더> 무명 배우들의 끼방출,"885,000",177,"500,000",38명
152,대구 평화의 소녀상 건립 소녀상LED,"5,310,000",177,배송 완료,168명
153,자연주의 밴드 '혜아'의 첫 EP 앨범 <나비>,"1,327,000",176,"750,000",45명
154,당신의 일상 속 반짝임을 더해줄 <고양이 감성 고블렛잔>,"1,769,000",176,배송 완료,78명
155,"차근차근 천천히, 윔지마인드의 가벼운 셔츠.","1,768,790",176,배송 완료,27명
156,"가치있고 옳은 일을 하는 당신께, 결식아동을 돕는 폰케이스","1,415,000",176,배송 완료,75명
157,"김율 [1st. 소품집] ""낙엽만 굴러가도 꺄르륵""","1,768,700",176,"1,000,000",74명
158,별에서 온 전구냥이 쿠션인형,"3,537,000",176,배송 완료,98명
159,[굴리굴리] 러블리 데이지 랜덤 피규어 8종,"7,072,000",176,배송 완료,132명
160,"희망의 상징, 크로스 무브먼트 목걸이","884,000",176,배송 완료,7명
161,"평생 간직하고 싶은, 하나뿐인 반려동물 커스터마이징 스탬프","884,000",176,배송 완료,26명
162,우울증 버팀일기 <나를 앓던 계절들>,"1,768,000",176,배송 완료,74명
163,자아를 찾는 오이디푸스에게 <찾지 않아도 돼>,"884,000",176,배송 완료,37명
164,내가 직접 만들어 선물하는 행운의 상징 <고래목걸이>,"1,767,000",176,배송 완료,23명
165,[뱃지&폰케이스] 세상에서 가장 귀여운 새. 오목눈이 굿즈,"2,827,000",176,배송 완료,93명
166,"여행의 과정이 주는 위로, 강현우의 일러스트 달력 2020","2,650,000",176,"1,500,000",101명
167,"혼자가 아닌 우리, 2019년에도 美鬪(미투)","530,000",176,배송 완료,47명
168,"꿈에서 본 노래, 권눈썹의 <꿈의 이름>","1,236,000",176,배송 완료,38명
169,"[동화집] 자연이 바라본 세상, 지속 가능한 삶을 위하여","1,765,500",176,배송 완료,55명
170,뽁뽁빽과 친구들,"1,765,278",176,배송 완료,72명
171,"모두를 위한 사회를 위해, 손을 잡다 [시각장애 인식개선]","1,747,400",176,배송 완료,66명
172,오넷의 첫 EP 앨범과 뮤직비디오 제작에 함께해주세요,"3,530,000",176,"2,000,000",48명
173,더이상 침묵은 없다: 동덕 교강사 혐오표현 대응 사업,"882,500",176,"500,000",66명
174,"2018 국민대학교 영상디자인학과 졸업전시, ""엔터위크""","1,765,000",176,"1,000,000",28명
175,"본격 수다 로맨스 '지금, 사랑하고 있나요?'","3,000,000",176,"1,700,000",58명
176,"무기력한 나를 침대 밖으로 인도해줄 옷, OOB 맨투맨","2,647,000",176,"1,500,000",34명
177,타로카드 그리고 우화 'Tarot of the Tails',"5,294,000",176,"3,000,000",112명
178,"2022 달력 : 러브시리즈, 사랑에도 다양한 형태가 있지","882,000",176,배송 완료,37명
179,"당신이 기다려 온 진짜 코미디, STAND UP!","3,528,000",176,배송 완료,77명
180,우울함을 떨치고 당당하게 성공과 부로 가는 비법서,"529,000",176,"300,000",14명
181,[공식]바람의나라가 다람쥐를 뿌렸다! 다람쥐 키보드X장패드,"29,566,000",176,"16,770,000",348명
182,"어디서든 부담없이 꺼내먹어요.깔끔한 숙취해소제 ""바른아침""","1,763,000",176,배송 완료,38명
183,뚠뚠한 뚠냥이 [고양이잡학노트],"2,644,000",176,배송 완료,115명
184,"열등감에세이+어른동화 <긴장풀어요, 지혜씨>","2,097,000",176,배송 완료,60명
185,"childhood, 추억을 담은 복주머니 가방","881,000",176,배송 완료,25명
186,정조의 화성행차를 완성하라! <로스토리 : 왕의 길>,"881,000",176,배송 완료,23명
187,2020 캘린더 & 굿즈 <AVEC LE TEMPS>,"881,000",176,배송 완료,23명
188,자연을 담은 오가닉 목화솜 다용도 차렵이불,"1,762,000",176,배송 완료,8명
189,그래서 누가 죽였는데? 14인 여성 스태프의 영화 <한낮>,"1,938,000",176,배송 완료,99명
190,산문집 '우울과 상리공생 하고 있습니다'와 이야기해요.,"616,500",176,배송 완료,37명
191,"출산 뒤, 담아두었던 이야기들","1,321,000",176,"750,000",83명
192,만화창작집단 19p 의 첫번째 단편집 '열아홉',"1,497,129",176,"850,000",49명
193,'곤드레''만드레' 나는 취해 버렸어.,"1,409,000",176,배송 완료,83명
194,강아지공장 어미견을 위한 팔찌&파우치,"2,113,304",176,"1,200,000",120명
195,20년차 가방 디자이너가 마음먹고 만든 노트북 가방,"3,522,000",176,배송 완료,54명
196,세계 명문대 강의 무료로 듣고 인증서도 받는 '무크',"1,761,000",176,배송 완료,58명
197,"SNOWDROP_ 작은 희망을, 경계선 지능 아동들에게","1,056,500",176,"600,000",66명
198,단편영화 <명왕성>(2017),"1,232,554",176,배송 완료,66명
199,계간홀로 6주년~강산이 절반 넘게 변해도 나오는 14호~,"3,520,796",176,"2,000,000",247명
200,<공원일기 Letter from the Park> 출판,"2,288,456",176,"1,300,000",74명
201,당신의 숨겨둔 멍청한 생각을 꺼내주세요.,"352,000",176,배송 완료,12명
202,"사라져가는 자연, 잊혀가는 언어. 제주를 '담-다'.","880,000",176,"500,000",39명
203,단편영화 <누구의 잘못도 아닌>,"880,000",176,"500,000",25명
204,"우리는 아름답지 않아도 된다, 페미니스트 맨투맨&폰케이스","2,112,000",176,배송 완료,70명
205,고풍스러운 레이스장식/보석장식/메달장식 로판 브러쉬 세트,"1,759,500",175,배송 완료,48명
206,로맨스 판타지의 완성 고퀄리티 앤티크 소재와 브러쉬,"1,759,000",175,배송 완료,43명
207,귀염뽀짝 아기곰 [베어멜리] 봉제인형,"1,759,000",175,배송 완료,22명
208,"팀코칭, 팀교육, 팀창업을 위한<핀란드 팀아카데미>번역서","3,517,800",175,"2,000,000",97명
209,"<차갑지만 포근한, 공허하지만 가득한, 외롭지만 충만한>","1,055,000",175,배송 완료,28명
210,디자인 현상과 이슈 <지난해>,"1,758,000",175,배송 완료,102명
211,"본격 나이 탐색지, 나이이즘","1,758,000",175,배송 완료,90명
212,"스케치업_공항 외부, 내부, 비행기 외부, 내부","1,758,000",175,배송 완료,16명
213,"서울을 상징하다, 휴대폰 스트랩 'S-STRAP'","879,000",175,배송 완료,40명
214,메마른 일상에 촉촉함을 선사해줄 오아시스 주얼리,"1,230,400",175,배송 완료,21명
215,인메이 새 정규앨범 INES ESTELLE AND GARCIN,"2,109,222",175,"1,200,000",40명
216,종이 포장 '하나'로 멸균팩 '30개'를 줄이는 두유,"5,272,700",175,"3,000,000",137명
217,"겨울의 빛을 담아, <고드름 실버 귀걸이>","703,000",175,배송 완료,18명
218,대입자기소개서 쉽게 쓰기 가이드북 < 나 혼자 쓴다 >,"615,100",175,"350,000",35명
219,"스무살 청춘과 방황을 담은, 영화 <스무살의 수영법>","2,635,567",175,배송 완료,70명
220,"나만의 고양이 테라피《냥, 있는 그대로의 내가 너무 좋아》","5,271,000",175,"3,000,000",194명
221,36세 대기업 인사총괄책임자의 시간관리 노하우 [형님노트],"5,270,400",175,배송 완료,272명
222,"내 심장에 은하수를 ""My Milky Way Ring""","1,756,500",175,배송 완료,27명
223,부산대학교 극예술연구회 114회 정기공연 <살인놀이>,"1,405,000",175,"800,000",49명
224,"음악을 몸에 두르는 어느 특별한 날, 스윙카프","878,000",175,"500,000",24명
225,작심일일 : 1년 뒤 1% 더 나아질 나를 위해,"3,511,000",175,배송 완료,170명
226,WELCOME LIGHT,"8,775,600",175,"5,000,000",207명
227,치맛바람라이더스 캠프아웃,"3,510,000",175,배송 완료,75명
228,에릭 로메르의 소설집 <여섯 개의 도덕 이야기> 출간,"3,510,000",175,배송 완료,160명
229,당신의 눈부신 겨울. 겨울빛,"1,755,000",175,배송 완료,27명
230,"죽은 웃음도 살려드립니다! <우리 삼촌, 히어로?!>","1,755,000",175,"1,000,000",28명
231,"계절을 담은, [MOON 이어링]","1,053,000",175,배송 완료,44명
232,★은하 !- 132화★,"175,500",175,"100,000",20명
233,★은하 !★- 127화,"175,500",175,"100,000",20명
234,과거에서 미래까지 <구름문 단령 셔츠>,"6,142,000",175,"3,500,000",74명
235,8가지 동물들이 움직이는 내가 만드는 플립머신 '애니멀북',"877,400",175,배송 완료,20명
236,검찰개혁과 조국대전 2 (부제: 더 나은 미래를 위한 길),"8,772,000",175,"5,000,000",326명
237,"일 잘하고 싶은 프로꿈나무를 위한 ""캘린다이어리""","877,000",175,"500,000",47명
238,달콤쫀득 젤곰이 가족 탄생,"877,000",175,배송 완료,75명
239,「중세화투」와 함께 장미전쟁사 『워릭 백작 리처드 네빌』,"1,753,500",175,배송 완료,72명
240,"죽기직전까지 '나' 알기, 무용과 예술사이 영화 '덩어리'","2,630,000",175,"1,500,000",39명
241,청년의 이상을 팝니다! 이상한시장,"2,630,000",175,"1,500,000",104명
242,최고의 프렌치 셰프 서승호의 멘토링 쿡북 : 치즈편,"1,753,000",175,배송 완료,76명
243,[홀로걸스] 빛나는 페미니스트를 위한 everything!,"1,753,000",175,배송 완료,80명
244,밀양송전탑 반대 투쟁 [온라인 기록관] 구축 프로젝트,"13,408,765",175,배송 완료,356명
245,심플 디자인 가정용 윗몸일으키기 운동기구,"315,500",175,"180,000",35명
246,가즈아 스티커/엽서-성투를 위한 필수품,"613,400",175,배송 완료,49명
247,"영화속퀴어를보다 <한국트랜스젠더영화사>, <한국퀴어영화사>","7,010,000",175,배송 완료,169명
248,일상을 다채롭게! 일러스트 비건 레시피북 <베지 컬러스>,"1,752,000",175,배송 완료,70명
249,자신의 체형에 맞게 스타일링 새틴 레이어드 랩 원피스,"876,000",175,배송 완료,14명
250,아티스트 인터뷰 매거진 깃 10호,"876,000",175,"500,000",31명
251,이거 입고 핑크닷 같이가자!,"1,752,000",175,배송 완료,49명
252,장소 특정적 퍼포먼스 Rotten Apple,"4,380,000",175,"2,500,000",56명
253,화이트 크리스마스 트리디퓨저,"525,500",175,배송 완료,19명
254,짧은 묵상 찬송 연주곡집 - 피아노 예배자 2,"1,751,500",175,배송 완료,72명
255,"내 몸에 꼭 맞는 핏, 꽃잎 플레어스커트","1,226,000",175,배송 완료,22명
256,"어떤 여자가 들려주는 진짜 이야기, 단편영화 <자기소개>","1,751,000",175,배송 완료,60명
257,관사 트레이닝북 1000제_이론만으로는 턱없이 부족하다!,"1,751,000",175,배송 완료,48명
258,자두나무 토끼 <이토 봉제인형>,"3,501,000",175,배송 완료,97명
259,학교를 세우는 가슴벅찬 경험을 함께 하고 싶습니다,"17,500,111",175,배송 완료,98명
260,여행을 떠나는 이유를 그리다. [그래서 떠났어요],"1,750,000",175,배송 완료,102명
261,마키시의 이웃들 에피소드 23,"262,500",175,"150,000",27명
262,뻔한 차는 이제 그만! 센스있는 '노루궁뎅이버섯현미 티백',"1,750,000",175,"1,000,000",62명
263,"<함께,밑그림> 2016년 달력 제작 프로젝트!","700,000",175,"400,000",22명
264,"전기뱀장어의 두 번째 EP앨범, [최신유행]","1,400,000",175,"800,000",35명
265,웃지 않는 여자를 응원한다 <No smile Women>,"3,499,999",174,"2,000,000",170명
266,"익숙함에 물음을 던지다, 단편영화 <一生과 日生>","2,624,683",174,배송 완료,84명
267,"길 위의 음악가, '이내'의 3집 앨범 <되고 싶은 노래>","3,499,000",174,"2,000,000",74명
268,삶을 담는 옷 '사비',"8,747,000",174,배송 완료,57명
269,Life is ironic: 삶이 그대를 속일지라도,"787,000",174,"450,000",38명
270,머더 미스테리 『망자의 진술』,"2,973,000",174,배송 완료,138명
271,[유기동물사료지원] 아이들의 배고픔을 채워주세요,"3,497,400",174,배송 완료,144명
272,"초등 자녀를 둔 엄마의 실내놀이책, <엄마의 놀이주머니>","2,623,000",174,"1,500,000",83명
273,"[STICK-ON ART/30] : 붙이고, 감상하는 명화","1,224,000",174,배송 완료,55명
274,움직이는 책 <후룩북:고양이 서랍>,"5,245,000",174,배송 완료,147명
275,"유니크 한 매력을 담은 청화백자 티웨어, 까치호랑이 다관","874,000",174,배송 완료,7명
276,Healing time..별자리 힐링 오르골 / 인센스홀더,"874,000",174,배송 완료,18명
277,클립스튜디오 해양생물 브러쉬,"874,000",174,배송 완료,64명
278,낭만적인 캠핑에 감성을 더해줄 옷걸이 [ot:ium],"1,747,500",174,"1,000,000",39명
279,'자기주도학습 매뉴얼'과 자기주도역량 증대용 각종 특수노트,"873,500",174,"500,000",32명
280,제 9회 예당국제대학연극제 본선진출작 <이 지구에>,"1,747,000",174,"1,000,000",66명
281,티워머 하나로 우리 동네가 따뜻해질 수 있을까요?,"1,747,000",174,배송 완료,30명
282,서울예술대학교공연학부제작실습 spring awakening,"1,747,000",174,"1,000,000",115명
283,"퀴어에게도 국가가 필요하다, 레인보우 티셔츠 & 캔버스백","7,860,500",174,"4,500,000",218명
284,영화여행 사진집 <Go Wonderland:한국영화여행집>,"1,572,000",174,배송 완료,78명
285,"""내 어린 시절의 상상을 팝니다"" 「도림천 순환선」","838,384",174,"480,000",33명
286,2017 시죠 타카네 생일 광고 프로젝트!,"4,366,548",174,배송 완료,79명
287,"한번쯤 맛보고 싶었던 명품 콜드브루, 자메이카 블루마운틴","873,000",174,배송 완료,34명
288,"표류 중인 당신, 어디쯤인가요? 단편영화 <낙지 표류기>","1,746,000",174,배송 완료,78명
