,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
289,"한국 소.도시 자유여행 매거진 2호, <so.gunsan>","2,619,000",174,배송 완료,89명
290,남한에서 만든 북한폰트. 애달피,"3,492,000",174,"2,000,000",129명
291,"기억하고 싶은 외항사 승무원 이야기, 하드 랜딩과 여행굿즈","873,000",174,배송 완료,31명
292,"쌀쌀한 날씨를 따뜻하게 해줄, 팡이씨 폼폼 키링","873,000",174,"500,000",55명
293,라이프레임 겨울단편 <송지훈 김영민>,"2,619,000",174,"1,500,000",24명
294,제 1회 사이즈 차별 없는 패션쇼 <내일 입을 옷>,"872,799",174,"500,000",82명
295,"수십 마리의 유기견묘들, 할머니 혼자선 힘들어요","3,491,090",174,배송 완료,293명
296,1250가지 대화 주제로 서로의 마음을 해석하는 커플 게임,"1,745,500",174,배송 완료,58명
297,2018 첫번째 귀걸이 : Starters,"523,500",174,"300,000",23명
298,한국과 네덜란드 라이프&인터뷰집 <누구도 아닌 나를 위해>,"1,744,600",174,"1,000,000",27명
299,외로움에 대한 동화 <Made for each other>,"1,221,000",174,"700,000",55명
300,"부담없이 착용하는 존재감 뿜뿜, 이어커프","872,000",174,배송 완료,28명
301,"방 안 가득 감성을, 인테리어 힐링템","1,744,000",174,배송 완료,43명
302,"Atkey - 가장 쉬운 로그인, 가지고 다니는 매크로","1,395,171",174,"800,000",61명
303,"나의 알록달록 1년 기록장, MECORD 2019","3,348,000",174,"1,920,000",185명
304,13번째 계간홀로가 발행길을 질주하오,"4,359,069",174,"2,500,000",310명
305,"색을 빌려 감정을 표현합니다, <색과___.>","4,359,000",174,"2,500,000",130명
306,"<비누혁명> 커피 한 잔, 비누가 되어 우리의 일상으로","1,046,000",174,"600,000",30명
307,운동친구의 새로운 멤버가 되어 주세요,"6,100,000",174,배송 완료,129명
308,"바다와 읽다, 바다 책갈피","244,000",174,배송 완료,8명
309,디지털 성폭력 근절을 위한 '몰카 근절 프로젝트',"8,711,999",174,"5,000,000",427명
310,작은 물결이 큰 물결이 되어 돌아올 정환의 선물,"871,000",174,배송 완료,50명
311,길냥이 삼색이 입양 가는 날! [삼색이 금뱃지],"1,742,000",174,배송 완료,141명
312,내손에서 피어나는 특별한 케이크,"1,742,000",174,배송 완료,16명
313,이 드라마는 정치질이다! <킹받는 정치>,"6,096,000",174,"3,500,000",154명
314,"METAL0 판타지 스타터팩 (도시, 술집겸 여관)","5,225,000",174,배송 완료,98명
315,WITCHES_대마녀가 되기 위한 꼬마마녀들의 고군분투!,"8,707,000",174,배송 완료,357명
316,의류 키작은 우리들을 위한 '오직바지',"487,500",174,"280,000",15명
317,"환상 세계로의 초대, <동화 고서점의 판타지 일러스트>","5,223,000",174,배송 완료,147명
318,엄마의 잠재력을 주목하는 매거진 포포포 02호,"1,741,000",174,배송 완료,58명
319,마지막 앵콜!~ 오버핏 요일맨투맨~!!,"1,741,000",174,배송 완료,67명
320,2016 yac | 작곡가 엄기환의 '꿈꾸는...',"1,741,000",174,배송 완료,21명
321,별마법사 별냥이와 친구들 그립톡&스티커,"609,100",174,"350,000",18명
322,"[봄,패션]태슬장식 3way 데일리 가죽 백팩 컬러3종","870,000",174,배송 완료,6명
323,내 손으로 만들어보는 한국 DIY 공예품,"870,000",174,"500,000",39명
324,여성 스탠드업 코미디쇼 'Laugh Louder',"2,610,000",174,"1,500,000",73명
325,"공정함에 관한 신랄한 비판, 단편영화 [가위바위보의 죽음]","870,000",174,"500,000",33명
326,장인이 만든 진공관 블루투스 스피커 'KNOT',"17,393,000",173,배송 완료,23명
327,<with me> 개농장에서 구조된 우리를 기억해 주세요.,"1,739,000",173,배송 완료,67명
328,깃털처럼 가벼운 '여름 원피스',"5,217,000",173,배송 완료,131명
329,"하루를 보내는 네가지의 방법, <데일리 떡메모지>","869,500",173,"500,000",47명
330,퀴어 문집 <Q의 나날 vol2.satellite>,"1,217,000",173,"700,000",65명
331,책의 한계를 없애는 PET COLORING,"5,215,100",173,배송 완료,178명
332,차별없는 양말. 뉴노멀 삭스.,"8,691,000",173,배송 완료,216명
333,세상에없어서 내가 입으려고 만든 왁스코팅 트렌치코트,"5,214,500",173,배송 완료,55명
334,대왕 스마트톡 & 키링 <유튜브개밍순> 첫 굿즈 !,"5,214,300",173,배송 완료,119명
335,혼자 금관보러 9박10일? <경로를 이탈하여 재탐색합니다>,"1,738,000",173,"1,000,000",60명
336,"특별한 날, 부모님께 <엄마 아빠, 내가 사랑하는 이유는>","869,000",173,배송 완료,37명
337,라나플라자 희생자들을 위한 주트백2017,"3,476,000",173,배송 완료,98명
338,THE WINTER SURF 2 : Passion,"17,374,000",173,"10,000,000",103명
339,네팔은 여전히 아름답다,"5,212,000",173,배송 완료,157명
340,개정판으로 돌아온 마지막 '논픽션 사워도우 vol.1',"24,578,500",173,"14,147,400",655명
341,"군산 여행의 추억을 담은, 군산 도자기 마그넷","1,737,000",173,배송 완료,61명
342,"졸리의 유기견을 위한 따뜻한 선물, 굿나잇 노트북 파우치","10,422,000",173,"6,000,000",252명
343,"당신을 위한, 당신의 책을 위한, 북스에코백","660,000",173,배송 완료,29명
344,민감성 피부를 가진 두 자매가 만든 진짜 천연화장품!,"868,300",173,배송 완료,28명
345,"[질문카드] 더 늦기 전에, 엄마와 딸을 위한 솔루션","1,736,500",173,"1,000,000",125명
346,돈의 무게로 인간의 양면성을 사유하다. [연극 '값'],"955,000",173,"550,000",15명
347,할례로 고통받는 여성난민 지원 뱃지 Nowhere Home,"1,389,000",173,"800,000",139명
348,할매에게 기쁜 소식을 전해주세요.,"6,945,000",173,"4,000,000",353명
349,"그래비티 컬쳐그라운드 댄스 콘서트 ""유아더스타""","1,736,000",173,배송 완료,85명
350,라플람므 타이포디자인 엽서 & 스티커,"173,500",173,배송 완료,32명
351,나의 첫 발걸음 20분 단편영화 <서막>,"2,081,777",173,"1,200,000",100명
352,"수도권 동인계 라이브, 은하제2(銀夏祭2)","2,255,000",173,"1,300,000",34명
353,나이 들어도 내겐 영원히 아깽이,"3,468,800",173,배송 완료,182명
354,"CRPS 환우들에게 포옹을 전할 에코백, 엽서, 스티커","867,000",173,"500,000",49명
355,매력적인 오브제 Cha:rm,"1,734,000",173,배송 완료,32명
356,논픽션 사워도우 vol.2,"25,835,000",173,배송 완료,709명
357,"나와 같은 너에게, 우울증 치료 일기","2,600,000",173,배송 완료,164명
358,GPS : Spin-off GRIM,"156,000",173,"90,000",27명
359,"비건으로 살아가는 일의 기쁨과 슬픔,『아무튼, 비건』","6,933,000",173,배송 완료,382명
360,프로N잡러를 위한 세금가이드 100문 100답,"1,733,100",173,배송 완료,159명
361,"유기견, 유기묘를 위한 음반 제작 <풀풀 프로젝트>","1,733,000",173,배송 완료,46명
362,"이야기 술술, 술픔을 채우는 호수드링크 한 잔","3,466,000",173,"2,000,000",63명
363,"레트로하고 므흣한 키링, '키라키라 모텔 키링'","1,733,000",173,"1,000,000",82명
364,아이돌마스터 극장판 한국 개봉 기념 책자,"3,812,300",173,"2,200,000",216명
365,언더그라운드 미국만화의 고전 ≪사랑과 로켓≫ 한국어판 발행,"5,197,400",173,배송 완료,123명
366,"하루에 한 편, 당신을 위한 이야기 '일간 평라지구'","866,000",173,"500,000",66명
367,향기나는 디저트 도자기 오브제 : 쿠니츠 (인센스 홀더),"1,732,000",173,배송 완료,15명
368,보석같은 빛을 담아 그려요 크레용토끼의 퇴근 후 오일파스텔,"1,731,500",173,배송 완료,68명
369,일러스트북 massentence 2017,"4,328,303",173,"2,500,000",142명
370,"팬츠 하나로 '등산, 클라이밍, 캠핑'까지 언제 어디서나!","7,790,800",173,배송 완료,101명
371,독립출판 <털보고서>,"1,385,000",173,"800,000",77명
372,무궁화 뱃지 피었습니다. 우리의 마음에,"1,731,000",173,"1,000,000",146명
373,‘ 평범한 불행 찾기’ 우울증 투병기를 담은 책,"2,250,000",173,배송 완료,63명
374,"작가 덕질 아카이빙 [글리프] 4호, 강화길 편","2,596,000",173,배송 완료,151명
375,[십자군] 유럽의 역사를 바꾼 200년 간의 전쟁이야기,"3,461,000",173,배송 완료,45명
376,좋아하는 일러스트레이터를 정기 구독하세요 <작가의 방>,"13,843,000",173,배송 완료,132명
377,당신의 시가 모여 하나의 책으로 엮을_우리가 만나는 시간,"1,384,200",173,배송 완료,46명
378,"현대인의 프레임에, 전통을 장식하다. 단청[스마트톡&달력]","865,000",173,배송 완료,37명
379,'복' & '수능대박' 부르는 <행운 머그컵>,"865,000",173,배송 완료,11명
380,"사랑을 항해하는 음악 매거진, LUVSHIP","692,000",173,"400,000",43명
381,노하라 쿠로의 <너의 뒤에서> 출간,"6,055,000",173,배송 완료,243명
382,메카피아의 한국 전통 자개 문양 피젯 스피너,"1,730,000",173,배송 완료,27명
383,카프카 <변신> 초판본과 독서카드,"1,730,000",173,배송 완료,114명
384,낯선 첫발을 내딛는 이방인을 위한 <연남동 작은 방>,"1,730,000",173,배송 완료,54명
385,함께 행복하개! 유기견 팔찌,"865,000",173,배송 완료,45명
386,어버이날선물 한번에 준비하기,"1,730,000",173,"1,000,000",77명
