,title,category,description,current_funding_amount,percentage,target_funding_amount,supporter
4956,"이 구역의 씬스틸러, 오니기리 화투",보드게임 · TRPG,다양한 매력을 가진 인기 이모티콘 오니기리. 이 구역의 씬스틸러 오니기리 화투로 재탄생!,2100000,420,5000,107
4957,"허전한 공간을 예쁘게 덮어주는, 투영 포스터 [레이어드]",디자인 문구,'layered'는 빛을 투영하는 포스터입니다. 당신의 공간을 더 아름답게 레이어링하세요.,2100000,420,5000,55
4958,무협웹툰용 의상케릭터 37종 및 각각99가지 포즈,웹툰 리소스,37종의 의상 및 각각 99가지 포즈가 적용된 무협웹툰용 의상입니다,4200000,420,10000,35
4959,쉽게 시작하는 이지 브랜딩,출판,쉽게 시작하는 이지브랜딩,1260000,420,3000,63
4960,소중한 분의 옷깃에 사랑만 남기세요. 카네이션 마그네틱뱃지,캐릭터 · 굿즈,"5월, 소중한 분들의 옷깃에 사랑만 남기세요. 카네이션 마그네틱 뱃지set",1260000,420,300000,71
4961,전문가가 만드는 올망졸망 '찐' 뱁새뱃지<어느새 프로젝트>,캐릭터 · 굿즈,"야생조류 세밀화 작가가 만드는 우리나라 야생조류 뱃지 1탄, ""내가 진짜 뱁새라구요!""",4199000,419,1000000,163
4962,"불황을 이기는, 수익형 블로그 운영법 <A ~ Z> 노하우",출판,"부수입 창출을 위한, 최고의 투잡! 수익형 블로그 <A to Z> 핵심 노하우를 드립니다!",2099000,419,5009,99
4963,오랜 시간 입을 수명 깊은 셔츠원피스,의류,"내 옷장에서 오래히 함께 해줄 그런 옷, 엔드리스의 첫 번째 이야기입니다.",4197000,419,10016,73
4964,"[이지&백 인형] 그래도 좋아, 너의 곁에 있으니",캐릭터 · 굿즈,아일랜두라는 미지의 섬에 살고 있는 이지(EASY)와 백(BACK)의 봉제인형입니다.,4196000,419,10014,102
4965,"슬기로운 디자인 생활을 말하다, FDSC.txt 창간호",출판,FDSC편집국 FDSC.txt 창간호 프로젝트입니다.,31464000,419,7500000,697
4966,피카타임 1st☆ 크리스마스 선물세트,푸드,안녕하세요 친환경 디저트샵 피카타임에서 고급 구움과자 세트 소개해 드립니다.,1258500,419,3003,36
4967,"[펫영양제Rh홍삼2]새해에는 더 행복하개, 사랑해줄거냥!",반려동물,"[Rh홍삼2/펫영양제] 새해에는 내 반려견, 반려묘를 더 행복하게, 사랑해주세요!",4195000,419,1000000,68
4968,헨키친 고별전,푸드,탈영역 우정국 <POST SIDE> 행사에서 열리는 마지막 헨키친. 맛있는 요리를 해드립니다.,839000,419,2002,39
4969,웹툰 <여고생과 편의점> 단행본 프로젝트 첫번째,웹툰 · 만화,피너툰에서 연재 완료된 개그 백합 만화 <여고생과 편의점> 단행본 프로젝트입니다.,8387222,419,20017,486
4970,크툴루 컨피덴셜과 밤의 검은 사자들: 검슈 시스템,보드게임 · TRPG,추리/수사 TRPG 시스템 검슈 출간 프로젝트!,62898777,419,15000000,708
4971,크리스마스 홈파티를 돋보이게 할 연서에서 온 그릭요거트,푸드,"크리스마스 시즌 홈파티에 즐길 그릭요거트
",2096500,419,5003,65
4972,흔들리며 울고 웃는 청춘 에세이 <일희일비하는 그대에게>,출판,마음껏 일희일비 하고픈 7살 때 붓을 잡은 갓 서른의 청년 서예가의 청춘 에세이입니다.,4192900,419,10006,167
4973,방생주 : 생명을 구하는 구슬을 만나다,예술,"생명을 구하는 여분의 염주 구슬, 방생주를 현대적으로 재해석한 오브제를 소개합니다.",5450000,419,1300000,61
4974,[보타닉 하우스] 매케한 가죽의 향기 '머스키 스웨이드',향수 · 뷰티,철학적인 향기를 담아내는 조향작가 '낙타'의 이야기,2096100,419,5002,83
4975,우리를 울게 할 오컬트 드라마 <자국>,영화 · 비디오,김나영 연출의 단편영화 <자국>,2096000,419,500000,57
4976,스트링편곡 + 오케스트레이션 가이드북 「오답노트」 시즌 2,출판,본격!! 발상전환 가이드북 “스트링편곡 + 오케스트레이션 오답노트” 제 2권입니다.,20959000,419,50021,269
4977,믿음에서 태어나는 신들의 세계 <작은 세상의 신들>,웹툰 · 만화,믿음에서 태어나는 신들의 세계 <작은 세상의 신들>,2095000,419,5000,137
4978,"외설적이고, 부적절하며, 부도덕한; 여성퀴어극 인디센트",공연,"여성 극단이 올리는, 현대 여성 극작가의 여성 서사극. 이화여대라서 할 수 있는 극.",2095000,419,500000,196
4979,지금을 있게 한 사람들을 기억하다 <여성운동역사만화>,출판,여성운동역사만화 출판과 여성운동사 강연 프로젝트,14662000,418,35076,413
4980,아이와 함께 읽는 성교육 동화 -야수와 왕자-,출판,아이와 어른 모두를 위한 성교육 동화,2094500,418,500000,66
4981,3D 볼륨자수에 감성색감을 더한 'beloved 에코백',잡화,"매력적인 3D 볼륨자수를 에코백에 녹여보았어요! 3가지 색, 2가지 사이즈로 만나보세요!",10472000,418,25052,252
4982,"《작가란 무엇인가》 1,000부 특별한정판",출판,"기존에 3권으로 출간된 《작가란 무엇인가》를 양장합본 1,000부 특별한정판으로 출간합니다",16753000,418,40078,355
4983,"보기에도, 읽기에도 좋은 도서용 “베스트 본문서체 101”",출판,도서 본문에 쓰기 좋은 101종류의 베스트 본문서체를 서로 비교하고 찾기 쉽게 만들었습니다,20937400,418,50089,821
4984,g스탠드 | 재생지 한 장에 그려진 에이블아트 독서대,홈 · 리빙,"에이블 아티스트의 위트 있는 감성이 담겨진, 종이 한 장 무게의 휴대용 북스탠드",8374000,418,2000000,267
4985,2020 로맨스 웹툰 캘린더,디자인 문구,네이버웹툰과 함께 준비한 2020년 달력 제작 프로젝트입니다.,25121000,418,60098,1250
4986,"꿈과, 기억, 시간에 대하여 <SOWON>",디지털 게임,<SOWON> 꿈속을 여행하며 퍼즐과 이야기를 풀어가는 PC게임입니다.,8370000,418,2000000,362
4987,세상에 단 하나 뿐인 캘린더 –발달장애 아동친구들의 속삭임,디자인 문구,9명의 발달장애 아동 작가친구들이 그린 다채로운 색상과 개성을 지닌작품세계로 함께 떠나요!,4184500,418,10010,108
4988,그리운 반대편 순간의 조각 모음집 <모먼트 어퍼짓>,사진,"팬데믹 속에서 사라져 버린 지구 반대편 여행, 그 기억 속 찰나의 순간을 담아냈습니다.",2092000,418,500000,59
4989,66일 생활개선 프로젝트 <라이트하트 다이어리 7종세트>,디자인 문구,평균습관형성일 66일동안 당신의 새로운 시작이될 66일 프로젝트 6공다이어리! 홀로그램,4184000,418,10009,130
4990,"한 권의 소설같은 우리의 인생, <인생소설> 대화카드",보드게임 · TRPG,<인생소설>은 서로의 인생에 대해 깊은 대화를 나눌 수 있는 대화 카드입니다.,4183000,418,1000000,138
4991,빠르게 그리는 애니메이션풍 머리광 브러쉬 set,웹툰 리소스,캐릭터를 그릴때 번거로운 머리하이라이트를 묶은 브러시 SET입니다,2091000,418,5002,210
4992,드디어 돌아온「탈코일기」더빙판,출판,「탈코일기」 더빙판,2091000,418,500000,96
4993,"자유롭게 유영하는, 고래 모빌 조명",홈 · 리빙,모빌원리로 제작되어 자유롭게 움직이는 LED 고래 조명입니다.,8364000,418,2000000,164
4994,[뱃지] 매직 캐슬 - 마법의 힘을 담은 원소 뱃지,캐릭터 · 굿즈,"태초의 원소인 불, 물, 공기, 대지, 빛, 어둠의 존재가 담긴 원소 뱃지들을 소개합니다.",4181000,418,10002,90
4995,고급 소가죽 지갑 & 자투리 가죽을 이용한 간편카드지갑,잡화,고급 소가죽으로 만든럭셔리 반지갑 & 남은 자투리 가죽으로 만든 간편카드지갑,1254000,418,300000,53
4996,[한파대비] 6온스 경량 솜으로 만든 노르낫 패딩가방,잡화,1년동안 고생한 나에게 폭신폭신한 노르낫 패딩 스노우 컬렉션을 선물 하세요.,5016000,418,12000,95
4997,"아티스트의 인사이트를 발견하다 블립 매거진:아이즈원,아도이",출판,<블립 매거진>은 아티스트에게서 일상의 고민에 대한 힌트를 얻습니다.,12534000,417,3000000,481
4998,이토록 쉽고 근사한 토스트 레시피 <에브리데이 토스트>,출판,연서인 작가님의 '내일이 기다려지는 70가지 토스트와 샐러드 레시피 일기',8350500,417,20025,425
4999,"겨울, 유기견 아이들 평생 가족찾기 시작! 따뜻하개♡",캐릭터 · 굿즈,보호소에서 기약없는 기다림중인 유기견들에게 평생가족을 찾아주기 위한 여정을 시작합니다.,8350000,417,20023,280
5000,세상에 없던 만화 - 환상 시간 여행,웹툰 · 만화,"벨기에 명작, 지금까지 이런 만화는 없었다! 대사가 하나도 없는 그래픽노블!",8350000,417,20023,281
5001,"올려놓으면 이야기가 되는 나무 북홀더, Ficciones",홈 · 리빙,"작은 독서대 혹은 거치대, 와인랙이 되거나 이젤이 되기도 하는 나무 북홀더입니다.",4175000,417,10011,47
5002,"자매들을 깨우는 빨간약, 그리고 2018 여성수첩",디자인 문구,"여성, 여성인권, 여성인권운동사의 주요 기념일과 여성인권 관련정보가 수록되어있습니다.",8349455,417,20022,405
5003,화양연화 - 천연 다이아몬드를 품은 나만의 반지!,주얼리,"당신의 모든 순간을 함께할 이름, 반지로 간직하세요.",2087200,417,5005,29
5004,"유혹하거나 매혹당하거나, 클레오파트라 여왕의 ""향""을 입다",향수 · 뷰티,(향 레시피 업그레이드!) 이집트의 향료와 꽃향이 선사하는 우아한 여왕의 향,2087000,417,5004,52
5005,"위로와 사랑을 담은 향수, 아그네스 오브 갓",향수 · 뷰티,위로와 사랑을 담은 향수 <아그네스 오브 갓>,4174000,417,10009,66
5006,먹는 이야기를 본격적으로 해보자 <계간돼지>,출판,어느 페이지를 펴도 먹는 이야기만 가득! 오늘 뭘 먹을까 생각이 들면 '챳' 하고 가볍게!,4172700,417,10006,232
5007,"작은 우주를 담은 갤러리, <AIR:134340>",홈 · 리빙,"명왕성이었던, 지금은 왜소행성이 되어 버린 134340을 통해 우리의 삶을 표현하였습니다.",4172000,417,10004,114
5008,"달콤한 말, 아니 달콤한 향으로 '유혹'해 <캔디 향수>",향수 · 뷰티,당신의 코를 마비시켜줄 앙큼한 유혹의 캔디향수. 슬라이퍼퓸,2086000,417,5002,54
5009,"도시청년들의 판타지 촌라이프 이야기, '판타지촌'",출판,"청년들이 남해의 작은 마을에서 105일간 함께한, 판타지 촌라이프 이야기 '판타지촌'",4170000,417,1000000,90
5010,달빛을 휘감은 고요한 폭풍의 향기 <Tornado 324>,향수 · 뷰티,상쾌한 바람. 오묘한 감각. 은은한 잔향이 어우러진 토네이도 판타지 향수,4168610,416,10020,88
5011,"하루를 같이한 옷, 당신의 첫 일상한복",의류,오피스&홈웨어 한국적인 ,4167000,416,10016,37
5012,오카자키 교코의 『헬터 스켈터』(2003) 출간,웹툰 · 만화,오카자키 교코의 장편만화 『헬터 스켈터(HELTER SKELTER)』를 소개합니다.,25000000,416,60096,1091
5013,"아름답고도 먹먹한 파란색 이야기, 《나의 작은 가문비나무》",예술,진중한 마음 속 깊은 곳의 이야기를 담아낸 파란색 테마 일러스트 북입니다.,4166000,416,1000000,112
5014,"일시적 현상이아닌 지속적인 운동, Metoo With U",캐릭터 · 굿즈,더 많은 사람들이 캠페인에 집중하고 있음을 알 수있도록 하는 마음을 담은 캠페인뱃지입니다,2082600,416,5006,195
5015,돈을 부르는 <집콕투잡 & 이색투잡> 투잡지도,출판,알림공유EVENT<투잡에 필수인 SNS디자인>PDF선물파일 100%증정예정/소문많이내주세요,2082500,416,5006,95
5016,세 가지 스트랩 세 가지 스타일 DAILY SIS BAG,잡화,매일 같은 가방으로 매일 다른 스타일을 완성하는 데일리시스백입니다.,6660500,416,1600000,189
5017,[뱃지] 날아오른 새처럼 펼쳐질 소녀들의 봄을 기억해주세요,캐릭터 · 굿즈,상록고 동아리 '난새누리'에서 위안부 뱃지를 판매합니다.,6241000,416,1500000,1085
5018,영단어초보를 위한 네비게이션 학습서 - 단어이야기,출판,어려운 어원학습을 쉽고 재미있게 시작할 수 있도록 안내해주는 영단어책입니다.,4160500,416,10001,208
5019,술에서 능력을 발견?! 단편영화 <알콜맨>,영화 · 비디오,술을 마실 때마다 능력을 얻는 규인의 이야기! 단편영화 <알콜맨>,2288152,416,550000,48
5020,"당신의 분위기를 공간에 물들이다, ""틴트 테이블""",홈 · 리빙,유니크 디자인 스튜디오의 첫작품 당신의 공간을 취향으로 물들여주는 틴트테이블입니다,8320000,416,2000000,104
5021,퍼슨 오브 인터레스트 배포전 BADCODE,영화 · 비디오,퍼슨 오브 인터레스트 배포전 <BAD CODE>,2080000,416,500000,52
5022,단편영화 <실로(Shiloh)>,영화 · 비디오,대학생 단편영화 제작크루 <Apt>에서 실로(Shiloh)를 제작합니다.,2495000,415,600000,84
5023,환경을 생각하는 밀크티만들기KIT _너에게망고백할게,푸드,밀크티를 직접 ! 쉽게 ! 만들어 마실 수 있고 선물할 수도 있는 밀크티KIT 입니다!,2078000,415,500000,64
5024,유년기의 상실을 이야기하다 <THE 신도시;INFANCY>,출판,아이로 살지 못한 아이들의 디스토피아 성장소설,4155000,415,1000000,132
5025,신인가수 천용성의 첫 앨범 [김일성이 죽던 해],음악,"'순도 1,000% 인디 포크' 신인가수 천용성의 첫 앨범 [김일성이 죽던 해] 제작 펀딩",8310000,415,2000000,121
5026,목련향기의 신비로움을 가득 담아드려요<매그놀리아&고블렛잔>,향수 · 뷰티,세이리와 오키프스튜디오가 만나 촉촉하고 싱그러운 목련꽃 봄향기를 가득 담았습니다.,6230200,415,15012,175
5027,"""귀여운 아기 황제펭귄"" 페페리코 스페셜 피규어 (초밥)",캐릭터 · 굿즈,페페리코의 스페셜 초밥 버전 피규어~ 귀엽게 초밥사이에 숨은 페페리코를 찾아보세요.,4150000,415,10000,117
5028,"집에서 즐기는 [홈카페, 달콤한 수제청 30가지]",푸드,수제청 원데이클래스 강사가 알려주는 30가지 수제청 레시피,2490000,415,6000,88
5029,프리미엄 블랜딩 수제 황도(복숭아) 병조림,푸드,"와인의 풍미와 통계피,레몬, 직접 손으로 깎은 햇복숭아의 만남을 한 병에 느껴보세요",4150000,415,10000,107
5030,"ON&OFF 목폴라, 당신에게 선사하는 매일 새로운 하루",잡화,당신의 단조로운 일상에 다채로운 변화를 :-),3319870,414,800000,318
5031,"당신의 공간에 아늑한 차(茶)향 빛이, 차오름",홈 · 리빙,차오름 향초는 은은한 차 향으로 내 공간의 온전한 편안함을 선사하기 위한 프로젝트입니다.,4149023,414,10021,331
5032,"농밀하게 녹아든 달콤한 도발, 복숭아 향기 [딥피치]",향수 · 뷰티,농밀하게 녹아든 달콤하고 관능적인 복숭아 향기를 만나보세요.,8296000,414,20038,306
