index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,description,result,title_len,intro_len
8356,"황제의 보물에 마누카 꿀을 더하다, 침향원 마누카",푸드,1038000,207,5014,6,"왕의 보물 침향원에 마누카꿀을 더하다.
추석엔 소중한 사람들에게 건강을 선물하세요",1,28,46.0
8357,"지금, 이대로 끝내고 싶지 않다면 <인생모험>",출판,2076000,207,10028,78,"어떻게 살아야 할까? 인생에 물었다. 7개의 질문, 20년의 방황, 그리고 찾은 내 인생!",1,26,51.0
8358,웹툰과 일러스트를 위한 가죽&장식 테마 소재,웹툰 · 만화,2075000,207,10024,70,안녕하세요 오랜만에 좋은소재로 인사드립니다. 웹툰과 일러스트에 많이 사용되는 가죽과 장식,1,25,50.0
8359,유기동물들을 돕기 위한 실용적인 가죽 버킷백,잡화,830000,207,4009,24,"""Don't buy. Adopt!"" 버림받은 유기동물들을 위해 시작한 텀블벅",1,25,43.0
8360,모우모우 모찌쿠션,캐릭터 · 굿즈,20738000,207,10000000,719,귀염뽀짝한 모우모우가 쫄깃한 모찌쿠션으로 나타났습니다!,1,10,31.0
8361,"당신의 몸과 마음을 구출해줄 진정한 건강빵, 마블건강바",푸드,1036300,207,5006,28,"아이부터 어른까지 간편식으로, 영양식으로, 다이어트식으로",1,31,32.0
8362,후긴앤무닌 드로잉북과 캘린더,출판,2072500,207,10012,86,"후긴앤무닌의 두 일러스트레이터가 만드는 책과 달력, 그리고 굿즈들.",1,16,38.0
8363,[세계 대표 떼쟁이 떼비] 떼 쓰고 싶은 떼쟁이들 모여라!,디자인 문구,1036100,207,5005,24,'떼 쓰고 싶어서' 때밀이에서 떼비로 탄생했다.,1,33,27.0
8364,"강아지와 나, 우리 더 잘 지낼 방법은 없을까?",출판,1036000,207,500000,36,"우리 강아지에게 필요한 산책, 놀이, 기초생활을 알려주는 가이드북과 굿즈가 왔어요.",1,27,47.0
8365,고궁의 사계절을 담은 '창덕궁 엽서',사진,1036000,207,5004,26,이번 프로젝트는 창덕궁 후원의 다채로운 사계절을 소개해드리고자 시작하게 되었습니다.,1,21,47.0
8366,아뜨리움 감성 티셔츠,의류,1036000,207,5004,28,아뜨리움 토분을 애정하시는 꽃님들을 위한 감성 티셔츠 입니다.,1,12,35.0
8367,서울예술대학교 < 한 여름 밤의 꿈 >,공연,1243000,207,600000,90,서울예술대학교 공연학부 제작실습 < 한 여름 밤의 꿈 >,1,22,32.0
8368,"“사회 개혁의 힘은 여성에게 있다”, 소설가 강경애",출판,2050700,207,9906,168,"여성 서사와 리얼리즘의 오래된 미래, 강경애 선생님 작품을 2020년의 언어로 전합니다.",1,29,50.0
8369,'위안부' 할머니의 그림이 담긴 <MEMORY 디자인문구>,디자인 문구,1686000,207,814000,55,일본군‘위안부’피해자 분들께서 그리신 그림을 일상 속 제품에 담아내어 기억하고자 합니다.,1,33,50.0
8370,네이버 인기 연재 <진짜 네이티브 영어표현> - 일상패턴편,출판,2071000,207,1000000,121,네이버 어학당 인기 연재 <진짜 네이티브 영어회화> - 일상패턴편 드디어 단행본으로 출간!,1,33,51.0
8371,"인스타그램 드로잉-‘오늘 아침도, 드로잉 하나' 책 만들기",출판,3106000,207,15004,108,인스타그램에서 사진을 보며 하루 한장 그린 드로잉으로 책 만들기.,1,33,37.0
8372,"[센트위키] 오팔린 그린 28, 나에게 맞춰 변화하는 향기",향수 · 뷰티,20703000,207,100014,50,"이제 새로운 향수를 만날 시간. 어느 공간에서나 돋보이고,어떤 계절이든 완벽히 어우러지죠.",1,33,51.0
8373,"변신자 소설집, 나이고 나이되",출판,2070000,206,10048,98,"변신하는 존재들의 다종다양한 이야기, 9명의 작가가 함께한 변신자 소설집.",1,17,42.0
8374,행복한 휴식을 위한 가죽 업사이클링 <방수코스터SET>,홈 · 리빙,1035000,206,5024,27,"당신의 하루 중 가장 행복한 휴식을 함께 할 가죽 업사이클링 제품, 그 첫 번째 프로젝트",1,31,50.0
8375,당신이 선물할 시작,잡화,828000,206,4019,57,비용 등의 문제로 재활치료를 제때 받지 못하는 장애 아동을 지원하기 위한 프로젝트입니다.,1,11,50.0
8376,"머뭇하다, 머뭅니다",출판,2482656,206,12051,88,당신의 삶 속에 머물길 바라는 문장뭉치입니다. 머물다 가세요 모두. ,1,11,39.0
8377,2021 희귀식물 일러스트 캘린더와 엽서,디자인 문구,724000,206,350000,13,멸종위기에 처한 우리나라 희귀식물들을 그린 일러스트 캘린더와 엽서,1,23,37.0
8378,벚꽃을 닮은 너에게,홈 · 리빙,1034000,206,5019,21,설레는 벚꽃이 흩날리는 어느날.. 벚꽃을 닮은 너에게 선물합니다.,1,11,37.0
8379,평화인권운동가 김복동의 27년 투쟁기 - 영화 <김복동>,영화 · 비디오,20673998,206,10000000,898,"꼭 알아야 할 이야기, 영화 <김복동> 알리고 응원하기!",1,32,32.0
8380,버리는 나무를 모아 새로운 소품을 만들다,홈 · 리빙,310000,206,150000,12,가구를 만들고 남은 나무를 재활용해서 만든 작은 트레이 입니다,1,23,35.0
8381,제12회 여성인권영화제 '서로의 질문과 대답이 되어' 굿즈,공연,6197000,206,3000000,277,굿즈를 공개합니다! 후원해주신 모든 분께 여성인권영화제 스티커를 드립니다!,1,33,42.0
8382,"반려조 치즈의 이야기 <안녕하새오, 앵무새 치즈애오>",출판,2065200,206,10025,54,"말하는 파란 앵무새 '치즈', 그리고 반려조 치즈와 함께 하는 치즈 엄마, 아빠의 이야기",1,30,50.0
8383,예쁜데 품질도 좋네? 당연하지! 어디서 만들어 왔는데!!!,잡화,2065000,206,10024,15,"유럽장인들의 감성+한국 전문가들의 개발 노하우,품질좋은 made in Europe 스니커즈",1,33,51.0
8384,당신의 이야기를 담는 인터뷰 매거진 <월간사이 上下>,출판,1032486,206,5012,40,월간사이는 당신의 이야기를 듣습니다. 월간사이는 당신의 소소한 이야기를 담습니다.,1,30,46.0
8385,"페미니즘 매거진 허들, <Her:dle>",출판,3096777,206,1500000,135,"상호교차 페미니즘 매거진 <Her:dle>입니다. 우리가 넘어야할 허들, 우리는 her들.",1,23,51.0
8386,"'죽음', 무거워 보이는 주제를 가벼운 소책자로 한 손에!",출판,1032000,206,500000,61,"출판사 '길'의 첫 독립 출판물 책입니다.
'죽음'에 관한 생각을 모아봤습니다. 
 ",1,33,48.0
8387,"다시서점 2호점 오픈 기념, 시군이 뱃지 세트",캐릭터 · 굿즈,2476000,206,1200000,121,"다시서점 2호점 오픈 기념으로 시 쓰는 시군이 겨울 버전 뱃지, '시군이찌'를 제작합니다.",1,26,51.0
8388,"지금, 나를 기록하는 300가지 질문 <셀프 아카이빙북>",출판,4126600,206,20032,186,나를 알아가고 기록하고 싶은 분들을 위한 300개의 인생 질문을 담은 아카이빙북입니다.,1,32,49.0
8389,18년만에 돌아온 이갑철 사진집 『충돌과 반동』,사진,10312000,206,50058,76,"이갑철 작가의 『충돌과 반동』, 18년 만에 다시 돌아오다",1,27,33.0
8390,에어비앤비 '체험'으로 나만의 투잡 만들기,출판,1031000,206,500000,37,좋아하는 일을 하며 수익을 올릴 수 있는 에어비앤비 '체험'에 대한 모든 것을 알려드립니다,1,24,51.0
8391,[패브릭포스터] 미숙하지만 아름다운 소중한 순간의 기록,홈 · 리빙,2680000,206,13009,49,내 눈이 닿을 때마다 따뜻한 위로가 되어줄 패브릭포스터로 공간을 아름답게 채워보세요.,1,31,48.0
8392,"내 몸에 가장 잘 맞는 복용법, 『피임약 처음 먹어요』",출판,6184000,206,30019,263,피임약 먹을 때 궁금했던 모든 것. 내 몸에 맞고 목적에 맞게 피임약 먹는 법은?,1,31,46.0
8393,F1레이싱카툰 -일요과속극장- 36화,웹툰 · 만화,309200,206,150000,40,F1 레이싱 2012시즌 웹툰이 독자후원으로 연재됩니다!,1,21,32.0
8394,일상의 소소한 재테크!,출판,4122600,206,2000000,199,일상 속에서 누구나 할 수 있는 소소한 재테크들을 모두 정리했습니다!,1,13,39.0
8395,<서울보다 멀고 제주보다 가까운 인천의 카페들>,출판,5153000,206,25014,277,인천에는 생각보다 머물고픈 공간들이 많아요. 당신께도 소개합니다.,1,27,37.0
8396,Dream Box 엄마의 꿈: 이제야 궁금해서 미안해,공연,4122300,206,20011,71,"엄마가 말했다 ""오늘은 나도 우리 엄마 보고 싶다""""네가 내게 오고부터, 내 꿈은 너였어""",1,30,51.0
8397,페르소나20주년기념 지하철광고,디지털 게임,4946000,206,2400000,112,페르소나 시리즈 20주년 및 페르소나3의 10주년기념 지하철광고 게재를 추진하는 프로젝트입니다.,1,17,54.0
8398,한국전통 반닫이를 캔버스와 가죽으로 재현한 '반닫이 백',잡화,1030000,206,5000,10,전통 가구 반닫이에서 영감받아 한국의 미와 현대적 감성을 더한 세컨드 백,1,32,41.0
8399,페미니즘 시선집 『 구두를 신고 불을 지폈다 』,출판,4120000,206,20000,173,여성들의 글쓰기는 계속될 것입니다.,1,27,20.0
8400,"신촌의 공간에 담긴 사적인 이야기, [ 사적인 신촌 ]",출판,1236000,206,6000,69,"신촌의 공간에 담긴 사적인 이야기를 담은 책, [사적인 신촌] 입니다.",1,31,40.0
8401,나는 혐오의 편에 서지 않아: 무지개 고양이를 품은 뱃지,캐릭터 · 굿즈,4120000,206,20000,226,종교에 기반한 혐오에 반대하고 모두가 평등한 세상을 꿈꾸는 무지개 고양이 뱃지입니다.,1,32,48.0
8402,머리위에 먼저 온 봄. 봄을 담은 플라워 오브제 꽂이,잡화,1030000,206,500000,35,한땀한땀 정성스레 만든 핸드메이드 플라워 오브제 헤어장식입니다.,1,30,36.0
8403,"사람들과 친해지는 방법, 소셜 카드게임 FLIP",보드게임 · TRPG,1029800,205,500000,57,소셜 카드게임 FLIP을 통해 다른 사람들과 친해지는 시간을 만들어보세요!,1,27,42.0
8404,네버엔딩 페미스토리 다큐 <우리는 매일매일>,영화 · 비디오,20594003,205,10000000,348,"세상을 향해 목소리 내는 여성들의 네버엔딩 페미스토리, <우리는 매일매일> 개봉 프로젝트!",1,25,51.0
8405,코끼리에코백 3종_ 에코백이 사랑스럽다,잡화,2059000,205,1000000,26,코끼리에코백*고양이매듭팔찌,1,22,15.0
8406,새로운 날들을 위한 오래된 날들 2021 엽서형 달력,디자인 문구,617670,205,3013,45,리소프린트로 찍어낸 달력입니다.,1,30,18.0
8407,"페르세포네의 초대, 싱그러운 생명의 향기 <코레의 정원>",향수 · 뷰티,6176500,205,30129,154,새로운 계절의 시작. 봄의 여신 페르세포네의 정원으로 여러분을 초대합니다.,1,32,42.0
8408,냥이와 건강한 2021을 위한 일러스트 캘린더,디자인 문구,1132300,205,5523,57,고양이의 기본건강 상태를 기록하여 한 눈에 정리할 수 있는 2021년 헬스케어 달력입니다!,1,26,51.0
8409,"나는 다른 줄 알았지, 시집[그저 그런 사람]",출판,1235000,205,6024,72,"자신이 특별한 존재라는 믿음이 부서지는 날, 나는 하루아침에 그저 그런 사람이 되었다.",1,26,49.0
8410,봄을 담은 토종밀 스콘,푸드,6174100,205,30117,153,우리 땅에서 생산된 봄의 식재료와 앉은뱅이 토종밀로 구운 비건 스콘입니다.,1,13,42.0
8411,아띠구쯔 ep1. 쇼케이스- 폰케이스로 아티스트들을 만나다,예술,1029000,205,500000,27,아티스트들의 다양한 예술 작품들을 즐기며 후원할 수 있는 핸드폰 케이스를 소개합니다.,1,33,48.0
8412,"일기장에서 시작된 모험, The Diary of Lucie",디지털 게임,8232000,205,4000000,188,슈팅 액션 로그라이크,1,33,12.0
8413,『몇 번의 출근이 남았을까』,출판,4115800,205,2000000,182,이 책은 꼬리를 물며 이어지는 밥벌이의 현실에 대해 묘파한 기록입니다.,1,16,40.0
8414,[동화책]넌 혼자가 아니야. 숨비소리 with U,출판,2057000,205,1000000,29,제주 출신 박은혜 작가가 자신의 고향 모슬포를 배경으로 그려낸 해녀 엄마의 사랑 이야기,1,28,49.0
8415,전통의 방식으로 제작한 굿이어웰트 스니커즈2,잡화,2057000,205,1000000,14,당신도 미사여구 없는 클래식 프리미엄 제법의 굿이어웰트 스니커즈를 선택하세요.,1,25,44.0
8416,"<SOMMER, WIEN> 비엔나 필름 엽서집",사진,617000,205,3009,36,비엔나의 여름을 필름카메라에 담았습니다.,1,26,23.0
8417,13명 작가들의 아름다운 문장을 만나는 <월간 동네책방>,출판,37018111,205,18000000,367,동네책방에서만 만날 수 있는 13명 작가들의 아트포스터 프로젝트,1,32,36.0
8418,"우주를 담은 에코백, 별찌상점 오리가미",잡화,1028000,205,5014,30,별찌상점의 감성과 색감을 담아 제작한 3가지의 에코백입니다.,1,22,34.0
8419,"세상에 단 하나, 폐플라스틱 업사이클링 악세사리 <공존>",잡화,1028000,205,500000,35,"세상에 단 하나, 업사이클링 악세사리 <공존>
버려진 폐플라스틱에 새로운 가치를 더하다.",1,32,50.0
8420,왕좌의 게임 아트북&메이킹 포토북,출판,16448000,205,8000000,240,왕좌의 게임 아트북과 포토북 국내 출간 프로젝트,1,19,27.0
8421,행운을 선물하는 영롱한 썬드림캐쳐 :은침귀걸이 책갈피 키링,주얼리,1028000,205,5014,48,1SCOOP(원스쿱)은 행운을 전해주는 썬 드림캐쳐를 이번 프로젝트의 모티브로 삼았습니다.,1,33,51.0
8422,< 나는 밤마다 너를 베고 누워 눈을 감았다 >,출판,1028000,205,500000,64,1인출판사 북씨의 세번째 책 < 나는 밤마다 너를 베고 누워 눈을 감았다 >,1,27,43.0
8423,모자 하나로 완성되는 완벽한 OOTD,잡화,1028000,205,5014,42,어떤 옷이든 찰떡같이 잘어울리는 Extra Z's 모자.,1,21,32.0
8424,"시집 출판, 자끄 드뉘망의 -뿔바지-",출판,3083222,205,1500000,89,"울리포프레스에서 자끄 드뉘망의 ""뿔바지""를 출간합니다.  더 이상 존재하지 않는 시인의 기이한 시집.",1,21,57.0
8425,스스로가 만들어낸 강박을 지닌 모두에게 -단편영화 <연희>,영화 · 비디오,2466500,205,1200000,39,스스로가 만든 강박으로 힘들어하고 있는 사람들에게 위로를 건네는 독립단편영화 <연희>입니다,1,33,51.0
8426,오롯이 나만을 위한 들꽃 식기 세트와 팔각트레이,홈 · 리빙,411000,205,2004,8,"오롯이 나만을 위한 오키프의 1인 밥상, 들꽃식기 세트와 팔각트레이 입니다.",1,27,43.0
8427,"""SomePlace"" 반팔 티셔츠",의류,1027500,205,5012,16,빈티지&서핑 티셔츠,1,19,11.0
8428,"가장 부산다운 잡지, <다시부산> 5호",출판,4110000,205,20048,164,부산의 다양한 사람들이 모여 부산의 잡지를 만듭니다. 부산을 당신에게 선물합니다.,1,22,46.0
8429,만화창작팀 '인과관계' 첫번째 단편집,웹툰 · 만화,1644000,205,8019,63,만화창작팀 인과관계의 첫번째 단행본 '사계',1,21,25.0
8430,"<고찰로 혜윰길>, 잃어버린 한국을 찾아서",예술,3082000,205,1500000,111,"'고찰'의 첫 번째 프로젝트 <고찰로 혜윰길>, 잃어버린 한국을 찾아서",1,24,40.0
8431,"CATs as always, 민화 속 고양이들",디자인,616000,205,3004,14,"우리 민화, 변상벽의 ‘묘작도’, 김홍도의 ‘황묘농접’을 테마로 굿즈들을 제작합니다.",1,26,48.0
8432,공황장애그림이야기 <판의 시간>,예술,3080000,205,15024,36,오랫동안 공황장애를 겪은 저자가 발작 중에 그린 그림들을 묶어 편찬했습니다.,1,18,43.0
8433,아빠의 젠더 감수성,출판,6159600,205,30046,258,젠더 문제에 방관하지 않기로 결심한 '모던 파더'들이 모여 8번째 잡지를 만듭니다.,1,11,47.0
8434,C10H12N2O. 분자에서 분자로 이어지는 '분자향로',홈 · 리빙,6159000,205,30043,217,"우리 몸에 흐르는 세로토닌 분자구조를 메타포로 해석한, 하향으로 사르는 인센스 버너입니다.",1,32,51.0
8435,"한과를 과자답게, 설날엔 역시 포천한과",푸드,1026000,205,5004,38,먹어본 사람들은 한결같이 말하죠. 어 한과가 이렇게 맛있었어요? 네! 포천한과입니다.,1,22,48.0
