,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
201,내 양말에 첫 단추를 달다. 취.양.저.격 양말 TTOT,"1,104,300",220,"500,000",43명
202,-할머니 병문안 일지- 할머니한테서는 좋은 냄새가 났다,"1,325,000",220,배송 완료,55명
203,에세이로 애착 유형 읽기: 홀로 완전한《회피형 인간》,"11,040,500",220,배송 완료,619명
204,"액자 속 사진 속의 그 레트로 ""픽셀픽셀반지""","1,104,000",220,배송 완료,18명
205,"치명적이고 발칙한, 냥덕 소환 프로젝트! ""그냥, 고냥펜""","11,039,000",220,"5,000,000",699명
206,제2회 카라 동물영화제(KAFF) 굿즈,"6,623,000",220,배송 완료,269명
207,크리스마스에 반짝반짝 디저트뱃지,"4,415,000",220,배송 완료,153명
208,어디서든 나와 함께 할 '페미니즘 케이스',"883,000",220,"400,000",43명
209,2022 'RPML' 감성 캘린더 : 일상 속 순간의 기록,"1,545,000",220,배송 완료,43명
210,"꿈에서라도 만나고 싶은 너에게, 그림책 <안녕, 올리>","1,545,000",220,배송 완료,49명
211,"내 피부 같이 편안한, 가성비 하이웨스트 팬티","2,207,000",220,"1,000,000",51명
212,한번쯤은 봤을걸? 뽈랑몰랑 '삡삡이' 쿠션,"2,207,000",220,배송 완료,98명
213,폐가죽으로 가방을 만듭니다. 211 가죽수선실,"3,309,000",220,"1,500,000",78명
214,서브컬처─텍스트 매거진 〈그라네이드(granade)〉,"2,206,000",220,"1,000,000",110명
215,"설 선물은 네오피시로 품격있게,","2,206,000",220,배송 완료,33명
216,<적국의 왕자로 사는 법> 단행본 애장판 2부,"194,127,000",220,배송 완료,"2,070명"
217,"제비봄봄, 봄을 기다리다.","2,647,000",220,"1,200,000",134명
218,"2017년도 페미니즘과 함께, 봄알람 캘린더","6,617,000",220,"3,000,000",291명
219,"나 자신을 찾는 창작뮤지컬, 게스트하우스","1,323,222",220,"600,000",47명
220,"#스트랩이지만괜찮아, [메이커스 폰스트랩]","882,000",220,배송 완료,60명
221,서로 미소 짓게 만드는 [코로나 안심가게 가림막],"2,204,200",220,배송 완료,27명
222,[메리비트윈] 내게 맡겨줘요♥ 메리 노트북 파우치,"22,041,000",220,배송 완료,520명
223,우리의 하루로 답하고 당신의 하루를 묻는 '오늘의 ___',"1,102,000",220,배송 완료,65명
224,사장님! 저는 크래프트맥주가 처음인데요!,"2,204,000",220,배송 완료,43명
225,"추석 선물, 단아하게 준비한 수제 볶음 고추장 세트","1,102,000",220,배송 완료,20명
226,로봇 <스콜피온> 세계최대 로봇대회 가다,"6,610,000",220,"3,000,000",56명
227,"자유롭지 못했던 당신께, <친애하는 브라우니 씨>","1,101,500",220,"500,000",53명
228,"잠들어있는 독립운동가, 우리는 그들의 꿈속에서 살고있다.","1,101,500",220,"500,000",73명
229,DarkSoul VIRUS TEAM 정규앨범,"11,010,000",220,"5,000,000",50명
230,중세 유럽 전쟁의 해부 『중세의 전쟁 378~1515』,"5,501,000",220,배송 완료,267명
231,다이어트강박에서 해방되기 [나의 식사에는 감정이 있습니다],"3,300,000",220,배송 완료,135명
232,한권에 끝내는 앱디자인 노트,"330,000",220,배송 완료,24명
233,하마터면 평생 영어공부 할 뻔했다,"440,000",220,"200,000",40명
234,그대의 영화(榮華)를 위해 [당초 다이아몬드 실버반지],"880,000",220,배송 완료,17명
235,대규모 중세 판타지 농경마을 스케치업 입니다.,"2,200,000",220,배송 완료,16명
236,"웹툰 배경 스케치업_유럽 성당 내,외부","2,200,000",220,배송 완료,20명
237,길냥이도 ! 해피 캣에버 ! 하트거울키링,"1,100,000",220,"500,000",82명
238,행복한 유기동물을 위한 한걸음: 꽁꽁이네와 함께해요,"880,000",220,배송 완료,57명
239,정성을 다해 제작한 클래식기타 Etude,"6,600,000",220,"3,000,000",11명
240,"바다와 서핑을 담은 옷, '론리서퍼'","2,200,000",220,"1,000,000",41명
241,"간직하고 싶은, 예쁜 꽃말 일러스트 케이스","660,000",220,배송 완료,28명
242,알록달록 초콜릿 타르트 세트,"1,100,000",220,배송 완료,22명
243,"일상 속 작은 도전, 새알깨 주간 도전 노트","1,099,889",219,"500,000",67명
244,한국과학소설작가연대의 포트폴리오 카드,"21,994,400",219,"10,000,000",526명
245,조선통신사의 정장을 현대로 가져온다면? 한복의 낯선 발전,"3,519,000",219,"1,600,000",39명
246,<까막별 통신> 우주로 쏘아올린 오늘의 기억,"1,539,200",219,"700,000",43명
247,"발달장애인 그림작가로부터, 2020 달력과 엽서","1,099,304",219,배송 완료,56명
248,사지말고 입양하세요. 2020 달력,"3,297,500",219,배송 완료,138명
249,프리즘오브 4호 <마미> 발간과 정기구독 오픈,"10,991,111",219,배송 완료,344명
250,"밀가루, 설탕, 오일 없이도 맛있는 신기한 마들렌!","1,099,100",219,배송 완료,32명
251,"앙리 마티스와 함께하는 행복한 쉼 [굿즈, 파우치]","2,197,100",219,"1,000,000",90명
252,[미술학도 문구소품] 색&패턴이 주는 특별함,"1,160,000",219,"528,000",46명
253,"대학생 독립 영화잡지 '엔딩크레딧' 7호, <연결>","2,196,000",219,배송 완료,106명
254,서로가 친해지는 액션카드게임 - 보물섬,"4,390,500",219,배송 완료,329명
255,웹툰을 위한 스케치업 프로젝트 - 번화가 1탄,"21,951,000",219,"10,000,000",730명
256,누구나 쉽게 만드는 달콤상큼 버블바스 만들기 DIY 키트,"439,000",219,배송 완료,21명
257,모두가 치료받을 수 있는 세상을 꿈-꾸다.,"2,195,000",219,"1,000,000",192명
258,여성이 만든 국내 최초 벨브형 월경컵 '비움컵',"21,948,600",219,"10,000,000",474명
259,우리집에 어서 와! 엽서북 <뒹굴뒹굴>과 굿즈들,"10,968,300",219,배송 완료,262명
260,페·기·맥·락_ 젊은 페미니스트 크리스천들을 위한 길라잡이,"10,965,600",219,배송 완료,594명
261,SG플레이카드 v.2 - 섹스를 말하는 성담론 카드게임,"2,193,100",219,배송 완료,136명
262,"바다, 그리고 고양이","2,193,000",219,"1,000,000",118명
263,"누구나 완성할 수 있는, 픽셀아트 스티커 <네모X네모>","1,535,000",219,배송 완료,45명
264,"""당신의 한 해를 응원하며"" 2021년 자수작품 종이 달력","877,000",219,배송 완료,26명
265,여성캐릭터의 가능성을 찾다 | 기획상영전 <여자 사람>,"1,096,000",219,"500,000",51명
266,"프리찌의 첫 노브라 외출복, '프리티'","5,523,000",219,배송 완료,93명
267,세종대왕 둘째 딸 정의공주가 알려주는 '나랏말싸미',"1,314,600",219,배송 완료,89명
268,<월간 톺> 2호 발간,"1,205,000",219,"550,000",37명
269,'당신의 티타임과 함께할 냥이 한마리',"3,286,000",219,"1,500,000",78명
270,"2020년 새해! 庚子年 경자년, 십이지 시(詩)달력","1,095,000",219,배송 완료,28명
271,"70, 80년대 배경! 70년대 배경을 한번에~!","2,190,000",219,배송 완료,15명
272,십시일밥의 '밥심 프로젝트',"427,000",218,배송 완료,43명
273,백년상점의 프로젝트 'NANOBAG',"15,327,000",218,"7,000,000",252명
274,맨날 미루는 야망러들 다 들어와 <66습관노트>,"2,189,477",218,배송 완료,85명
275,[독립출판] 풍경에 생각을 더한 컷만화 < ■ > 제작,"1,094,500",218,"500,000",53명
276,작고 따뜻한 친구들의 엽서북 <롭끼와 친구들의 피크닉>,"1,313,000",218,"600,000",64명
277,생각을 원하다. 노트를 펼치다. KNOT NOTE,"4,376,400",218,"2,000,000",140명
278,새로운 Little Red Book '굿바이 마오',"4,376,000",218,"2,000,000",127명
279,가벼운 골목 산책을 좋아하는 당신을 위한 '데일리 에코백',"1,094,000",218,배송 완료,54명
280,봄부터 겨울까지 2022 달력 <사계와 일상>,"1,531,300",218,"700,000",83명
281,"식물을 둘러싼 나날의 이야기,『무화과와 리슬링』","1,750,000",218,배송 완료,56명
282,콘테화집 <Shimmering Blackness>,"1,749,777",218,"800,000",45명
283,리듬액션 게임 TRAVEL SQUARE : 트레블 스퀘어,"2,186,221",218,"1,000,000",89명
284,2020년 달력 [밀라노의 시간],"1,093,000",218,배송 완료,42명
285,"신여성 2018, 향기로 태어나다! 향수 '신여성'","2,186,000",218,배송 완료,27명
286,"두 사람, 길 위에 서다","4,370,512",218,배송 완료,75명
287,웹툰 <블랙마리아> 굿즈 제작,"2,185,000",218,"1,000,000",57명
288,EVERY DAY TRI DAY! 2016 캘린더,"2,185,000",218,배송 완료,64명
289,[유기견] 우리와 함께하는 날들,"5,461,200",218,배송 완료,182명
290,내 자산은 내가 지키자:위기가 왔을 때 알아야 할 경제상식,"2,184,200",218,배송 완료,116명
291,"당신의 공간을 달콤하게, <버터 크림 케이크 포스터 북>","2,184,000",218,배송 완료,66명
292,행복은 늘 우리 곁에 있잖아,"2,184,000",218,"1,000,000",54명
293,“삶은 계속된다”: 청년이 그려갈 사회의 진정한 미래,"2,183,600",218,배송 완료,76명
294,레진코믹스 웹툰 <여혜> 단행본 5~6권 제작,"13,100,000",218,"6,000,000",336명
