,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
115,귀여운 동물들이 가득한 타로카드,"17,315,100",346,"5,000,000",335명
116,풀에 대한 애정을 담은 그림 포스터 '녹색 풀밭',"3,463,000",346,배송 완료,137명
117,단 한방울로 시크릿존을 향기롭게 아로마 속옷향수 '벨라',"10,388,000",346,배송 완료,46명
118,단 한방울로 시크릿존을 향기롭게 아로마 속옷향수 '벨라',"10,388,000",346,배송 완료,46명
119,"봄을 준비하는 페미니스트 바지 ""페미스프링""","3,046,701",346,"880,000",74명
120,"우리 이제 멀다고 하면 안되갔구나, '2019 통일 달력'","1,731,000",346,배송 완료,52명
121,구두 장인이 만든 맨발같이 유연하고 편한 스니커즈 175g,"1,730,000",346,"500,000",23명
122,[보람줄] 웹툰배경#1 영화관,"3,460,000",346,배송 완료,91명
123,:: 그들은 영웅이 되었다 :: 참전용사분들을 위한 뱃지,"1,384,000",346,배송 완료,290명
124,아동학대예방 프로젝트 : Com'on Human,"1,556,400",345,"450,000",113명
125,OFFING EP[Apocalypse] 앨범제작,"10,371,486",345,배송 완료,252명
126,"대한민국의 상징을 달다, ""태극 뱃지""","3,111,000",345,배송 완료,288명
127,다빼고 만들었다! 비건 채식 글루텐 프리 호두파이!,"1,728,000",345,배송 완료,47명
128,쭉 짜서 간편하게 베르크 콜드브루,"1,727,486",345,배송 완료,47명
129,조선의 꽃 : 해어화와 야생화를 타로카드에 담다.,"34,549,123",345,"10,000,000",599명
130,그녀의 기억을 추적하는 이야기 [기억이 도착했다.],"2,522,000",345,배송 완료,108명
131,"트리니나드 토바고와 원의 넓이, 박씨가 무덤으로 간 이유","1,140,000",345,"330,000",30명
132,"밀물과 함께 밀려오는 달밤, ‘달밀밀’ 주병세트","1,727,000",345,"500,000",44명
133,첫인상을 호감으로 채워줄 샴푸향기 [심퍼티쿠시 섬유향수],"3,454,000",345,배송 완료,95명
134,12월의 루이보스『루이스 크리스마스』,"3,453,500",345,배송 완료,102명
135,"시들지 않는 아름다움, 프리저브드 카네이션(어버이날)","3,452,500",345,배송 완료,140명
136,전쟁은 여성을 투쟁하게 했다 <낮은 목소리 3부작>DVD,"22,782,000",345,"6,600,000",635명
137,나는 그렇게 살아오지 않았다. 한명숙의 '진실',"34,517,300",345,배송 완료,"1,078명"
138,웹툰 배경 스케치업_ 고급 호텔 세트,"3,451,000",345,배송 완료,29명
139,"양성향 순애 비주얼노벨 '어느 날, 소꿉친구가 좋아졌다.'","1,035,000",345,배송 완료,101명
140,3D 손 포즈 세트 (기본형)2,"1,035,000",345,"300,000",25명
141,여성향 연애 시뮬레이션 게임 '강을 건너온 꽃처럼',"13,800,000",345,"4,000,000",208명
142,fly like a butterfly,"1,035,000",345,배송 완료,37명
143,"그냥 싫은 거 있잖아요, 단편영화 <점>","1,380,000",345,"400,000",40명
144,"모든 여성을 응원합니다, '원더우먼뱃지'","2,414,000",344,"700,000",312명
145,중년여성을 위한 빈칸책 - [행:성]의 물음표,"5,172,000",344,배송 완료,256명
146,강원도로 떠나는 로컬 푸드테라피 여행을 선물하세요,"4,136,900",344,배송 완료,26명
147,"서평지 <교차> 창간호 '지식의 사회, 사회의 지식'","10,337,000",344,배송 완료,216명
148,필름 사진집 When you wish upon a star,"2,928,000",344,배송 완료,122명
149,한국의 전통예술을 가방에 담다: 한지 한옥 노트북 가방,"3,444,500",344,배송 완료,8명
150,만질 수 있는 리얼 패션 소재 북 [ 더 텍스타일 ] 2탄,"10,330,000",344,배송 완료,251명
151,전휘목 1집 발매 기념 공연,"1,205,000",344,배송 완료,29명
152,"옐로우 펜 클럽의 <출발, 미술 여행!>","2,065,345",344,"600,000",173명
153,"맛있다.건강하다.오로지 나를 위한 ""슬기로운 한끼""","17,210,096",344,배송 완료,321명
154,A wallet re-invented,"1,721,000",344,배송 완료,29명
155,"'톡' 터지는 가벼운 일상을 위한 캔백, 지금 뽑으세요!","5,160,500",344,"1,500,000",74명
156,이펙트에 진심인 편! 이펙트 브러쉬 올인원 만렙 세트!,"5,160,000",344,배송 완료,61명
157,나와 내 주변을 위하는 선택. 요가매거진<우르드바>,"3,440,000",344,배송 완료,66명
158,젤리곰 악세사리 GUMMY BEAR 프로젝트 Ⅰ,"688,000",344,배송 완료,47명
159,[2차] 새해 소망을 위한 다시하는 돌잡이 뱃지 선물,"344,000",344,배송 완료,14명
160,"향기로 느끼는 재즈의 선율, Love&Jazz","6,878,000",343,배송 완료,162명
161,[서부시대] 황야의 무법자,"3,439,000",343,배송 완료,49명
162,세상 귀찮은 네모씨가 짜증나서 만든 노트,"3,439,000",343,"1,000,000",187명
163,카이사르의 '첫번째 종족컨셉아트북'입니다.,"17,193,000",343,"5,000,000",486명
164,"에이몽 인형 조명, 달을 머금은 토끼 - 라비","6,877,000",343,배송 완료,114명
165,"지식과 마음의 지도, 감성 월간 인문학 학습지 ""한걸음""","3,438,200",343,배송 완료,81명
166,자유를 담아 거리를 거닐다 <방랑보>,"1,719,000",343,"500,000",39명
167,'과학의 품격' 그리고 'YG&JYP의 책걸상' 토크콘서트,"3,438,000",343,"1,000,000",92명
168,"6년근홍삼가게, 진1937 추석선물세트","3,437,400",343,배송 완료,61명
169,고래 아트워크 상품 제작 !,"3,437,000",343,"1,000,000",132명
170,멍때리며 바라보기 좋은 '아름다움 한 장',"1,718,000",343,배송 완료,46명
171,버스로 읽는 독립운동 이야기『버스 타고 만나는 독립운동가』,"1,718,000",343,배송 완료,73명
172,수채화 <잊지 못하는 풍경> 19년 달력,"859,000",343,배송 완료,57명
173,"후숙 필요없는 진짜 망고향포도, 완숙 샤인머스켓","3,435,800",343,"1,000,000",67명
174,디자이너를 위한 공유 리소스&서비스 가이드,"6,869,000",343,배송 완료,464명
175,[코지퍼퓸] 이불 밖은 너무 위험해! 포근한 이불의 향기,"1,717,000",343,"500,000",34명
176,쿠키 한 입에 낭만을 찾기를 IN HEART COOKIE,"1,717,000",343,배송 완료,43명
177,기타리스트 박규희의 새로운 '출발'에 함께해주세요!,"20,600,000",343,배송 완료,221명
178,2018년을 지켜주는 십이지신 탁상달력!,"3,433,000",343,배송 완료,155명
179,'남겨진 사람과 잊혀진 관계들' 5분 영화 [마음의 방],"2,403,000",343,배송 완료,132명
180,미소를 담은 귀여운 도자기 'smile animal',"1,716,000",343,배송 완료,47명
181,"사회적약자의 매력을 담다, 시선의 온도를 높일 <폰케이스>","1,372,100",343,"400,000",54명
182,나를 위한 시간과 공간을 선물합니다. - HYEDALL -,"3,430,000",343,"1,000,000",37명
183,"시린 겨울의 마음을 따뜻하게, '윈터카드'","686,000",343,"200,000",26명
184,[앵콜] 내 품안의 사직서 뱃지,"3,430,000",343,"1,000,000",202명
185,"화양연화(花樣年華), 이름의 의미를 담은 한자 반지-앵콜","1,714,700",342,"500,000",28명
186,일상을 일러스트로 아이패드 활용법 PDF+브러쉬파일,"1,028,800",342,"300,000",82명
187,"이 땅을 지켰던 수많은 여신들, <女신의 나라 - 한국편>","17,142,000",342,배송 완료,673명
188,"은유의 음악, 아티스트 DD!(디디)의 첫 EP[정원]제작","5,141,000",342,배송 완료,102명
189,"252가지 질문으로 찾는 나의 여행 취향, 질문의 여행","3,426,000",342,"1,000,000",168명
190,쥐들의 도시를 지켜라! 덱빌딩 디펜스 게임 '래트로폴리스',"15,416,777",342,"4,500,000",597명
191,내가 하는 교정·교열 <글다듬기의 기술>,"4,111,000",342,배송 완료,189명
192,스케치업 웹툰 배경 - 만화카페,"3,425,000",342,"1,000,000",141명
193,[자수튜닉셔츠]유니크한 디자인과 천연소재의 부드러운 터치감,"1,712,500",342,배송 완료,17명
194,"[어,블랭크 노웻커버] 비오는 날 젖은 우산도 걱정 없이!","10,274,200",342,"3,000,000",282명
195,나만 고민일까? '교회는 다니지만 믿음은 없는 것 같아서',"3,422,500",342,배송 완료,197명
196,코스모스 슈퍼스타 첫번째 EP 제작,"8,555,318",342,배송 완료,173명
197,"8월 한정판과일, 제주청귤로 만든 천연비타민 청귤칩+청귤청","1,711,000",342,배송 완료,71명
198,[로맨스가 필요해] 연인포즈 300세트,"3,422,000",342,배송 완료,58명
199,최애향수 만들어드림,"5,678,000",342,"1,660,000",214명
200,"DIY 문구 잡지, <Do It Yourself> 창간호","1,710,000",342,"500,000",103명
201,편의점 웹툰 배경 스케치업,"1,710,000",342,배송 완료,57명
202,종이대롱 종이빨대 + 빨대 파우치,"1,710,000",342,"500,000",126명
203,희망과 꿈을 담아 구워 만든 유기농 후레이크 & 스낵,"1,710,000",342,"500,000",65명
204,"""고기 없는 간식이 이렇게 맛있어?"" 반려견 비건 간식","8,543,200",341,"2,500,000",249명
205,입으면 집에만 있고 싶어지는 소프(sof) '홈드레스',"3,417,000",341,배송 완료,34명
206,부럼 깨고 태어난 행운의 <정월 수비대> 굿즈,"1,708,000",341,배송 완료,39명
207,"조선의 왕과 왕의 용, 오조룡보 뱃지","6,830,000",341,"2,000,000",263명
208,Tido Kang 정규 3집. 아련한 슬픔,"17,074,000",341,배송 완료,293명
209,일본 요괴도감 <화도 백귀야행>,"5,120,000",341,배송 완료,470명
210,"당신의 일상 속 작은 위로, LEEPLAY 2021 캘린더","20,475,883",341,배송 완료,"1,205명"
211,"창작자들의 서툴러서 빛난 습작기,인터뷰집<습작하는 마음>","3,412,500",341,"1,000,000",135명
212,로맨스판타지를 위한 탄생석 쥬얼리와 다양한 장식세트,"6,825,000",341,"2,000,000",125명
213,보드게이머들을 위한 공간 스몰월드,"3,411,999",341,"1,000,000",162명
214,유기토끼를 세상에 알리고 응원해! '움치치 파우치',"3,411,500",341,배송 완료,170명
215,"도서『젠더 유니버스』, 정체성을 탐험하는 당신을 위해","3,411,000",341,"1,000,000",178명
216,이야기가 있는 블렌딩 TEA 페레쿠논,"3,408,750",340,배송 완료,45명
217,사랑의 열매가 더 많이 열리는 시간,"3,408,000",340,"1,000,000",83명
218,고3 수험생의 사진집 <The Tale of School>,"511,000",340,배송 완료,27명
219,"잠들기 편안한 무드, 프리미엄 한지 무드등","1,703,200",340,배송 완료,24명
220,건강한 한끼 누룽지 씨리얼,"1,703,000",340,배송 완료,40명
221,눈먼 돈에 눈먼 자들 단편영화 <2번 출구에 승강기를..>,"3,405,000",340,"1,000,000",23명
222,"취향공유 플랫폼 Nerd의 8번째 잡지, <그래도 우리는>","2,041,500",340,배송 완료,96명
223,버림의 용기 '프리나이트&토파즈 실버 네크리스',"3,062,000",340,배송 완료,97명
224,인티파다: 팔레스타인에 자유를!,"10,205,000",340,"3,000,000",150명
225,유칼립투스 꽃말을 담아,"2,381,000",340,배송 완료,48명
226,"우울을 피워내는 사람들의 이야기, [방함록 단행본]","3,401,000",340,배송 완료,85명
227,리오 [The Young Lover] CD + 굿즈,"11,902,000",340,"3,500,000",282명
228,"백제의 검, 신궁에 잠들다","3,400,500",340,배송 완료,66명
229,[로판 스케치업] 공작의 영지,"3,400,000",340,배송 완료,36명
230,<나의 둘레는 멀고도 가까워서> 졸업기획전,"1,020,000",340,배송 완료,58명
231,"11월, 빼빼로데이& 수능선물의 연결고리!","510,000",340,"150,000",13명
232,"계절이 바뀔때 생각나는, 포근한 기모후드","3,398,000",339,배송 완료,77명
233,페이스북 인스타그램 통합 마케팅-쇼핑몰 운영자 가이드,"10,193,333",339,"3,000,000",200명
234,천사들의 보금자리 만들기,"3,737,000",339,"1,100,000",271명
235,"봄날, 벚꽃, 그리고 '투-피스'","3,395,000",339,"1,000,000",44명
236,<당신의 섹스는 평등한가요?> 결혼한 여성들의 섹스 말하기,"6,789,906",339,"2,000,000",323명
237,꼭 키우지 않아도 괜찮아요~ 강아지는 어디든 있으니까요.,"3,394,000",339,배송 완료,97명
238,달콤 몽실 타르트 식빵뚱냥 뱃지,"2,714,800",339,"800,000",242명
239,상큼한 재미가 팡팡 터지는 불릿 오렌지 확장,"10,177,000",339,배송 완료,374명
240,"너는 나의 빛, 시각 안내견의 포근함을 담은 수건","1,696,000",339,배송 완료,71명
241,레인 오브 다이스 - 새로운 보드게임을 만나다,"11,870,991",339,배송 완료,132명
242,예술인을 위한 한글 문서 작성 기초 가이드,"3,391,000",339,"1,000,000",143명
243,아웃라스트급! 고퀄리티! 공포게임 'INVITATION',"1,695,000",339,배송 완료,75명
244,초코퐁당 버터쿠키,"1,695,000",339,배송 완료,44명
245,현대인을 위한 新문방사우,"1,017,000",339,"300,000",17명
246,"봄, 매일매일 클린한 디자인의 셔츠 원피스","6,780,000",339,"2,000,000",152명
247,"후가공 박 견본집 Gold, Silver, More 2쇄","30,165,456",338,배송 완료,"1,226명"
248,윤숭EP앨범 <그 방을 열고 나올 사람은 나밖에 없네>,"10,168,000",338,"3,000,000",197명
249,"[봄, 패션] 세대구분 없는 패션, 오래","5,083,000",338,배송 완료,75명
250,퀴어 뱀파이어 단편영화 <겨울눈>,"2,710,000",338,"800,000",201명
251,"브래지어 없이도 괜찮아요, 탈브라 셔츠","16,936,500",338,"5,000,000",377명
252,세상에서 가장 소중한 반려동물의 발자국,"2,370,500",338,배송 완료,53명
253,고양이집사가 만든 아무거나 다 되는 고양이 캐릭터<아무캣>,"1,693,000",338,"500,000",35명
254,170년 양재고택으로의 시간 여행,"1,693,000",338,배송 완료,23명
255,"""그래서 지금 기분이 어때요?"" <당신의 사전>","4,706,071",338,"1,390,000",239명
256,캣맘 권나영의 이야기 <고양이에게 밥을 주지 마세요> 개봉,"16,925,333",338,"5,000,000",562명
257,"새로운 가족을 위한 잠옷, 모던 패밀리 파자마","6,769,000",338,"2,000,000",55명
258,훗날의 그리움을 기록하다 <정갑순>,"1,128,000",338,배송 완료,34명
259,"선조들의 염원을 담은 <십장생 반지; 구름, 해, 소나무>","1,692,000",338,배송 완료,20명
260,2019 캘린더 X 게으른스낵(LAZY SNACK),"676,800",338,배송 완료,30명
261,다시 돌아온 사각텀블러캔버스백,"3,384,000",338,배송 완료,92명
262,나도 오늘부터 취미가 생겼다. <시니어 취미 키트>,"1,691,400",338,"500,000",102명
263,우리쌀 다과 추석선물세트,"1,691,000",338,배송 완료,58명
264,담이는 다 알아요 ‘사는 동안 즐겁게’ 뱃지,"5,072,500",338,"1,500,000",258명
265,2019 NEW! 엄지검지 장갑,"6,763,277",338,배송 완료,178명
266,연말연시 메세지가 담긴 케이크로 마음을 전해보세요!,"1,690,600",338,배송 완료,46명
267,"서울대생이 만든 고등학생 맞춤형 스터디플래너, '공간'","3,380,400",338,배송 완료,142명
268,"세월호 3주기, 잊지 말아요","1,690,000",338,"500,000",135명
269,[SEW.What] 패브릭굿즈 만들기 첫걸음,"3,380,000",338,배송 완료,188명
270,아르쉘레나의 스케치업 공유 프로젝트#3 (re.동물병원),"3,380,000",338,"1,000,000",65명
271,여성퀴어 단편만화집 <봄이 오고 있어> 를 출판합니다.,"3,717,000",337,"1,100,000",226명
272,당신만을 위한 마법을 담아 <그대의 밤과 세계의 교차점>,"2,365,000",337,배송 완료,166명
273,<나인티스 키드> 90년대 문화 사전,"10,135,000",337,배송 완료,568명
274,인상파의 빛을 담은 빠레뜨 악세사리,"1,013,000",337,"300,000",43명
275,사쟈와 함께 태스크 클리어! 2021 사쟈달력,"7,428,000",337,배송 완료,172명
276,당신이 완성하는 DIY 에세이집 <저승빌라의 수상한 월세>,"1,688,000",337,배송 완료,71명
277,금속공예로 풀어내는 마비노기,"1,688,000",337,배송 완료,32명
278,유기동물 입양 문화를 만드는 <포인핸드 매거진> 10호,"20,251,000",337,"6,000,000","1,143명"
279,"호호제주 : 바다를 담은 쉬폰,샤무즈 포스터와 투명 책갈피","2,700,000",337,배송 완료,51명
280,"몸에 닿는 건 자연스러워야지,오가닉코튼 속옷&홈웨어","3,374,500",337,배송 완료,36명
281,나를 찾아 떠나는 글쓰기 여행 [Dear me 답변노트],"1,012,000",337,배송 완료,49명
282,퇴사하고 세달 간 매일 쓴 글을 모은 책 [매일의 기분],"1,686,222",337,배송 완료,108명
283,[길고양이자석] 길냥이에게도 축제 같은 사계절을~,"1,686,100",337,"500,000",81명
284,"작가 덕질 아카이빙 잡지 <글리프> 창간호, '정세랑' 편","6,744,000",337,배송 완료,369명
285,이번 크리스마스엔 숲을 선물하세요,"3,372,000",337,배송 완료,111명
286,매일 영어 공부 습관을 들이는 <호호네 브런치> 10월호,"1,180,000",337,배송 완료,9명
287,"정치로운 생활을 위한 한 걸음, 생각하는 시민 뱃지","1,694,000",336,"503,000",146명
288,"<개벽파선언>, 새 세계를 마중하는 다시 생명 선언","10,102,000",336,"3,000,000",177명
289,"우리의 멋을 보여드려요, '호랑이 민화 스카프'","1,683,500",336,배송 완료,34명
290,스카프와 안경닦이에 담긴 그리스로마신화,"5,050,000",336,배송 완료,99명
